date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,16,16,17
09-28-2020,15,15,15
09-29-2020,16,16,17
09-30-2020,14,14,14
10-01-2020,15,15,16
10-02-2020,15,15,15
10-03-2020,15,15,15
10-04-2020,16,16,17
10-05-2020,22,20,22
10-06-2020,21,20,22
10-07-2020,22,21,22
10-08-2020,22,22,22
10-09-2020,22,22,22
10-10-2020,22,21,22
10-11-2020,21,21,24
10-12-2020,21,21,27
10-13-2020,23,21,28
10-14-2020,24,21,29
10-15-2020,24,21,30
10-16-2020,25,23,31
10-17-2020,26,23,31
10-18-2020,27,21,30
10-19-2020,27,21,31
10-20-2020,27,21,32
10-21-2020,29,21,33
10-22-2020,29,20,44
10-23-2020,30,20,45
10-24-2020,31,20,48
10-25-2020,32,20,49
10-26-2020,33,20,55
10-27-2020,33,20,60
10-28-2020,34,22,63
10-29-2020,35,23,64
10-30-2020,41,28,68
10-31-2020,42,29,72
11-01-2020,42,29,76
11-02-2020,42,29,77
11-03-2020,42,29,84
11-04-2020,44,29,87
11-05-2020,47,29,93
11-06-2020,48,29,94
11-07-2020,48,29,102
11-08-2020,50,29,104
11-09-2020,49,29,110
11-10-2020,49,30,113
11-11-2020,52,29,120
11-12-2020,53,28,120
11-13-2020,54,28,125
11-14-2020,56,30,129
11-15-2020,56,29,132
11-16-2020,57,29,135
11-17-2020,56,28,139
11-18-2020,57,28,142
11-19-2020,57,28,145
11-20-2020,58,28,150
11-21-2020,58,28,151
11-22-2020,59,27,156
11-23-2020,59,27,157
11-24-2020,60,27,161
11-25-2020,60,27,164
11-26-2020,59,27,165
11-27-2020,59,26,170
11-28-2020,58,26,172
