date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-13-2020,17,17,18
09-14-2020,17,17,21
09-15-2020,17,16,19
09-16-2020,18,15,19
09-17-2020,17,15,17
09-18-2020,19,16,19
09-19-2020,17,14,18
09-20-2020,15,14,16
09-21-2020,14,13,15
09-22-2020,16,15,17
09-23-2020,14,14,16
09-24-2020,16,16,16
09-25-2020,16,15,16
09-26-2020,16,14,16
09-27-2020,15,14,17
09-28-2020,15,14,17
09-29-2020,15,14,17
09-30-2020,15,13,18
10-01-2020,16,13,20
10-02-2020,16,13,20
10-03-2020,17,12,21
10-04-2020,17,11,22
10-05-2020,17,12,22
10-06-2020,17,12,24
10-07-2020,18,12,23
10-08-2020,16,10,24
10-09-2020,17,11,26
10-10-2020,17,11,26
10-11-2020,17,11,27
10-12-2020,16,11,27
10-13-2020,16,10,27
10-14-2020,16,10,27
10-15-2020,16,8,28
10-16-2020,15,7,27
10-17-2020,14,6,27
10-18-2020,14,6,27
10-19-2020,13,5,26
10-20-2020,11,4,26
10-21-2020,10,4,24
10-22-2020,8,4,23
10-23-2020,8,4,23
10-24-2020,7,4,20
10-25-2020,6,4,19
10-26-2020,6,4,17
10-27-2020,6,4,16
10-28-2020,6,4,15
10-29-2020,5,4,14
10-30-2020,5,4,14
10-31-2020,4,4,13
11-01-2020,4,4,15
11-02-2020,5,4,14
11-03-2020,5,4,15
11-04-2020,5,3,14
11-05-2020,5,3,14
11-06-2020,5,3,14
11-07-2020,5,3,14
11-08-2020,5,3,14
11-09-2020,5,4,13
11-10-2020,5,4,13
11-11-2020,5,3,11
11-12-2020,5,3,12
11-13-2020,5,3,13
11-14-2020,5,3,14
