date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-13-2020,12,12,13
09-14-2020,13,12,14
09-15-2020,11,10,14
09-16-2020,15,13,16
09-17-2020,14,13,15
09-18-2020,13,11,13
09-19-2020,11,11,11
09-20-2020,10,9,10
09-21-2020,9,8,9
09-22-2020,9,9,9
09-23-2020,9,9,9
09-24-2020,9,9,10
09-25-2020,10,10,11
09-26-2020,11,8,11
09-27-2020,11,9,12
09-28-2020,11,9,12
09-29-2020,10,9,12
09-30-2020,10,9,12
10-01-2020,10,9,12
10-02-2020,10,9,14
10-03-2020,10,9,14
10-04-2020,10,8,15
10-05-2020,11,8,15
10-06-2020,11,9,17
10-07-2020,12,9,17
10-08-2020,13,9,18
10-09-2020,13,9,18
10-10-2020,13,9,19
10-11-2020,14,9,19
10-12-2020,14,10,21
10-13-2020,14,10,22
10-14-2020,14,10,24
10-15-2020,14,10,25
10-16-2020,14,10,26
10-17-2020,15,10,28
10-18-2020,15,10,27
10-19-2020,15,8,27
10-20-2020,15,8,28
10-21-2020,15,8,29
10-22-2020,14,7,30
10-23-2020,14,7,30
10-24-2020,14,7,29
10-25-2020,14,7,29
10-26-2020,14,7,29
10-27-2020,14,6,28
10-28-2020,14,6,28
10-29-2020,14,5,26
10-30-2020,13,5,27
10-31-2020,15,5,26
11-01-2020,16,5,27
11-02-2020,16,5,27
11-03-2020,16,5,30
11-04-2020,16,5,31
11-05-2020,17,5,31
11-06-2020,17,5,32
11-07-2020,18,6,32
11-08-2020,18,6,32
11-09-2020,20,8,34
11-10-2020,18,8,34
11-11-2020,18,8,34
11-12-2020,19,9,36
11-13-2020,19,10,35
11-14-2020,19,10,35
