region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,95.25,862,810,974,88.81,104.94,862 [810 - 974],95.25% [88.81% - 104.94%],1288,744,2106,01-26-2021,projected
2,AL- DOTHAN,95.14,154,145,172,90.09,104.7,154 [145 - 172],95.14% [90.09% - 104.7%],201,134,328,01-26-2021,projected
5,AL- HUNTSVILLE,89.1,117,110,127,86.01,93.14,117 [110 - 127],89.1% [86.01% - 93.14%],171,113,247,01-26-2021,projected
6,AL- MOBILE,100.37,454,425,506,92.67,114.62,454 [425 - 506],100.37% [92.67% - 114.62%],582,362,989,01-26-2021,projected
7,AL- MONTGOMERY,125.47,558,523,634,106.91,166.29,558 [523 - 634],125.47% [106.91% - 166.29%],703,416,1334,01-26-2021,projected
9,AL- TUSCALOOSA,96.63,123,115,143,89.82,108.36,123 [115 - 143],96.63% [89.82% - 108.36%],166,98,283,01-26-2021,projected
11,AZ- MESA,109.8,416,387,481,97.68,130.15,416 [387 - 481],109.8% [97.68% - 130.15%],590,350,993,01-26-2021,projected
12,AZ- PHOENIX,96.17,832,776,942,89.64,106.2,832 [776 - 942],96.17% [89.64% - 106.2%],1225,730,1985,01-26-2021,projected
14,AZ- SUN CITY,87.41,37,34,41,84.2,91.36,37 [34 - 41],87.41% [84.2% - 91.36%],60,34,92,01-26-2021,projected
15,AZ- TUCSON,123.23,850,787,1006,102.54,171.16,850 [787 - 1006],123.23% [102.54% - 171.16%],1091,569,2301,01-26-2021,projected
16,AR- FORT SMITH,92.49,123,114,132,87.18,98.19,123 [114 - 132],92.49% [87.18% - 98.19%],160,92,233,01-26-2021,projected
18,AR- JONESBORO,86.86,39,36,44,84.76,90.07,39 [36 - 44],86.86% [84.76% - 90.07%],62,43,91,01-26-2021,projected
19,AR- LITTLE ROCK,89.58,414,389,457,86.2,94.07,414 [389 - 457],89.58% [86.2% - 94.07%],553,358,812,01-26-2021,projected
21,AR- SPRINGDALE,109.52,245,231,273,98.73,130.61,245 [231 - 273],109.52% [98.73% - 130.61%],312,198,535,01-26-2021,projected
22,AR- TEXARKANA,93.37,103,97,114,88.37,101.73,103 [97 - 114],93.37% [88.37% - 101.73%],131,82,213,01-26-2021,projected
23,CA- ORANGE CO.,93.03,706,667,761,88.68,98.42,706 [667 - 761],93.03% [88.68% - 98.42%],997,664,1409,01-26-2021,projected
25,CA- BAKERSFIELD,90.54,278,263,299,87.0,95.21,278 [263 - 299],90.54% [87.0% - 95.21%],381,253,550,01-26-2021,projected
31,CA- CHICO,87.19,32,30,35,84.38,90.0,32 [30 - 35],87.19% [84.38% - 90.0%],46,28,64,01-26-2021,projected
33,CA- CONTRA COSTA CO.,87.49,102,95,111,84.69,90.78,102 [95 - 111],87.49% [84.69% - 90.78%],150,94,216,01-26-2021,projected
43,CA- FRESNO,93.45,208,195,223,88.76,98.57,208 [195 - 223],93.45% [88.76% - 98.57%],307,200,424,01-26-2021,projected
56,CA- LOS ANGELES,99.14,3419,3209,3639,91.65,106.86,3419 [3209 - 3639],99.14% [91.65% - 106.86%],4747,2890,6663,01-26-2021,projected
58,CA- MODESTO,88.49,94,87,102,85.29,92.33,94 [87 - 102],88.49% [85.29% - 92.33%],146,91,212,01-26-2021,projected
62,CA- NAPA,89.11,41,38,46,84.98,94.78,41 [38 - 46],89.11% [84.98% - 94.78%],53,29,86,01-26-2021,projected
65,CA- ALAMEDA CO.,83.58,75,68,83,81.83,85.62,75 [68 - 83],83.58% [81.83% - 85.62%],121,62,190,01-26-2021,projected
69,CA- PALM SPR/RANCHO MIR.,99.09,139,132,147,93.3,105.93,139 [132 - 147],99.09% [93.3% - 105.93%],201,140,273,01-26-2021,projected
73,CA- REDDING,83.42,28,26,32,82.4,85.45,28 [26 - 32],83.42% [82.4% - 85.45%],37,26,59,01-26-2021,projected
77,CA- SACRAMENTO,86.48,218,204,239,84.08,89.68,218 [204 - 239],86.48% [84.08% - 89.68%],310,195,463,01-26-2021,projected
78,CA- SALINAS,86.94,36,33,39,84.29,89.58,36 [33 - 39],86.94% [84.29% - 89.58%],55,34,76,01-26-2021,projected
79,CA- SAN BERNARDINO,100.41,783,741,830,93.75,107.95,783 [741 - 830],100.41% [93.75% - 107.95%],1180,795,1616,01-26-2021,projected
80,CA- SAN DIEGO,96.25,800,756,854,90.89,102.61,800 [756 - 854],96.25% [90.89% - 102.61%],1143,766,1590,01-26-2021,projected
81,CA- SAN FRANCISCO,82.96,105,98,114,81.83,84.18,105 [98 - 114],82.96% [81.83% - 84.18%],150,93,212,01-26-2021,projected
82,CA- SAN JOSE,93.52,314,295,342,88.49,99.13,314 [295 - 342],93.52% [88.49% - 99.13%],409,257,579,01-26-2021,projected
83,CA- SAN LUIS OBISPO,91.18,34,31,37,86.8,95.35,34 [31 - 37],91.18% [86.8% - 95.35%],51,31,70,01-26-2021,projected
85,CA- SAN MATEO CO.,85.56,107,100,116,83.45,87.83,107 [100 - 116],85.56% [83.45% - 87.83%],150,93,211,01-26-2021,projected
86,CA- SANTA BARBARA,107.12,203,192,219,96.98,120.48,203 [192 - 219],107.12% [96.98% - 120.48%],262,164,391,01-26-2021,projected
87,CA- SANTA CRUZ,118.44,108,101,119,103.12,141.0,108 [101 - 119],118.44% [103.12% - 141.0%],138,83,219,01-26-2021,projected
89,CA- SANTA ROSA,83.12,39,36,43,81.93,84.35,39 [36 - 43],83.12% [81.93% - 84.35%],58,36,81,01-26-2021,projected
91,CA- STOCKTON,89.97,69,64,75,86.3,93.92,69 [64 - 75],89.97% [86.3% - 93.92%],106,67,148,01-26-2021,projected
96,CA- VENTURA,143.51,778,735,817,119.35,165.38,778 [735 - 817],143.51% [119.35% - 165.38%],999,619,1343,01-26-2021,projected
101,CO- BOULDER,84.42,14,13,16,83.16,86.74,14 [13 - 16],84.42% [83.16% - 86.74%],21,15,32,01-26-2021,projected
102,CO- COLORADO SPRINGS,89.28,77,72,90,85.51,98.45,77 [72 - 90],89.28% [85.51% - 98.45%],96,57,191,01-26-2021,projected
103,CO- DENVER,88.14,301,280,343,84.44,94.32,301 [280 - 343],88.14% [84.44% - 94.32%],389,212,684,01-26-2021,projected
104,CO- FORT COLLINS,84.69,21,19,22,83.6,86.1,21 [19 - 22],84.69% [83.6% - 86.1%],30,23,39,01-26-2021,projected
105,CO- GRAND JUNCTION,99.32,110,102,120,92.88,109.04,110 [102 - 120],99.32% [92.88% - 109.04%],153,102,230,01-26-2021,projected
106,CO- GREELEY,84.89,22,19,24,82.06,85.92,22 [19 - 24],84.89% [82.06% - 85.92%],38,16,46,01-26-2021,projected
107,CO- PUEBLO,80.63,6,5,7,80.38,80.63,6 [5 - 7],80.63% [80.38% - 80.63%],5,3,5,01-26-2021,projected
109,CT- BRIDGEPORT,85.72,64,59,69,83.54,88.2,64 [59 - 69],85.72% [83.54% - 88.2%],97,60,139,01-26-2021,projected
110,CT- HARTFORD,91.24,258,242,278,87.28,95.82,258 [242 - 278],91.24% [87.28% - 95.82%],366,237,515,01-26-2021,projected
111,CT- NEW HAVEN,90.72,303,285,330,86.93,95.39,303 [285 - 330],90.72% [86.93% - 95.39%],413,267,593,01-26-2021,projected
112,DE- WILMINGTON,92.62,172,161,186,88.06,98.15,172 [161 - 186],92.62% [88.06% - 98.15%],235,150,338,01-26-2021,projected
113,DC- WASHINGTON,92.48,494,462,534,87.74,97.85,494 [462 - 534],92.48% [87.74% - 97.85%],685,425,980,01-26-2021,projected
115,FL- BRADENTON,149.96,400,371,481,121.18,228.8,400 [371 - 481],149.96% [121.18% - 228.8%],496,292,1055,01-26-2021,projected
116,FL- CLEARWATER,84.83,52,49,57,83.12,86.78,52 [49 - 57],84.83% [83.12% - 86.78%],79,51,111,01-26-2021,projected
118,FL- FORT LAUDERDALE,104.69,1709,1597,1987,94.85,127.56,1709 [1597 - 1987],104.69% [94.85% - 127.56%],2148,1292,4137,01-26-2021,projected
119,FL- FORT MYERS,107.26,833,778,987,96.44,135.07,833 [778 - 987],107.26% [96.44% - 135.07%],1043,629,2107,01-26-2021,projected
120,FL- GAINESVILLE,99.12,278,260,323,91.08,116.39,278 [260 - 323],99.12% [91.08% - 116.39%],352,204,670,01-26-2021,projected
122,FL- HUDSON,90.54,104,98,115,86.55,97.41,104 [98 - 115],90.54% [86.55% - 97.41%],132,82,218,01-26-2021,projected
123,FL- JACKSONVILLE,101.19,822,771,938,93.07,118.9,822 [771 - 938],101.19% [93.07% - 118.9%],1041,642,1911,01-26-2021,projected
124,FL- LAKELAND,100.6,173,163,197,92.73,117.08,173 [163 - 197],100.6% [92.73% - 117.08%],220,136,396,01-26-2021,projected
127,FL- MIAMI,97.95,1517,1423,1717,90.95,111.78,1517 [1423 - 1717],97.95% [90.95% - 111.78%],1935,1181,3426,01-26-2021,projected
129,FL- OCALA,100.98,227,213,261,92.79,119.04,227 [213 - 261],100.98% [92.79% - 119.04%],287,175,534,01-26-2021,projected
130,FL- ORLANDO,94.63,1183,1112,1324,89.02,104.99,1183 [1112 - 1324],94.63% [89.02% - 104.99%],1516,935,2589,01-26-2021,projected
