region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.68,196,188,216,81.16,82.02,196 [188 - 216],81.68% [81.16% - 82.02%],142,98,171,04-28-2021,projected
2,AL- DOTHAN,82.11,39,37,42,81.66,82.71,39 [37 - 42],82.11% [81.66% - 82.71%],28,22,36,04-28-2021,projected
5,AL- HUNTSVILLE,83.3,82,76,89,82.07,84.95,82 [76 - 89],83.3% [82.07% - 84.95%],62,39,93,04-28-2021,projected
6,AL- MOBILE,92.53,495,472,523,88.93,96.77,495 [472 - 523],92.53% [88.93% - 96.77%],358,255,479,04-28-2021,projected
7,AL- MONTGOMERY,81.94,42,39,45,81.03,82.13,42 [39 - 45],81.94% [81.03% - 82.13%],30,16,33,04-28-2021,projected
9,AL- TUSCALOOSA,81.3,21,19,23,80.7,81.3,21 [19 - 23],81.3% [80.7% - 81.3%],13,7,13,04-28-2021,projected
11,AZ- MESA,86.97,189,180,203,84.95,90.25,189 [180 - 203],86.97% [84.95% - 90.25%],138,98,203,04-28-2021,projected
12,AZ- PHOENIX,83.99,413,393,449,82.76,86.02,413 [393 - 449],83.99% [82.76% - 86.02%],302,209,456,04-28-2021,projected
14,AZ- SUN CITY,82.96,33,31,36,82.1,84.2,33 [31 - 36],82.96% [82.1% - 84.2%],24,17,34,04-28-2021,projected
15,AZ- TUCSON,82.77,95,90,102,81.86,84.04,95 [90 - 102],82.77% [81.86% - 84.04%],70,47,102,04-28-2021,projected
16,AR- FORT SMITH,83.28,51,43,72,80.7,89.37,51 [43 - 72],83.28% [80.7% - 89.37%],42,9,120,04-28-2021,projected
18,AR- JONESBORO,81.22,16,14,22,81.0,84.09,16 [14 - 22],81.22% [81.0% - 84.09%],11,9,37,04-28-2021,projected
19,AR- LITTLE ROCK,81.96,155,144,176,81.13,83.45,155 [144 - 176],81.96% [81.13% - 83.45%],113,65,199,04-28-2021,projected
21,AR- SPRINGDALE,84.92,71,65,82,83.12,89.46,71 [65 - 82],84.92% [83.12% - 89.46%],52,33,100,04-28-2021,projected
22,AR- TEXARKANA,80.92,14,14,21,80.82,83.27,14 [14 - 21],80.92% [80.82% - 83.27%],9,8,32,04-28-2021,projected
23,CA- ORANGE CO.,80.51,52,48,55,80.35,80.67,52 [48 - 55],80.51% [80.35% - 80.67%],39,27,51,04-28-2021,projected
25,CA- BAKERSFIELD,80.53,22,20,24,80.25,80.75,22 [20 - 24],80.53% [80.25% - 80.75%],19,9,27,04-28-2021,projected
31,CA- CHICO,82.97,26,25,28,82.19,84.22,26 [25 - 28],82.97% [82.19% - 84.22%],19,14,27,04-28-2021,projected
33,CA- CONTRA COSTA CO.,82.1,56,53,59,81.55,82.7,56 [53 - 59],82.1% [81.55% - 82.7%],42,31,54,04-28-2021,projected
43,CA- FRESNO,80.92,27,24,31,80.53,81.4,27 [24 - 31],80.92% [80.53% - 81.4%],21,12,32,04-28-2021,projected
56,CA- LOS ANGELES,80.36,99,90,112,80.19,80.6,99 [90 - 112],80.36% [80.19% - 80.6%],89,48,149,04-28-2021,projected
58,CA- MODESTO,81.86,41,38,46,81.22,82.73,41 [38 - 46],81.86% [81.22% - 82.73%],32,21,47,04-28-2021,projected
62,CA- NAPA,81.89,13,12,14,80.86,82.23,13 [12 - 14],81.89% [80.86% - 82.23%],11,5,13,04-28-2021,projected
65,CA- ALAMEDA CO.,81.57,70,66,74,81.18,82.01,70 [66 - 74],81.57% [81.18% - 82.01%],53,40,68,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.28,1,0,2,80.09,80.47,1 [0 - 2],80.28% [80.09% - 80.47%],3,1,5,04-28-2021,projected
73,CA- REDDING,84.25,61,57,66,82.87,86.56,61 [57 - 66],84.25% [82.87% - 86.56%],46,31,71,04-28-2021,projected
77,CA- SACRAMENTO,82.84,188,175,203,81.59,84.22,188 [175 - 203],82.84% [81.59% - 84.22%],136,76,202,04-28-2021,projected
78,CA- SALINAS,80.63,7,6,7,80.63,80.63,7 [6 - 7],80.63% [80.63% - 80.63%],5,5,5,04-28-2021,projected
79,CA- SAN BERNARDINO,80.64,42,38,47,80.26,81.04,42 [38 - 47],80.64% [80.26% - 81.04%],37,15,60,04-28-2021,projected
80,CA- SAN DIEGO,81.15,98,91,106,80.71,81.54,98 [91 - 106],81.15% [80.71% - 81.54%],81,50,108,04-28-2021,projected
81,CA- SAN FRANCISCO,80.79,56,52,59,80.45,81.06,56 [52 - 59],80.79% [80.45% - 81.06%],40,23,54,04-28-2021,projected
82,CA- SAN JOSE,81.65,70,66,75,81.12,82.21,70 [66 - 75],81.65% [81.12% - 82.21%],50,34,67,04-28-2021,projected
