region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,81.37,159,155,167,81.21,81.78,159 [155 - 167],81.37% [81.21% - 81.78%],116,102,150,04-28-2021,projected
2,AL- DOTHAN,81.66,28,26,29,80.75,81.66,28 [26 - 29],81.66% [80.75% - 81.66%],22,10,22,04-28-2021,projected
5,AL- HUNTSVILLE,81.97,49,48,54,81.91,82.34,49 [48 - 54],81.97% [81.91% - 82.34%],37,36,44,04-28-2021,projected
6,AL- MOBILE,90.12,395,387,406,88.96,91.59,395 [387 - 406],90.12% [88.96% - 91.59%],289,256,331,04-28-2021,projected
7,AL- MONTGOMERY,81.1,21,21,24,80.97,81.29,21 [21 - 24],81.1% [80.97% - 81.29%],17,15,20,04-28-2021,projected
9,AL- TUSCALOOSA,81.3,21,19,21,81.3,81.3,21 [19 - 21],81.3% [81.3% - 81.3%],13,13,13,04-28-2021,projected
11,AZ- MESA,85.0,137,133,144,84.19,86.52,137 [133 - 144],85.0% [84.19% - 86.52%],99,83,129,04-28-2021,projected
12,AZ- PHOENIX,82.96,308,298,322,82.39,83.78,308 [298 - 322],82.96% [82.39% - 83.78%],224,181,286,04-28-2021,projected
14,AZ- SUN CITY,82.1,23,22,24,81.73,82.59,23 [22 - 24],82.1% [81.73% - 82.59%],17,14,21,04-28-2021,projected
15,AZ- TUCSON,82.3,81,79,85,81.94,83.09,81 [79 - 85],82.3% [81.94% - 83.09%],58,49,78,04-28-2021,projected
16,AR- FORT SMITH,80.39,6,4,11,80.0,82.19,6 [4 - 11],80.39% [80.0% - 82.19%],5,0,28,04-28-2021,projected
18,AR- JONESBORO,81.0,14,14,14,81.0,81.0,14 [14 - 14],81.0% [81.0% - 81.0%],9,9,9,04-28-2021,projected
19,AR- LITTLE ROCK,81.42,112,105,115,80.99,81.63,112 [105 - 115],81.42% [80.99% - 81.63%],82,57,94,04-28-2021,projected
21,AR- SPRINGDALE,83.41,49,47,51,83.12,83.78,49 [47 - 51],83.41% [83.12% - 83.78%],36,33,40,04-28-2021,projected
22,AR- TEXARKANA,80.82,11,9,12,80.0,80.82,11 [9 - 12],80.82% [80.0% - 80.82%],8,0,8,04-28-2021,projected
23,CA- ORANGE CO.,80.67,62,60,64,80.56,80.75,62 [60 - 64],80.67% [80.56% - 80.75%],51,43,57,04-28-2021,projected
25,CA- BAKERSFIELD,80.8,36,34,38,80.58,81.02,36 [34 - 38],80.8% [80.58% - 81.02%],29,21,37,04-28-2021,projected
31,CA- CHICO,82.19,21,21,21,82.19,82.19,21 [21 - 21],82.19% [82.19% - 82.19%],14,14,14,04-28-2021,projected
33,CA- CONTRA COSTA CO.,82.45,63,61,64,82.25,82.55,63 [61 - 64],82.45% [82.25% - 82.55%],49,45,51,04-28-2021,projected
43,CA- FRESNO,81.53,43,40,44,81.05,81.8,43 [40 - 44],81.53% [81.05% - 81.8%],35,24,41,04-28-2021,projected
56,CA- LOS ANGELES,80.6,178,169,190,80.46,80.84,178 [169 - 190],80.6% [80.46% - 80.84%],150,113,208,04-28-2021,projected
58,CA- MODESTO,82.27,56,52,58,81.86,82.73,56 [52 - 58],82.27% [81.86% - 82.73%],39,32,47,04-28-2021,projected
62,CA- NAPA,80.86,7,7,8,80.86,80.86,7 [7 - 8],80.86% [80.86% - 80.86%],5,5,5,04-28-2021,projected
65,CA- ALAMEDA CO.,81.78,77,75,80,81.69,82.01,77 [75 - 80],81.78% [81.69% - 82.01%],60,57,68,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.57,7,6,7,80.38,80.76,7 [6 - 7],80.57% [80.38% - 80.76%],6,4,8,04-28-2021,projected
73,CA- REDDING,82.59,42,40,42,82.31,82.68,42 [40 - 42],82.59% [82.31% - 82.68%],28,25,29,04-28-2021,projected
77,CA- SACRAMENTO,82.68,163,157,171,82.47,82.91,163 [157 - 171],82.68% [82.47% - 82.91%],128,118,139,04-28-2021,projected
78,CA- SALINAS,80.63,7,7,7,80.63,80.63,7 [7 - 7],80.63% [80.63% - 80.63%],5,5,5,04-28-2021,projected
79,CA- SAN BERNARDINO,81.16,75,69,80,80.71,81.5,75 [69 - 80],81.16% [80.71% - 81.5%],67,41,87,04-28-2021,projected
80,CA- SAN DIEGO,81.61,140,134,145,81.29,81.86,140 [134 - 145],81.61% [81.29% - 81.86%],113,91,131,04-28-2021,projected
81,CA- SAN FRANCISCO,80.83,56,53,59,80.69,80.95,56 [53 - 59],80.83% [80.69% - 80.95%],42,35,48,04-28-2021,projected
