date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,86.44,,,,,,,,1152,,,actual
03-13-2021,80.5,570,552,587,80.46,80.55,570 [552 - 587],80.5% [80.46% - 80.55%],89,83,99,projected
03-20-2021,80.4,441,425,467,80.32,80.49,441 [425 - 467],80.4% [80.32% - 80.49%],72,58,88,projected
03-27-2021,80.32,369,352,394,80.23,80.44,369 [352 - 394],80.32% [80.23% - 80.44%],58,42,78,projected
04-03-2021,80.26,301,278,332,80.17,80.39,301 [278 - 332],80.26% [80.17% - 80.39%],46,30,70,projected
04-10-2021,80.21,231,208,264,80.1,80.36,231 [208 - 264],80.21% [80.1% - 80.36%],38,18,65,projected
04-17-2021,80.15,162,144,196,80.06,80.32,162 [144 - 196],80.15% [80.06% - 80.32%],26,10,57,projected
04-24-2021,80.11,116,102,142,80.04,80.23,116 [102 - 142],80.11% [80.04% - 80.23%],20,7,42,projected
