date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,52,3,121
06-22-2020,51,3,118
06-23-2020,48,2,114
06-24-2020,47,2,110
06-25-2020,46,1,106
06-26-2020,44,1,103
06-27-2020,43,1,101
06-28-2020,42,1,99
06-29-2020,41,1,95
06-30-2020,40,1,92
07-01-2020,39,1,90
07-02-2020,37,1,88
07-03-2020,37,1,86
07-04-2020,35,0,81
07-05-2020,35,0,77
07-06-2020,34,0,74
07-07-2020,33,0,71
07-08-2020,31,0,68
07-09-2020,30,0,66
07-10-2020,30,0,63
07-11-2020,29,0,62
07-12-2020,29,0,61
07-13-2020,29,0,59
07-14-2020,28,0,57
07-15-2020,26,0,55
07-16-2020,25,0,52
07-17-2020,25,0,51
07-18-2020,23,0,50
07-19-2020,22,0,48
07-20-2020,22,0,46
07-21-2020,21,0,45
07-22-2020,20,0,44
07-23-2020,20,0,43
07-24-2020,19,0,40
07-25-2020,18,0,39
07-26-2020,17,0,38
07-27-2020,17,0,37
07-28-2020,17,0,34
07-29-2020,17,0,34
07-30-2020,16,0,34
07-31-2020,15,0,33
08-01-2020,14,0,31
08-02-2020,14,0,31
08-03-2020,14,0,30
08-04-2020,14,0,30
08-05-2020,13,0,28
08-06-2020,12,0,25
08-07-2020,12,0,25
08-08-2020,11,0,25
08-09-2020,11,0,24
08-10-2020,10,0,23
08-11-2020,10,0,23
08-12-2020,10,0,22
08-13-2020,10,0,22
08-14-2020,10,0,20
08-15-2020,10,0,20
