HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,84,2550,2506,2594,77.28,90.72,01-22-2020
2,AL- DOTHAN,80,0,0,0,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,82,333,327,339,75.44,88.56,01-22-2020
6,AL- MOBILE,83,779,766,792,76.36,89.64,01-22-2020
7,AL- MONTGOMERY,82,297,292,302,75.44,88.56,01-22-2020
9,AL- TUSCALOOSA,83,245,241,249,76.36,89.64,01-22-2020
11,AZ- MESA,91,1531,1505,1557,83.72,98.28,01-22-2020
12,AZ- PHOENIX,86,3526,3465,3587,79.12,92.88,01-22-2020
14,AZ- SUN CITY,84,258,254,262,77.28,90.72,01-22-2020
15,AZ- TUCSON,83,639,628,650,76.36,89.64,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,0,0,0,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,81,803,790,816,74.52,87.48,01-22-2020
21,AR- SPRINGDALE,81,105,104,106,74.52,87.48,01-22-2020
22,AR- TEXARKANA,80,0,0,0,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,87,3868,3801,3935,80.04,93.96,01-22-2020
25,CA- BAKERSFIELD,82,644,633,655,75.44,88.56,01-22-2020
31,CA- CHICO,83,151,149,153,76.36,89.64,01-22-2020
33,CA- CONTRA COSTA CO.,102,3143,3089,3197,93.84,110.16,01-22-2020
43,CA- FRESNO,84,703,691,715,77.28,90.72,01-22-2020
56,CA- LOS ANGELES,86,11373,11176,11570,79.12,92.88,01-22-2020
58,CA- MODESTO,92,1469,1444,1494,84.64,99.36,01-22-2020
62,CA- NAPA,91,483,475,491,83.72,98.28,01-22-2020
65,CA- ALAMEDA CO.,100,4788,4705,4871,92.0,108.0,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,353,347,359,77.28,90.72,01-22-2020
73,CA- REDDING,84,343,338,348,77.28,90.72,01-22-2020
77,CA- SACRAMENTO,93,4505,4428,4582,85.56,100.44,01-22-2020
78,CA- SALINAS,94,799,785,813,86.48,101.52,01-22-2020
79,CA- SAN BERNARDINO,88,3339,3281,3397,80.96,95.04,01-22-2020
80,CA- SAN DIEGO,90,4916,4832,5000,82.8,97.2,01-22-2020
81,CA- SAN FRANCISCO,91,4204,4132,4276,83.72,98.28,01-22-2020
82,CA- SAN JOSE,106,5542,5446,5638,97.52,114.48,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,324,334,82.8,97.2,01-22-2020
85,CA- SAN MATEO CO.,94,2658,2612,2704,86.48,101.52,01-22-2020
86,CA- SANTA BARBARA,86,462,455,469,79.12,92.88,01-22-2020
87,CA- SANTA CRUZ,109,735,723,747,100.28,117.72,01-22-2020
89,CA- SANTA ROSA,88,1148,1129,1167,80.96,95.04,01-22-2020
91,CA- STOCKTON,97,1302,1280,1324,89.24,104.76,01-22-2020
96,CA- VENTURA,89,977,960,994,81.88,96.12,01-22-2020
101,CO- BOULDER,94,483,475,491,86.48,101.52,01-22-2020
102,CO- COLORADO SPRINGS,90,776,763,789,82.8,97.2,01-22-2020
103,CO- DENVER,93,4479,4403,4555,85.56,100.44,01-22-2020
104,CO- FORT COLLINS,88,378,372,384,80.96,95.04,01-22-2020
105,CO- GRAND JUNCTION,94,806,793,819,86.48,101.52,01-22-2020
106,CO- GREELEY,87,434,427,441,80.04,93.96,01-22-2020
107,CO- PUEBLO,81,77,76,78,74.52,87.48,01-22-2020
110,CT- HARTFORD,92,2882,2832,2932,84.64,99.36,01-22-2020
111,CT- NEW HAVEN,98,4918,4833,5003,90.16,105.84,01-22-2020
112,DE- WILMINGTON,88,1055,1037,1073,80.96,95.04,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,86,322,317,327,79.12,92.88,01-22-2020
116,FL- CLEARWATER,84,471,463,479,77.28,90.72,01-22-2020
118,FL- FORT LAUDERDALE,86,4116,4045,4187,79.12,92.88,01-22-2020
119,FL- FORT MYERS,85,1406,1382,1430,78.2,91.8,01-22-2020
120,FL- GAINESVILLE,83,406,399,413,76.36,89.64,01-22-2020
122,FL- HUDSON,84,392,386,398,77.28,90.72,01-22-2020
123,FL- JACKSONVILLE,83,1270,1248,1292,76.36,89.64,01-22-2020
124,FL- LAKELAND,84,350,344,356,77.28,90.72,01-22-2020
127,FL- MIAMI,86,5088,5001,5175,79.12,92.88,01-22-2020
129,FL- OCALA,84,405,399,411,77.28,90.72,01-22-2020
130,FL- ORLANDO,84,3131,3077,3185,77.28,90.72,01-22-2020
131,FL- ORMOND BEACH,83,350,344,356,76.36,89.64,01-22-2020
133,FL- PANAMA CITY,81,84,83,85,74.52,87.48,01-22-2020
134,FL- PENSACOLA,83,539,530,548,76.36,89.64,01-22-2020
137,FL- SARASOTA,84,394,387,401,77.28,90.72,01-22-2020
139,FL- ST PETERSBURG,83,381,375,387,76.36,89.64,01-22-2020
140,FL- TALLAHASSEE,82,496,487,505,75.44,88.56,01-22-2020
141,FL- TAMPA,84,1395,1371,1419,77.28,90.72,01-22-2020
142,GA- ALBANY,91,864,849,879,83.72,98.28,01-22-2020
144,GA- ATLANTA,95,12885,12663,13107,87.4,102.6,01-22-2020
145,GA- AUGUSTA,82,399,393,405,75.44,88.56,01-22-2020
146,GA- COLUMBUS,84,368,362,374,77.28,90.72,01-22-2020
147,GA- MACON,81,294,289,299,74.52,87.48,01-22-2020
148,GA- ROME,92,637,627,647,84.64,99.36,01-22-2020
149,GA- SAVANNAH,82,357,351,363,75.44,88.56,01-22-2020
154,IL- AURORA,94,539,530,548,86.48,101.52,01-22-2020
155,IL- BLUE ISLAND,87,1358,1335,1381,80.04,93.96,01-22-2020
156,IL- CHICAGO,87,4556,4478,4634,80.04,93.96,01-22-2020
158,IL- ELGIN,97,1330,1308,1352,89.24,104.76,01-22-2020
161,IL- EVANSTON,90,1813,1782,1844,82.8,97.2,01-22-2020
163,IL- HINSDALE,91,848,834,862,83.72,98.28,01-22-2020
164,IL- JOLIET,92,1191,1171,1211,84.64,99.36,01-22-2020
166,IL- MELROSE PARK,90,2380,2340,2420,82.8,97.2,01-22-2020
170,IL- PEORIA,81,245,241,249,74.52,87.48,01-22-2020
171,IL- ROCKFORD,87,767,754,780,80.04,93.96,01-22-2020
172,IL- SPRINGFIELD,80,84,83,85,73.6,86.4,01-22-2020
173,IL- URBANA,81,84,83,85,74.52,87.48,01-22-2020
175,IL- BLOOMINGTON,84,84,83,85,77.28,90.72,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,73.6,86.4,01-22-2020
181,IN- GARY,80,21,21,21,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,63,62,64,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,0,0,0,73.6,86.4,01-22-2020
186,IN- MUNSTER,81,126,124,128,74.52,87.48,01-22-2020
187,IN- SOUTH BEND,80,28,28,28,73.6,86.4,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,81,182,179,185,74.52,87.48,01-22-2020
192,IA- DES MOINES,82,455,447,463,75.44,88.56,01-22-2020
193,IA- DUBUQUE,83,140,138,142,76.36,89.64,01-22-2020
194,IA- IOWA CITY,82,280,276,284,75.44,88.56,01-22-2020
195,IA- MASON CITY,80,0,0,0,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,81,91,90,92,74.52,87.48,01-22-2020
197,IA- WATERLOO,82,91,90,92,75.44,88.56,01-22-2020
200,KS- TOPEKA,82,259,255,263,75.44,88.56,01-22-2020
201,KS- WICHITA,80,245,241,249,73.6,86.4,01-22-2020
203,KY- COVINGTON,88,637,627,647,80.96,95.04,01-22-2020
204,KY- LEXINGTON,84,1610,1583,1637,77.28,90.72,01-22-2020
205,KY- LOUISVILLE,84,1623,1595,1651,77.28,90.72,01-22-2020
207,KY- OWENSBORO,80,0,0,0,73.6,86.4,01-22-2020
208,KY- PADUCAH,80,0,0,0,73.6,86.4,01-22-2020
209,LA- ALEXANDRIA,81,84,83,85,74.52,87.48,01-22-2020
210,LA- BATON ROUGE,88,1466,1440,1492,80.96,95.04,01-22-2020
212,LA- HOUMA,89,450,443,457,81.88,96.12,01-22-2020
213,LA- LAFAYETTE,82,378,372,384,75.44,88.56,01-22-2020
214,LA- LAKE CHARLES,81,84,83,85,74.52,87.48,01-22-2020
216,LA- METAIRIE,106,1791,1760,1822,97.52,114.48,01-22-2020
217,LA- MONROE,81,83,82,84,74.52,87.48,01-22-2020
218,LA- NEW ORLEANS,97,2871,2820,2922,89.24,104.76,01-22-2020
