date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-13-2021,91.33,,,,,,,,2028,,,actual
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,89.49,681,664,698,89.06,89.89,681 [664 - 698],89.49% [89.06% - 89.89%],1698,1621,1771,projected
03-13-2021,87.59,564,537,589,86.93,88.27,564 [537 - 589],87.59% [86.93% - 88.27%],1359,1241,1480,projected
03-20-2021,86.19,438,412,475,84.94,87.48,438 [412 - 475],86.19% [84.94% - 87.48%],1108,884,1339,projected
03-27-2021,84.95,355,331,394,83.4,86.93,355 [331 - 394],84.95% [83.4% - 86.93%],886,608,1240,projected
04-03-2021,83.93,282,255,318,82.41,86.29,282 [255 - 318],83.93% [82.41% - 86.29%],703,431,1126,projected
04-10-2021,83.15,194,172,229,81.58,85.49,194 [172 - 229],83.15% [81.58% - 85.49%],564,283,982,projected
04-17-2021,82.29,131,117,163,80.98,84.56,131 [117 - 163],82.29% [80.98% - 84.56%],410,175,816,projected
