date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
12-06-2020,32,32,33
12-07-2020,36,34,36
12-08-2020,35,35,36
12-09-2020,35,34,36
12-10-2020,32,31,33
12-11-2020,30,29,30
12-12-2020,29,28,30
12-13-2020,28,27,29
12-14-2020,27,26,28
12-15-2020,28,27,28
12-16-2020,28,28,30
12-17-2020,28,28,30
12-18-2020,29,28,30
12-19-2020,30,28,31
12-20-2020,31,27,32
12-21-2020,31,27,32
12-22-2020,32,27,34
12-23-2020,32,28,35
12-24-2020,32,29,36
12-25-2020,32,29,41
12-26-2020,33,30,42
12-27-2020,35,30,45
12-28-2020,36,30,46
12-29-2020,38,30,48
12-30-2020,39,30,49
12-31-2020,41,30,52
01-01-2021,41,31,53
01-02-2021,44,34,56
01-03-2021,44,34,59
01-04-2021,45,34,62
01-05-2021,46,35,64
01-06-2021,47,35,65
01-07-2021,49,36,68
01-08-2021,49,36,71
01-09-2021,50,36,73
01-10-2021,51,36,79
01-11-2021,54,36,82
01-12-2021,55,37,85
01-13-2021,56,37,87
01-14-2021,58,37,89
01-15-2021,59,37,94
01-16-2021,60,37,96
01-17-2021,63,38,101
01-18-2021,64,38,105
01-19-2021,65,39,108
01-20-2021,67,39,112
01-21-2021,68,39,116
01-22-2021,70,39,119
01-23-2021,70,39,124
01-24-2021,72,40,127
01-25-2021,73,40,131
01-26-2021,75,40,135
01-27-2021,75,40,139
01-28-2021,77,39,145
01-29-2021,78,39,149
01-30-2021,80,39,153
01-31-2021,83,40,157
02-01-2021,83,41,160
02-02-2021,84,41,166
02-03-2021,85,41,168
02-04-2021,85,41,172
02-05-2021,86,41,176
02-06-2021,87,42,180
