date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-22-2020,30,28,30
11-23-2020,28,28,30
11-24-2020,25,25,25
11-25-2020,27,25,27
11-26-2020,27,27,28
11-27-2020,27,25,27
11-28-2020,25,25,26
11-29-2020,22,22,23
11-30-2020,23,22,23
12-01-2020,23,23,24
12-02-2020,25,25,26
12-03-2020,27,25,27
12-04-2020,28,28,28
12-05-2020,28,27,28
12-06-2020,28,27,28
12-07-2020,28,27,28
12-08-2020,28,28,30
12-09-2020,28,28,30
12-10-2020,28,27,31
12-11-2020,30,27,35
12-12-2020,31,26,35
12-13-2020,31,26,36
12-14-2020,31,26,37
12-15-2020,33,26,39
12-16-2020,33,27,40
12-17-2020,33,27,41
12-18-2020,34,27,43
12-19-2020,35,28,44
12-20-2020,37,28,44
12-21-2020,37,28,47
12-22-2020,37,28,49
12-23-2020,38,28,52
12-24-2020,40,29,52
12-25-2020,40,29,55
12-26-2020,40,29,56
12-27-2020,41,29,59
12-28-2020,41,29,60
12-29-2020,43,30,62
12-30-2020,43,30,64
12-31-2020,44,30,66
01-01-2021,44,30,69
01-02-2021,46,30,71
01-03-2021,48,30,73
01-04-2021,49,30,76
01-05-2021,49,30,78
01-06-2021,50,30,81
01-07-2021,51,30,85
01-08-2021,51,31,87
01-09-2021,52,31,89
01-10-2021,52,31,92
01-11-2021,53,30,96
01-12-2021,55,30,98
01-13-2021,55,31,99
01-14-2021,56,31,101
01-15-2021,56,30,105
01-16-2021,57,30,109
01-17-2021,57,30,111
01-18-2021,58,30,112
01-19-2021,59,30,115
01-20-2021,59,30,118
01-21-2021,59,30,121
01-22-2021,60,30,124
01-23-2021,60,30,127
