date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,85.26,,,,,,,,941,,,actual
04-17-2021,80.66,819,776,907,80.48,81.02,819 [776 - 907],80.66% [80.48% - 81.02%],119,86,183,projected
04-24-2021,80.67,819,773,929,80.44,81.17,819 [773 - 929],80.67% [80.44% - 81.17%],120,78,209,projected
05-01-2021,80.64,792,739,924,80.37,81.27,792 [739 - 924],80.64% [80.37% - 81.27%],115,67,227,projected
05-08-2021,80.63,767,709,918,80.34,81.39,767 [709 - 918],80.63% [80.34% - 81.39%],113,60,248,projected
05-15-2021,80.59,712,653,883,80.28,81.44,712 [653 - 883],80.59% [80.28% - 81.44%],105,51,258,projected
05-22-2021,80.54,653,592,824,80.22,81.49,653 [592 - 824],80.54% [80.22% - 81.49%],97,39,266,projected
05-29-2021,80.5,605,542,773,80.17,81.41,605 [542 - 773],80.5% [80.17% - 81.41%],89,31,253,projected
