date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,86.15,2526,2473,2589,85.37,87.07,2526 [2473 - 2589],86.15% [85.37% - 87.07%],1101,962,1265,projected
02-06-2021,86.63,2703,2594,2836,84.97,88.71,2703 [2594 - 2836],86.63% [84.97% - 88.71%],1186,889,1559,projected
02-13-2021,87.28,2971,2813,3189,84.78,90.72,2971 [2813 - 3189],87.28% [84.78% - 90.72%],1303,856,1919,projected
02-20-2021,87.77,3191,2993,3523,84.53,93.06,3191 [2993 - 3523],87.77% [84.53% - 93.06%],1391,810,2338,projected
02-27-2021,88.06,3332,3094,3785,84.18,95.38,3332 [3094 - 3785],88.06% [84.18% - 95.38%],1442,749,2752,projected
03-06-2021,88.11,3377,3115,3929,83.93,96.47,3377 [3115 - 3929],88.11% [83.93% - 96.47%],1451,704,2948,projected
03-13-2021,88.01,3285,3008,3894,83.68,97.26,3285 [3008 - 3894],88.01% [83.68% - 97.26%],1434,659,3089,projected
