date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,22,18,25
10-05-2020,22,18,23
10-06-2020,21,18,22
10-07-2020,28,25,28
10-08-2020,27,25,28
10-09-2020,28,26,30
10-10-2020,28,26,29
10-11-2020,29,29,30
10-12-2020,32,30,32
10-13-2020,34,32,35
10-14-2020,31,30,34
10-15-2020,32,31,34
10-16-2020,32,29,33
10-17-2020,32,29,34
10-18-2020,32,30,34
10-19-2020,33,30,34
10-20-2020,33,30,34
10-21-2020,33,30,36
10-22-2020,34,30,37
10-23-2020,34,29,39
10-24-2020,34,29,39
10-25-2020,34,29,42
10-26-2020,35,29,45
10-27-2020,36,29,45
10-28-2020,37,29,48
10-29-2020,37,29,49
10-30-2020,37,28,52
10-31-2020,37,28,52
11-01-2020,37,28,54
11-02-2020,38,28,55
11-03-2020,39,28,59
11-04-2020,40,28,60
11-05-2020,41,28,62
11-06-2020,41,28,63
11-07-2020,42,28,67
11-08-2020,43,28,69
11-09-2020,44,28,70
11-10-2020,45,27,73
11-11-2020,44,27,77
11-12-2020,44,27,79
11-13-2020,44,27,81
11-14-2020,44,27,83
11-15-2020,44,27,86
11-16-2020,46,27,88
11-17-2020,47,27,91
11-18-2020,47,27,94
11-19-2020,47,27,96
11-20-2020,47,27,98
11-21-2020,48,27,101
11-22-2020,48,27,105
11-23-2020,49,26,108
11-24-2020,50,26,111
11-25-2020,50,26,115
11-26-2020,50,26,117
11-27-2020,52,27,122
11-28-2020,53,27,126
11-29-2020,51,25,125
11-30-2020,53,25,127
12-01-2020,51,24,125
12-02-2020,53,24,130
12-03-2020,49,23,128
12-04-2020,50,23,132
12-05-2020,48,22,129
