region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.71,128,114,158,81.14,85.64,128 [114 - 158],82.71% [81.14% - 85.64%],229,96,476,04-28-2021,projected
2,AL- DOTHAN,83.84,35,30,41,81.05,88.13,35 [30 - 41],83.84% [81.05% - 88.13%],51,14,108,04-28-2021,projected
5,AL- HUNTSVILLE,85.27,64,59,76,82.5,90.74,64 [59 - 76],85.27% [82.5% - 90.74%],99,47,202,04-28-2021,projected
6,AL- MOBILE,101.21,357,323,408,89.28,118.89,357 [323 - 408],101.21% [89.28% - 118.89%],606,265,1111,04-28-2021,projected
7,AL- MONTGOMERY,83.88,42,39,51,81.94,88.99,42 [39 - 51],83.88% [81.94% - 88.99%],60,30,139,04-28-2021,projected
9,AL- TUSCALOOSA,81.3,7,6,10,81.0,83.81,7 [6 - 10],81.3% [81.0% - 83.81%],13,10,38,04-28-2021,projected
11,AZ- MESA,91.87,140,128,167,85.86,105.86,140 [128 - 167],91.87% [85.86% - 105.86%],235,116,512,04-28-2021,projected
12,AZ- PHOENIX,86.69,304,279,368,83.3,95.1,304 [279 - 368],86.69% [83.3% - 95.1%],507,250,1144,04-28-2021,projected
14,AZ- SUN CITY,85.31,26,24,31,82.59,91.23,26 [24 - 31],85.31% [82.59% - 91.23%],43,21,91,04-28-2021,projected
15,AZ- TUCSON,83.49,51,47,61,81.58,87.53,51 [47 - 61],83.49% [81.58% - 87.53%],88,40,190,04-28-2021,projected
16,AR- FORT SMITH,89.29,82,73,109,82.65,110.21,82 [73 - 109],89.29% [82.65% - 110.21%],119,34,387,04-28-2021,projected
18,AR- JONESBORO,81.88,14,12,19,80.77,87.19,14 [12 - 19],81.88% [80.77% - 87.19%],17,7,65,04-28-2021,projected
19,AR- LITTLE ROCK,81.92,71,62,93,80.85,86.01,71 [62 - 93],81.92% [80.85% - 86.01%],111,49,347,04-28-2021,projected
21,AR- SPRINGDALE,85.2,31,28,37,81.89,90.6,31 [28 - 37],85.2% [81.89% - 90.6%],55,20,112,04-28-2021,projected
22,AR- TEXARKANA,81.84,9,7,15,80.0,86.63,9 [7 - 15],81.84% [80.0% - 86.63%],18,0,65,04-28-2021,projected
23,CA- ORANGE CO.,80.22,7,6,9,80.13,80.48,7 [6 - 9],80.22% [80.13% - 80.48%],17,10,37,04-28-2021,projected
25,CA- BAKERSFIELD,80.06,0,0,1,80.0,80.33,0 [0 - 1],80.06% [80.0% - 80.33%],2,0,12,04-28-2021,projected
31,CA- CHICO,81.56,7,6,8,80.94,84.22,7 [6 - 8],81.56% [80.94% - 84.22%],10,6,27,04-28-2021,projected
33,CA- CONTRA COSTA CO.,81.35,13,12,15,80.45,82.5,13 [12 - 15],81.35% [80.45% - 82.5%],27,9,50,04-28-2021,projected
43,CA- FRESNO,80.26,0,0,1,80.0,80.57,0 [0 - 1],80.26% [80.0% - 80.57%],6,0,13,04-28-2021,projected
56,CA- LOS ANGELES,80.14,11,9,16,80.04,80.37,11 [9 - 16],80.14% [80.04% - 80.37%],34,9,93,04-28-2021,projected
58,CA- MODESTO,80.29,0,0,3,80.0,82.27,0 [0 - 3],80.29% [80.0% - 82.27%],5,0,39,04-28-2021,projected
62,CA- NAPA,81.03,0,0,1,80.17,82.23,0 [0 - 1],81.03% [80.17% - 82.23%],6,1,13,04-28-2021,projected
65,CA- ALAMEDA CO.,81.39,22,19,26,80.56,82.55,22 [19 - 26],81.39% [80.56% - 82.55%],47,19,86,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.09,0,0,0,80.0,80.19,0 [0 - 0],80.09% [80.0% - 80.19%],1,0,2,04-28-2021,projected
73,CA- REDDING,86.56,41,37,48,82.96,92.94,41 [37 - 48],86.56% [82.96% - 92.94%],71,32,140,04-28-2021,projected
77,CA- SACRAMENTO,81.15,22,19,28,80.5,82.32,22 [19 - 28],81.15% [80.5% - 82.32%],55,24,111,04-28-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.88,0 [0 - 0],80.0% [80.0% - 80.88%],0,0,7,04-28-2021,projected
79,CA- SAN BERNARDINO,80.19,0,0,2,80.0,80.47,0 [0 - 2],80.19% [80.0% - 80.47%],11,0,27,04-28-2021,projected
80,CA- SAN DIEGO,80.54,15,13,18,80.2,81.08,15 [13 - 18],80.54% [80.2% - 81.08%],38,14,76,04-28-2021,projected
81,CA- SAN FRANCISCO,80.53,14,12,18,80.26,81.22,14 [12 - 18],80.53% [80.26% - 81.22%],27,13,62,04-28-2021,projected
82,CA- SAN JOSE,80.96,14,12,17,80.4,81.85,14 [12 - 17],80.96% [80.4% - 81.85%],29,12,56,04-28-2021,projected
83,CA- SAN LUIS OBISPO,81.97,1,0,2,80.0,82.19,1 [0 - 2],81.97% [80.0% - 82.19%],9,0,10,04-28-2021,projected
85,CA- SAN MATEO CO.,80.7,7,6,9,80.41,81.41,7 [6 - 9],80.7% [80.41% - 81.41%],19,11,38,04-28-2021,projected
86,CA- SANTA BARBARA,80.1,0,0,0,80.0,80.1,0 [0 - 0],80.1% [80.0% - 80.1%],1,0,1,04-28-2021,projected
87,CA- SANTA CRUZ,85.85,9,8,11,82.79,91.14,9 [8 - 11],85.85% [82.79% - 91.14%],21,10,40,04-28-2021,projected
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.48,0 [0 - 0],80.0% [80.0% - 80.48%],0,0,9,04-28-2021,projected
91,CA- STOCKTON,81.22,7,6,8,80.56,82.35,7 [6 - 8],81.22% [80.56% - 82.35%],13,6,25,04-28-2021,projected
96,CA- VENTURA,80.32,0,0,1,80.0,80.7,0 [0 - 1],80.32% [80.0% - 80.7%],5,0,11,04-28-2021,projected
101,CO- BOULDER,86.11,15,13,17,82.95,90.11,15 [13 - 17],86.11% [82.95% - 90.11%],29,14,48,04-28-2021,projected
102,CO- COLORADO SPRINGS,93.14,65,57,75,85.51,102.32,65 [57 - 75],93.14% [85.51% - 102.32%],136,57,231,04-28-2021,projected
103,CO- DENVER,86.22,149,135,172,82.87,91.07,149 [135 - 172],86.22% [82.87% - 91.07%],297,137,529,04-28-2021,projected
104,CO- FORT COLLINS,89.08,33,29,37,83.6,95.49,33 [29 - 37],89.08% [83.6% - 95.49%],58,23,99,04-28-2021,projected
105,CO- GRAND JUNCTION,84.29,20,18,23,81.77,88.08,20 [18 - 23],84.29% [81.77% - 88.08%],34,14,64,04-28-2021,projected
106,CO- GREELEY,84.89,19,17,22,82.19,88.75,19 [17 - 22],84.89% [82.19% - 88.75%],38,17,68,04-28-2021,projected
107,CO- PUEBLO,84.76,19,17,23,82.26,89.52,19 [17 - 23],84.76% [82.26% - 89.52%],38,18,76,04-28-2021,projected
109,CT- BRIDGEPORT,81.12,7,7,8,80.47,81.89,7 [7 - 8],81.12% [80.47% - 81.89%],19,8,32,04-28-2021,projected
110,CT- HARTFORD,81.6,11,9,16,80.4,82.3,11 [9 - 16],81.6% [80.4% - 82.3%],52,13,75,04-28-2021,projected
111,CT- NEW HAVEN,81.27,19,17,22,80.52,82.05,19 [17 - 22],81.27% [80.52% - 82.05%],49,20,79,04-28-2021,projected
112,DE- WILMINGTON,84.78,45,40,53,82.31,88.92,45 [40 - 53],84.78% [82.31% - 88.92%],89,43,166,04-28-2021,projected
113,DC- WASHINGTON,83.46,88,79,102,81.6,85.88,88 [79 - 102],83.46% [81.6% - 85.88%],190,88,323,04-28-2021,projected
115,FL- BRADENTON,86.21,23,20,26,83.1,90.3,23 [20 - 26],86.21% [83.1% - 90.3%],44,22,73,04-28-2021,projected
116,FL- CLEARWATER,82.08,18,16,20,81.04,83.54,18 [16 - 20],82.08% [81.04% - 83.54%],34,17,58,04-28-2021,projected
118,FL- FORT LAUDERDALE,83.29,145,131,163,81.61,85.7,145 [131 - 163],83.29% [81.61% - 85.7%],286,140,496,04-28-2021,projected
119,FL- FORT MYERS,84.03,79,72,90,82.09,86.98,79 [72 - 90],84.03% [82.09% - 86.98%],154,80,267,04-28-2021,projected
120,FL- GAINESVILLE,82.12,21,19,24,80.6,83.75,21 [19 - 24],82.12% [80.6% - 83.75%],39,11,69,04-28-2021,projected
122,FL- HUDSON,85.91,39,35,44,83.04,89.9,39 [35 - 44],85.91% [83.04% - 89.9%],74,38,124,04-28-2021,projected
123,FL- JACKSONVILLE,83.62,89,81,109,81.53,87.96,89 [81 - 109],83.62% [81.53% - 87.96%],178,75,391,04-28-2021,projected
124,FL- LAKELAND,86.74,37,34,42,83.18,91.42,37 [34 - 42],86.74% [83.18% - 91.42%],72,34,122,04-28-2021,projected
127,FL- MIAMI,81.98,92,80,116,80.59,84.59,92 [80 - 116],81.98% [80.59% - 84.59%],214,64,495,04-28-2021,projected
129,FL- OCALA,85.26,39,35,44,82.7,89.28,39 [35 - 44],85.26% [82.7% - 89.28%],72,37,127,04-28-2021,projected
130,FL- ORLANDO,84.81,256,234,290,82.34,88.17,256 [234 - 290],84.81% [82.34% - 88.17%],498,242,846,04-28-2021,projected
131,FL- ORMOND BEACH,82.66,25,22,27,81.27,84.11,25 [22 - 27],82.66% [81.27% - 84.11%],44,21,68,04-28-2021,projected
133,FL- PANAMA CITY,80.0,0,0,1,80.0,81.96,0 [0 - 1],80.0% [80.0% - 81.96%],0,0,13,04-28-2021,projected
134,FL- PENSACOLA,82.64,41,37,47,80.98,85.32,41 [37 - 47],82.64% [80.98% - 85.32%],62,23,125,04-28-2021,projected
137,FL- SARASOTA,83.04,21,19,25,81.45,85.19,21 [19 - 25],83.04% [81.45% - 85.19%],44,21,75,04-28-2021,projected
139,FL- ST PETERSBURG,81.75,14,13,16,80.88,82.94,14 [13 - 16],81.75% [80.88% - 82.94%],28,14,47,04-28-2021,projected
140,FL- TALLAHASSEE,81.85,23,21,36,80.96,86.79,23 [21 - 36],81.85% [80.96% - 86.79%],50,26,183,04-28-2021,projected
141,FL- TAMPA,85.96,133,121,150,82.93,90.05,133 [121 - 150],85.96% [82.93% - 90.05%],254,125,428,04-28-2021,projected
142,GA- ALBANY,88.75,58,52,66,83.67,96.46,58 [52 - 66],88.75% [83.67% - 96.46%],93,39,175,04-28-2021,projected
144,GA- ATLANTA,89.69,677,615,793,84.74,100.44,677 [615 - 793],89.69% [84.74% - 100.44%],1161,568,2448,04-28-2021,projected
145,GA- AUGUSTA,83.22,42,38,52,81.79,87.21,42 [38 - 52],83.22% [81.79% - 87.21%],79,44,177,04-28-2021,projected
146,GA- COLUMBUS,84.61,31,27,40,81.59,90.96,31 [27 - 40],84.61% [81.59% - 90.96%],58,20,138,04-28-2021,projected
147,GA- MACON,87.87,120,106,146,81.79,99.41,120 [106 - 146],87.87% [81.79% - 99.41%],176,40,434,04-28-2021,projected
148,GA- ROME,80.27,0,0,0,80.27,81.09,0 [0 - 0],80.27% [80.27% - 81.09%],2,2,8,04-28-2021,projected
149,GA- SAVANNAH,85.59,41,35,62,81.51,94.72,41 [35 - 62],85.59% [81.51% - 94.72%],115,31,303,04-28-2021,projected
151,ID- BOISE,81.69,17,15,20,80.39,83.13,17 [15 - 20],81.69% [80.39% - 83.13%],35,8,65,04-28-2021,projected
152,ID- IDAHO FALLS,80.0,0,0,0,80.0,80.43,0 [0 - 0],80.0% [80.0% - 80.43%],0,0,2,04-28-2021,projected
154,IL- AURORA,92.71,36,33,43,86.64,109.79,36 [33 - 43],92.71% [86.64% - 109.79%],67,35,157,04-28-2021,projected
155,IL- BLUE ISLAND,82.84,38,34,52,81.3,89.46,38 [34 - 52],82.84% [81.3% - 89.46%],72,33,240,04-28-2021,projected
156,IL- CHICAGO,82.76,123,111,171,81.26,89.45,123 [111 - 171],82.76% [81.26% - 89.45%],236,108,809,04-28-2021,projected
158,IL- ELGIN,91.33,65,59,80,85.62,108.18,65 [59 - 80],91.33% [85.62% - 108.18%],123,61,306,04-28-2021,projected
161,IL- EVANSTON,84.01,52,47,70,81.86,92.87,52 [47 - 70],84.01% [81.86% - 92.87%],97,45,311,04-28-2021,projected
163,IL- HINSDALE,86.0,37,34,43,83.09,92.73,37 [34 - 43],86.0% [83.09% - 92.73%],66,34,140,04-28-2021,projected
164,IL- JOLIET,85.88,38,34,46,82.94,93.2,38 [34 - 46],85.88% [82.94% - 93.2%],78,39,175,04-28-2021,projected
166,IL- MELROSE PARK,84.91,81,74,105,82.36,93.96,81 [74 - 105],84.91% [82.36% - 93.96%],152,73,432,04-28-2021,projected
170,IL- PEORIA,84.03,31,27,40,81.72,88.98,31 [27 - 40],84.03% [81.72% - 88.98%],75,32,167,04-28-2021,projected
171,IL- ROCKFORD,85.29,39,34,49,81.89,95.35,39 [34 - 49],85.29% [81.89% - 95.35%],81,29,235,04-28-2021,projected
172,IL- SPRINGFIELD,84.36,52,46,69,81.93,91.39,52 [46 - 69],84.36% [81.93% - 91.39%],111,49,290,04-28-2021,projected
173,IL- URBANA,84.91,29,25,34,81.83,89.82,29 [25 - 34],84.91% [81.83% - 89.82%],51,19,102,04-28-2021,projected
175,IL- BLOOMINGTON,86.37,7,6,11,82.62,103.22,7 [6 - 11],86.37% [82.62% - 103.22%],17,7,62,04-28-2021,projected
179,IN- EVANSVILLE,81.71,21,18,30,80.2,86.26,21 [18 - 30],81.71% [80.2% - 86.26%],35,4,128,04-28-2021,projected
180,IN- FORT WAYNE,85.42,68,62,79,82.44,90.08,68 [62 - 79],85.42% [82.44% - 90.08%],120,54,223,04-28-2021,projected
181,IN- GARY,84.78,35,32,43,81.99,89.96,35 [32 - 43],84.78% [81.99% - 89.96%],72,30,150,04-28-2021,projected
183,IN- INDIANAPOLIS,82.31,73,66,88,80.87,84.71,73 [66 - 88],82.31% [80.87% - 84.71%],148,56,302,04-28-2021,projected
184,IN- LAFAYETTE,81.35,7,6,8,80.4,82.83,7 [6 - 8],81.35% [80.4% - 82.83%],10,3,21,04-28-2021,projected
185,IN- MUNCIE,81.43,0,0,2,80.0,84.06,0 [0 - 2],81.43% [80.0% - 84.06%],6,0,17,04-28-2021,projected
186,IN- MUNSTER,83.64,22,19,27,81.65,87.71,22 [19 - 27],83.64% [81.65% - 87.71%],42,19,89,04-28-2021,projected
187,IN- SOUTH BEND,85.82,44,40,53,81.77,91.71,44 [40 - 53],85.82% [81.77% - 91.71%],89,27,179,04-28-2021,projected
188,IN- TERRE HAUTE,82.41,7,6,9,80.0,84.27,7 [6 - 9],82.41% [80.0% - 84.27%],13,0,23,04-28-2021,projected
190,IA- CEDAR RAPIDS,82.6,15,13,22,81.25,88.42,15 [13 - 22],82.6% [81.25% - 88.42%],29,14,94,04-28-2021,projected
191,IA- DAVENPORT,82.52,34,30,48,81.44,90.21,34 [30 - 48],82.52% [81.44% - 90.21%],56,32,227,04-28-2021,projected
192,IA- DES MOINES,82.79,48,42,67,81.21,89.08,48 [42 - 67],82.79% [81.21% - 89.08%],92,40,299,04-28-2021,projected
193,IA- DUBUQUE,80.0,0,0,3,80.0,86.97,0 [0 - 3],80.0% [80.0% - 86.97%],0,0,38,04-28-2021,projected
194,IA- IOWA CITY,81.39,14,12,25,80.46,87.36,14 [12 - 25],81.39% [80.46% - 87.36%],27,9,143,04-28-2021,projected
