date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,98.38,1724,1688,1785,97.28,99.81,1724 [1688 - 1785],98.38% [97.28% - 99.81%],3289,3093,3545,projected
01-16-2021,100.78,1991,1903,2096,97.43,105.28,1991 [1903 - 2096],100.78% [97.43% - 105.28%],3719,3120,4525,projected
01-23-2021,104.44,2386,2270,2555,98.21,113.1,2386 [2270 - 2555],104.44% [98.21% - 113.1%],4375,3259,5924,projected
01-30-2021,108.46,2709,2555,2965,99.32,122.26,2709 [2555 - 2965],108.46% [99.32% - 122.26%],5094,3457,7563,projected
02-06-2021,111.84,2987,2793,3344,99.45,132.56,2987 [2793 - 3344],111.84% [99.45% - 132.56%],5699,3482,9407,projected
02-13-2021,114.31,3153,2936,3603,99.2,142.52,3153 [2936 - 3603],114.31% [99.2% - 142.52%],6141,3436,11189,projected
02-20-2021,115.61,3222,2978,3751,98.34,150.93,3222 [2978 - 3751],115.61% [98.34% - 150.93%],6374,3283,12695,projected
