date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,93.62,1724,1688,1785,92.63,94.93,1724 [1688 - 1785],93.62% [92.63% - 94.93%],2438,2261,2673,projected
01-16-2021,95.36,1991,1903,2096,92.37,99.38,1991 [1903 - 2096],95.36% [92.37% - 99.38%],2750,2214,3469,projected
01-23-2021,98.34,2386,2270,2555,93.3,105.29,2386 [2270 - 2555],98.34% [93.3% - 105.29%],3283,2380,4527,projected
01-30-2021,101.07,2709,2555,2965,93.85,112.2,2709 [2555 - 2965],101.07% [93.85% - 112.2%],3772,2478,5764,projected
02-06-2021,103.4,2987,2793,3344,93.92,119.66,2987 [2793 - 3344],103.4% [93.92% - 119.66%],4188,2492,7099,projected
02-13-2021,104.95,3153,2936,3603,93.63,126.64,3153 [2936 - 3603],104.95% [93.63% - 126.64%],4466,2439,8347,projected
02-20-2021,105.62,3222,2978,3751,92.87,132.24,3222 [2978 - 3751],105.62% [92.87% - 132.24%],4585,2304,9350,projected
