date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,105.59,2501,2449,2566,104.58,106.71,2501 [2449 - 2566],105.59% [104.58% - 106.71%],4580,4399,4780,projected
02-06-2021,106.42,2577,2482,2703,102.24,111.72,2577 [2482 - 2703],106.42% [102.24% - 111.72%],4729,3981,5678,projected
02-13-2021,107.24,2666,2531,2851,100.06,116.9,2666 [2531 - 2851],107.24% [100.06% - 116.9%],4876,3590,6605,projected
02-20-2021,107.62,2652,2489,2902,98.1,121.18,2652 [2489 - 2902],107.62% [98.1% - 121.18%],4943,3239,7371,projected
02-27-2021,107.52,2435,2269,2722,97.34,122.38,2435 [2269 - 2722],107.52% [97.34% - 122.38%],4926,3104,7586,projected
03-06-2021,105.92,2089,1922,2385,94.4,124.67,2089 [1922 - 2385],105.92% [94.4% - 124.67%],4640,2578,7995,projected
03-13-2021,102.71,1674,1523,1965,91.15,123.31,1674 [1523 - 1965],102.71% [91.15% - 123.31%],4064,1996,7751,projected
