date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,99.86,2526,2473,2589,98.23,101.7,2526 [2473 - 2589],99.86% [98.23% - 101.7%],3554,3263,3883,projected
02-06-2021,101.23,2703,2594,2836,97.25,106.25,2703 [2594 - 2836],101.23% [97.25% - 106.25%],3800,3088,4698,projected
02-13-2021,103.21,2971,2813,3189,96.25,112.31,2971 [2813 - 3189],103.21% [96.25% - 112.31%],4154,2909,5783,projected
02-20-2021,105.1,3191,2993,3523,95.5,119.62,3191 [2993 - 3523],105.1% [95.5% - 119.62%],4493,2774,7092,projected
02-27-2021,106.4,3332,3094,3785,94.53,127.44,3332 [3094 - 3785],106.4% [94.53% - 127.44%],4725,2601,8490,projected
03-06-2021,106.92,3377,3115,3929,93.22,134.26,3377 [3115 - 3929],106.92% [93.22% - 134.26%],4819,2367,9711,projected
03-13-2021,106.91,3285,3008,3894,93.01,135.02,3285 [3008 - 3894],106.91% [93.01% - 135.02%],4817,2328,9848,projected
