date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,120,1,407
07-20-2020,123,1,412
07-21-2020,127,1,421
07-22-2020,130,1,429
07-23-2020,132,1,439
07-24-2020,137,1,445
07-25-2020,140,1,453
07-26-2020,144,1,461
07-27-2020,150,1,474
07-28-2020,155,1,481
07-29-2020,159,1,488
07-30-2020,162,2,499
07-31-2020,166,2,507
08-01-2020,169,2,511
08-02-2020,179,2,525
08-03-2020,181,2,531
08-04-2020,186,2,538
08-05-2020,190,2,545
08-06-2020,195,2,551
08-07-2020,201,3,560
08-08-2020,207,3,565
08-09-2020,211,3,570
08-10-2020,214,3,575
08-11-2020,219,3,575
08-12-2020,224,3,581
08-13-2020,229,3,583
08-14-2020,235,3,586
08-15-2020,239,3,589
08-16-2020,243,3,589
08-17-2020,248,3,590
08-18-2020,254,3,593
08-19-2020,260,3,593
08-20-2020,263,3,593
08-21-2020,269,3,591
08-22-2020,272,3,591
08-23-2020,278,3,590
08-24-2020,283,3,587
08-25-2020,287,4,587
08-26-2020,294,4,587
08-27-2020,297,4,583
08-28-2020,302,4,581
08-29-2020,308,4,580
08-30-2020,311,4,578
08-31-2020,317,4,575
09-01-2020,319,4,572
09-02-2020,320,4,566
09-03-2020,324,4,566
09-04-2020,327,4,563
09-05-2020,330,4,560
