date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,383,22,844
06-15-2020,390,22,853
06-16-2020,398,22,861
06-17-2020,406,22,874
06-18-2020,412,22,882
06-19-2020,418,22,886
06-20-2020,426,22,894
06-21-2020,433,22,898
06-22-2020,439,22,903
06-23-2020,445,21,905
06-24-2020,451,21,909
06-25-2020,456,21,911
06-26-2020,463,21,912
06-27-2020,467,21,913
06-28-2020,473,21,913
06-29-2020,477,21,912
06-30-2020,482,20,906
07-01-2020,488,20,906
07-02-2020,491,20,905
07-03-2020,496,20,900
07-04-2020,502,20,893
07-05-2020,507,20,888
07-06-2020,512,20,881
07-07-2020,513,20,870
07-08-2020,514,19,863
07-09-2020,517,18,853
07-10-2020,520,18,845
07-11-2020,522,18,838
07-12-2020,523,18,828
07-13-2020,525,17,824
07-14-2020,528,17,816
07-15-2020,527,17,809
07-16-2020,529,17,800
07-17-2020,528,17,790
07-18-2020,529,17,782
07-19-2020,527,17,773
07-20-2020,525,17,765
07-21-2020,523,17,752
07-22-2020,520,17,742
07-23-2020,517,17,731
07-24-2020,512,17,724
07-25-2020,505,16,711
07-26-2020,500,16,704
07-27-2020,500,16,693
07-28-2020,498,16,689
07-29-2020,493,16,677
07-30-2020,490,16,671
07-31-2020,487,16,666
08-01-2020,485,16,658
08-02-2020,479,16,651
08-03-2020,474,16,643
08-04-2020,469,16,637
08-05-2020,462,16,631
08-06-2020,457,16,625
08-07-2020,452,16,615
08-08-2020,446,16,609
