date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,3460,3311,3651
10-05-2020,3480,3318,3657
10-06-2020,3571,3410,3745
10-07-2020,3701,3634,3862
10-08-2020,3761,3707,3918
10-09-2020,3823,3762,3985
10-10-2020,3924,3871,4089
10-11-2020,3965,3824,4132
10-12-2020,4107,3965,4253
10-13-2020,4216,4076,4383
10-14-2020,4320,4178,4481
10-15-2020,4464,4316,4637
10-16-2020,4498,4357,4654
10-17-2020,4550,4387,4766
10-18-2020,4649,4460,4886
10-19-2020,4747,4517,5053
10-20-2020,4852,4568,5226
10-21-2020,4933,4599,5422
10-22-2020,5046,4624,5634
10-23-2020,5129,4634,5853
10-24-2020,5237,4657,6067
10-25-2020,5319,4653,6326
10-26-2020,5419,4647,6579
10-27-2020,5520,4636,6880
10-28-2020,5584,4595,7150
10-29-2020,5683,4556,7449
10-30-2020,5777,4513,7709
10-31-2020,5850,4456,8048
11-01-2020,5922,4390,8376
11-02-2020,6059,4393,8734
11-03-2020,6178,4405,9079
11-04-2020,6283,4394,9462
11-05-2020,6404,4383,9847
11-06-2020,6497,4386,10233
11-07-2020,6604,4379,10646
11-08-2020,6730,4368,11063
11-09-2020,6861,4352,11519
11-10-2020,6972,4321,11974
11-11-2020,7076,4300,12444
11-12-2020,7195,4291,12926
11-13-2020,7303,4284,13416
11-14-2020,7404,4264,13926
11-15-2020,7510,4245,14459
11-16-2020,7615,4230,14978
11-17-2020,7718,4213,15520
11-18-2020,7816,4174,16055
11-19-2020,7909,4147,16588
11-20-2020,7976,4123,17132
11-21-2020,8061,4081,17690
11-22-2020,8150,4052,18225
11-23-2020,8231,4015,18797
11-24-2020,8306,3980,19352
11-25-2020,8357,3935,19886
11-26-2020,8397,3893,20429
11-27-2020,8423,3851,20958
11-28-2020,8482,3812,21484
11-29-2020,8765,3824,22829
11-30-2020,8802,3766,23343
12-01-2020,9081,3810,24682
12-02-2020,9100,3741,25244
12-03-2020,9422,3798,26550
12-04-2020,9443,3752,27163
12-05-2020,9791,3836,28467
