date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
07-19-2020,25,20,38
07-20-2020,25,20,37
07-21-2020,25,19,36
07-22-2020,25,19,36
07-23-2020,24,17,36
07-24-2020,23,17,35
07-25-2020,23,16,34
07-26-2020,22,15,34
07-27-2020,21,14,33
07-28-2020,21,14,32
07-29-2020,20,13,32
07-30-2020,19,13,31
07-31-2020,19,12,30
08-01-2020,19,11,30
08-02-2020,18,11,29
08-03-2020,18,10,28
08-04-2020,17,10,28
08-05-2020,16,9,27
08-06-2020,16,9,27
08-07-2020,15,9,26
08-08-2020,15,8,25
08-09-2020,14,8,25
08-10-2020,13,8,25
08-11-2020,13,7,24
08-12-2020,12,6,23
08-13-2020,12,6,22
08-14-2020,11,6,22
08-15-2020,10,6,21
08-16-2020,10,6,21
08-17-2020,10,5,20
08-18-2020,10,5,20
08-19-2020,9,5,19
08-20-2020,8,5,19
08-21-2020,8,4,19
08-22-2020,8,4,18
08-23-2020,8,4,17
08-24-2020,7,4,17
08-25-2020,7,4,17
08-26-2020,7,4,16
08-27-2020,6,3,16
08-28-2020,6,3,15
08-29-2020,5,3,15
08-30-2020,5,3,14
08-31-2020,5,3,14
09-01-2020,5,3,13
09-02-2020,5,2,13
09-03-2020,5,2,13
09-04-2020,5,2,12
09-05-2020,4,2,12
09-06-2020,4,2,12
09-07-2020,4,2,12
09-08-2020,3,2,11
09-09-2020,3,2,11
09-10-2020,3,2,11
09-11-2020,3,2,11
09-12-2020,3,2,11
