HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,83,1668,1632,1704,76.36,89.64,01-22-2020
2,AL- DOTHAN,80,6,6,6,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,82,246,240,252,75.44,88.56,01-22-2020
6,AL- MOBILE,82,467,457,477,75.44,88.56,01-22-2020
7,AL- MONTGOMERY,82,209,205,213,75.44,88.56,01-22-2020
9,AL- TUSCALOOSA,82,146,143,149,75.44,88.56,01-22-2020
11,AZ- MESA,89,1020,998,1042,81.88,96.12,01-22-2020
12,AZ- PHOENIX,85,2371,2319,2423,78.2,91.8,01-22-2020
14,AZ- SUN CITY,83,171,168,174,76.36,89.64,01-22-2020
15,AZ- TUCSON,83,431,421,441,76.36,89.64,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,9,9,9,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,81,542,530,554,74.52,87.48,01-22-2020
21,AR- SPRINGDALE,80,49,49,49,73.6,86.4,01-22-2020
22,AR- TEXARKANA,80,1,1,1,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,86,2594,2538,2650,79.12,92.88,01-22-2020
25,CA- BAKERSFIELD,82,416,407,425,75.44,88.56,01-22-2020
31,CA- CHICO,83,104,102,106,76.36,89.64,01-22-2020
33,CA- CONTRA COSTA CO.,99,2151,2106,2196,91.08,106.92,01-22-2020
43,CA- FRESNO,83,466,456,476,76.36,89.64,01-22-2020
56,CA- LOS ANGELES,85,7632,7466,7798,78.2,91.8,01-22-2020
58,CA- MODESTO,90,967,946,988,82.8,97.2,01-22-2020
62,CA- NAPA,90,332,325,339,82.8,97.2,01-22-2020
65,CA- ALAMEDA CO.,97,3287,3218,3356,89.24,104.76,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,234,229,239,77.28,90.72,01-22-2020
73,CA- REDDING,84,263,257,269,77.28,90.72,01-22-2020
77,CA- SACRAMENTO,91,3069,3003,3135,83.72,98.28,01-22-2020
78,CA- SALINAS,92,531,520,542,84.64,99.36,01-22-2020
79,CA- SAN BERNARDINO,87,2212,2164,2260,80.04,93.96,01-22-2020
80,CA- SAN DIEGO,88,3313,3241,3385,80.96,95.04,01-22-2020
81,CA- SAN FRANCISCO,90,2893,2832,2954,82.8,97.2,01-22-2020
82,CA- SAN JOSE,102,3816,3736,3896,93.84,110.16,01-22-2020
83,CA- SAN LUIS OBISPO,88,220,216,224,80.96,95.04,01-22-2020
85,CA- SAN MATEO CO.,91,1828,1790,1866,83.72,98.28,01-22-2020
86,CA- SANTA BARBARA,86,316,310,322,79.12,92.88,01-22-2020
87,CA- SANTA CRUZ,104,494,484,504,95.68,112.32,01-22-2020
89,CA- SANTA ROSA,87,804,787,821,80.04,93.96,01-22-2020
91,CA- STOCKTON,94,878,860,896,86.48,101.52,01-22-2020
96,CA- VENTURA,87,652,638,666,80.04,93.96,01-22-2020
101,CO- BOULDER,92,330,323,337,84.64,99.36,01-22-2020
102,CO- COLORADO SPRINGS,90,569,556,582,82.8,97.2,01-22-2020
103,CO- DENVER,92,3184,3114,3254,84.64,99.36,01-22-2020
104,CO- FORT COLLINS,87,260,255,265,80.04,93.96,01-22-2020
105,CO- GRAND JUNCTION,91,527,516,538,83.72,98.28,01-22-2020
106,CO- GREELEY,87,325,318,332,80.04,93.96,01-22-2020
107,CO- PUEBLO,81,60,59,61,74.52,87.48,01-22-2020
110,CT- HARTFORD,90,1914,1873,1955,82.8,97.2,01-22-2020
111,CT- NEW HAVEN,95,3382,3310,3454,87.4,102.6,01-22-2020
112,DE- WILMINGTON,87,705,690,720,80.04,93.96,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,85,219,215,223,78.2,91.8,01-22-2020
116,FL- CLEARWATER,83,310,304,316,76.36,89.64,01-22-2020
118,FL- FORT LAUDERDALE,85,2762,2702,2822,78.2,91.8,01-22-2020
119,FL- FORT MYERS,84,979,958,1000,77.28,90.72,01-22-2020
120,FL- GAINESVILLE,83,293,287,299,76.36,89.64,01-22-2020
122,FL- HUDSON,83,259,254,264,76.36,89.64,01-22-2020
123,FL- JACKSONVILLE,83,834,816,852,76.36,89.64,01-22-2020
124,FL- LAKELAND,84,235,230,240,77.28,90.72,01-22-2020
127,FL- MIAMI,85,3413,3339,3487,78.2,91.8,01-22-2020
129,FL- OCALA,83,276,270,282,76.36,89.64,01-22-2020
130,FL- ORLANDO,83,2145,2098,2192,76.36,89.64,01-22-2020
131,FL- ORMOND BEACH,82,229,224,234,75.44,88.56,01-22-2020
133,FL- PANAMA CITY,80,42,42,42,73.6,86.4,01-22-2020
134,FL- PENSACOLA,82,346,339,353,75.44,88.56,01-22-2020
137,FL- SARASOTA,83,262,256,268,76.36,89.64,01-22-2020
139,FL- ST PETERSBURG,82,250,245,255,75.44,88.56,01-22-2020
140,FL- TALLAHASSEE,82,321,314,328,75.44,88.56,01-22-2020
141,FL- TAMPA,84,931,911,951,77.28,90.72,01-22-2020
142,GA- ALBANY,90,610,597,623,82.8,97.2,01-22-2020
144,GA- ATLANTA,93,9039,8839,9239,85.56,100.44,01-22-2020
145,GA- AUGUSTA,82,272,266,278,75.44,88.56,01-22-2020
146,GA- COLUMBUS,83,247,242,252,76.36,89.64,01-22-2020
147,GA- MACON,82,265,259,271,75.44,88.56,01-22-2020
148,GA- ROME,91,445,435,455,83.72,98.28,01-22-2020
149,GA- SAVANNAH,82,264,258,270,75.44,88.56,01-22-2020
154,IL- AURORA,93,378,370,386,85.56,100.44,01-22-2020
155,IL- BLUE ISLAND,86,927,907,947,79.12,92.88,01-22-2020
156,IL- CHICAGO,86,3102,3036,3168,79.12,92.88,01-22-2020
158,IL- ELGIN,94,900,881,919,86.48,101.52,01-22-2020
161,IL- EVANSTON,89,1235,1209,1261,81.88,96.12,01-22-2020
163,IL- HINSDALE,89,582,570,594,81.88,96.12,01-22-2020
164,IL- JOLIET,90,797,780,814,82.8,97.2,01-22-2020
166,IL- MELROSE PARK,89,1624,1589,1659,81.88,96.12,01-22-2020
170,IL- PEORIA,81,156,153,159,74.52,87.48,01-22-2020
171,IL- ROCKFORD,86,512,501,523,79.12,92.88,01-22-2020
172,IL- SPRINGFIELD,80,80,78,82,73.6,86.4,01-22-2020
173,IL- URBANA,80,47,46,48,73.6,86.4,01-22-2020
175,IL- BLOOMINGTON,85,80,79,81,78.2,91.8,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,73.6,86.4,01-22-2020
181,IN- GARY,80,15,15,15,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,40,40,40,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,0,0,0,73.6,86.4,01-22-2020
186,IN- MUNSTER,81,84,83,85,74.52,87.48,01-22-2020
187,IN- SOUTH BEND,80,19,19,19,73.6,86.4,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,80,94,93,95,73.6,86.4,01-22-2020
192,IA- DES MOINES,81,291,285,297,74.52,87.48,01-22-2020
193,IA- DUBUQUE,82,73,72,74,75.44,88.56,01-22-2020
194,IA- IOWA CITY,82,245,240,250,75.44,88.56,01-22-2020
195,IA- MASON CITY,80,0,0,0,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,80,42,42,42,73.6,86.4,01-22-2020
197,IA- WATERLOO,80,42,42,42,73.6,86.4,01-22-2020
200,KS- TOPEKA,81,129,127,131,74.52,87.48,01-22-2020
201,KS- WICHITA,80,202,198,206,73.6,86.4,01-22-2020
203,KY- COVINGTON,86,417,409,425,79.12,92.88,01-22-2020
204,KY- LEXINGTON,85,1354,1323,1385,78.2,91.8,01-22-2020
205,KY- LOUISVILLE,85,1355,1323,1387,78.2,91.8,01-22-2020
207,KY- OWENSBORO,84,89,87,91,77.28,90.72,01-22-2020
208,KY- PADUCAH,80,0,0,0,73.6,86.4,01-22-2020
209,LA- ALEXANDRIA,80,48,47,49,73.6,86.4,01-22-2020
210,LA- BATON ROUGE,87,1021,998,1044,80.04,93.96,01-22-2020
212,LA- HOUMA,89,338,331,345,81.88,96.12,01-22-2020
213,LA- LAFAYETTE,82,291,285,297,75.44,88.56,01-22-2020
214,LA- LAKE CHARLES,81,51,50,52,74.52,87.48,01-22-2020
216,LA- METAIRIE,101,1250,1224,1276,92.92,109.08,01-22-2020
217,LA- MONROE,80,41,41,41,73.6,86.4,01-22-2020
218,LA- NEW ORLEANS,94,2051,2009,2093,86.48,101.52,01-22-2020
219,LA- SHREVEPORT,81,215,210,220,74.52,87.48,01-22-2020
221,ME- BANGOR,80,39,38,40,73.6,86.4,01-22-2020
222,ME- PORTLAND,84,604,591,617,77.28,90.72,01-22-2020
223,MD- BALTIMORE,90,3717,3634,3800,82.8,97.2,01-22-2020
225,MD- SALISBURY,86,304,297,311,79.12,92.88,01-22-2020
226,MD- TAKOMA PARK,103,1696,1660,1732,94.76,111.24,01-22-2020
227,MA- BOSTON,90,6298,6163,6433,82.8,97.2,01-22-2020
230,MA- SPRINGFIELD,87,667,653,681,80.04,93.96,01-22-2020
231,MA- WORCESTER,90,973,952,994,82.8,97.2,01-22-2020
232,MI- ANN ARBOR,88,1611,1577,1645,80.96,95.04,01-22-2020
233,MI- DEARBORN,87,668,654,682,80.04,93.96,01-22-2020
234,MI- DETROIT,88,2188,2141,2235,80.96,95.04,01-22-2020
235,MI- FLINT,86,450,440,460,79.12,92.88,01-22-2020
238,MI- KALAMAZOO,81,122,119,125,74.52,87.48,01-22-2020
239,MI- LANSING,83,314,308,320,76.36,89.64,01-22-2020
240,MI- MARQUETTE,80,0,0,0,73.6,86.4,01-22-2020
242,MI- MUSKEGON,81,53,53,53,74.52,87.48,01-22-2020
243,MI- PETOSKEY,80,0,0,0,73.6,86.4,01-22-2020
244,MI- PONTIAC,88,573,561,585,80.96,95.04,01-22-2020
245,MI- ROYAL OAK,86,962,942,982,79.12,92.88,01-22-2020
246,MI- SAGINAW,81,171,167,175,74.52,87.48,01-22-2020
248,MI- ST JOSEPH,83,48,47,49,76.36,89.64,01-22-2020
249,MI- TRAVERSE CITY,81,21,21,21,74.52,87.48,01-22-2020
250,MN- DULUTH,80,14,14,14,73.6,86.4,01-22-2020
251,MN- MINNEAPOLIS,82,1245,1217,1273,75.44,88.56,01-22-2020
253,MN- ROCHESTER,81,158,155,161,74.52,87.48,01-22-2020
254,MN- ST CLOUD,82,74,73,75,75.44,88.56,01-22-2020
256,MN- ST PAUL,84,507,496,518,77.28,90.72,01-22-2020
257,MS- GULFPORT,91,485,475,495,83.72,98.28,01-22-2020
258,MS- HATTIESBURG,85,412,404,420,78.2,91.8,01-22-2020
259,MS- JACKSON,85,1138,1110,1166,78.2,91.8,01-22-2020
261,MS- OXFORD,83,72,70,74,76.36,89.64,01-22-2020
262,MS- TUPELO,82,198,193,203,75.44,88.56,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,73.6,86.4,01-22-2020
264,MO- COLUMBIA,80,91,89,93,73.6,86.4,01-22-2020
267,MO- JOPLIN,80,1,1,1,73.6,86.4,01-22-2020
268,MO- KANSAS CITY,83,1662,1627,1697,76.36,89.64,01-22-2020
270,MO- SPRINGFIELD,81,100,98,102,74.52,87.48,01-22-2020
273,MO- ST LOUIS,81,841,822,860,74.52,87.48,01-22-2020
274,MT- BILLINGS,81,190,186,194,74.52,87.48,01-22-2020
275,MT- GREAT FALLS,80,18,18,18,73.6,86.4,01-22-2020
276,MT- MISSOULA,82,122,120,124,75.44,88.56,01-22-2020
277,NE- LINCOLN,85,521,509,533,78.2,91.8,01-22-2020
278,NE- OMAHA,89,2783,2723,2843,81.88,96.12,01-22-2020
279,NV- LAS VEGAS,90,2300,2251,2349,82.8,97.2,01-22-2020
280,NV- RENO,84,539,528,550,77.28,90.72,01-22-2020
281,NH- LEBANON,84,229,224,234,77.28,90.72,01-22-2020
282,NH- MANCHESTER,84,460,450,470,77.28,90.72,01-22-2020
283,NJ- CAMDEN,90,4755,4653,4857,82.8,97.2,01-22-2020
284,NJ- HACKENSACK,103,5017,4914,5120,94.76,111.24,01-22-2020
285,NJ- MORRISTOWN,108,3120,3054,3186,99.36,116.64,01-22-2020
288,NJ- NEW BRUNSWICK,98,2925,2863,2987,90.16,105.84,01-22-2020
289,NJ- NEWARK,97,4900,4798,5002,89.24,104.76,01-22-2020
291,NJ- PATERSON,98,1260,1234,1286,90.16,105.84,01-22-2020
