HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,81,1116,1096,1136,74.52,87.48,01-22-2020
2,AL- DOTHAN,80,0,0,0,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,80,126,124,128,73.6,86.4,01-22-2020
6,AL- MOBILE,81,297,292,302,74.52,87.48,01-22-2020
7,AL- MONTGOMERY,81,105,103,107,74.52,87.48,01-22-2020
9,AL- TUSCALOOSA,81,118,116,120,74.52,87.48,01-22-2020
11,AZ- MESA,85,712,700,724,78.2,91.8,01-22-2020
12,AZ- PHOENIX,83,1643,1615,1671,76.36,89.64,01-22-2020
14,AZ- SUN CITY,82,118,116,120,75.44,88.56,01-22-2020
15,AZ- TUCSON,81,273,269,277,74.52,87.48,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,0,0,0,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,80,374,368,380,73.6,86.4,01-22-2020
21,AR- SPRINGDALE,80,49,49,49,73.6,86.4,01-22-2020
22,AR- TEXARKANA,80,0,0,0,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,83,1824,1793,1855,76.36,89.64,01-22-2020
25,CA- BAKERSFIELD,81,287,282,292,74.52,87.48,01-22-2020
31,CA- CHICO,80,36,36,36,73.6,86.4,01-22-2020
33,CA- CONTRA COSTA CO.,91,1623,1596,1650,83.72,98.28,01-22-2020
43,CA- FRESNO,82,314,309,319,75.44,88.56,01-22-2020
56,CA- LOS ANGELES,83,5415,5321,5509,76.36,89.64,01-22-2020
58,CA- MODESTO,85,701,689,713,78.2,91.8,01-22-2020
62,CA- NAPA,85,238,234,242,78.2,91.8,01-22-2020
65,CA- ALAMEDA CO.,90,2482,2440,2524,82.8,97.2,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,82,159,157,161,75.44,88.56,01-22-2020
73,CA- REDDING,82,168,166,170,75.44,88.56,01-22-2020
77,CA- SACRAMENTO,86,2179,2142,2216,79.12,92.88,01-22-2020
78,CA- SALINAS,86,378,372,384,79.12,92.88,01-22-2020
79,CA- SAN BERNARDINO,83,1528,1502,1554,76.36,89.64,01-22-2020
