HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,81,893,877,909,74.52,87.48,01-22-2020
2,AL- DOTHAN,80,0,0,0,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,80,124,122,126,73.6,86.4,01-22-2020
6,AL- MOBILE,81,224,221,227,74.52,87.48,01-22-2020
7,AL- MONTGOMERY,80,63,62,64,73.6,86.4,01-22-2020
9,AL- TUSCALOOSA,80,56,56,56,73.6,86.4,01-22-2020
11,AZ- MESA,84,628,617,639,77.28,90.72,01-22-2020
12,AZ- PHOENIX,82,1410,1386,1434,75.44,88.56,01-22-2020
14,AZ- SUN CITY,81,104,103,105,74.52,87.48,01-22-2020
15,AZ- TUCSON,81,224,221,227,74.52,87.48,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,0,0,0,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,80,350,344,356,73.6,86.4,01-22-2020
21,AR- SPRINGDALE,80,4,4,4,73.6,86.4,01-22-2020
22,AR- TEXARKANA,80,0,0,0,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,83,1648,1619,1677,76.36,89.64,01-22-2020
25,CA- BAKERSFIELD,80,216,213,219,73.6,86.4,01-22-2020
31,CA- CHICO,80,35,35,35,73.6,86.4,01-22-2020
33,CA- CONTRA COSTA CO.,91,1613,1586,1640,83.72,98.28,01-22-2020
43,CA- FRESNO,81,279,274,284,74.52,87.48,01-22-2020
56,CA- LOS ANGELES,82,4972,4885,5059,75.44,88.56,01-22-2020
58,CA- MODESTO,85,565,555,575,78.2,91.8,01-22-2020
62,CA- NAPA,85,238,234,242,78.2,91.8,01-22-2020
65,CA- ALAMEDA CO.,90,2512,2469,2555,82.8,97.2,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,81,137,135,139,74.52,87.48,01-22-2020
73,CA- REDDING,82,168,166,170,75.44,88.56,01-22-2020
77,CA- SACRAMENTO,86,2016,1981,2051,79.12,92.88,01-22-2020
78,CA- SALINAS,86,333,328,338,79.12,92.88,01-22-2020
79,CA- SAN BERNARDINO,83,1302,1279,1325,76.36,89.64,01-22-2020
80,CA- SAN DIEGO,84,2202,2164,2240,77.28,90.72,01-22-2020
81,CA- SAN FRANCISCO,86,2259,2221,2297,79.12,92.88,01-22-2020
82,CA- SAN JOSE,94,3152,3098,3206,86.48,101.52,01-22-2020
83,CA- SAN LUIS OBISPO,85,161,159,163,78.2,91.8,01-22-2020
85,CA- SAN MATEO CO.,87,1492,1467,1517,80.04,93.96,01-22-2020
86,CA- SANTA BARBARA,82,189,186,192,75.44,88.56,01-22-2020
87,CA- SANTA CRUZ,94,363,357,369,86.48,101.52,01-22-2020
89,CA- SANTA ROSA,84,547,538,556,77.28,90.72,01-22-2020
91,CA- STOCKTON,88,597,587,607,80.96,95.04,01-22-2020
96,CA- VENTURA,83,410,403,417,76.36,89.64,01-22-2020
101,CO- BOULDER,87,237,233,241,80.04,93.96,01-22-2020
102,CO- COLORADO SPRINGS,84,334,328,340,77.28,90.72,01-22-2020
103,CO- DENVER,86,2315,2276,2354,79.12,92.88,01-22-2020
104,CO- FORT COLLINS,83,161,159,163,76.36,89.64,01-22-2020
105,CO- GRAND JUNCTION,88,456,449,463,80.96,95.04,01-22-2020
106,CO- GREELEY,83,203,200,206,76.36,89.64,01-22-2020
107,CO- PUEBLO,80,35,35,35,73.6,86.4,01-22-2020
110,CT- HARTFORD,84,1101,1082,1120,77.28,90.72,01-22-2020
111,CT- NEW HAVEN,89,2577,2533,2621,81.88,96.12,01-22-2020
112,DE- WILMINGTON,83,470,462,478,76.36,89.64,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,83,151,149,153,76.36,89.64,01-22-2020
116,FL- CLEARWATER,81,192,189,195,74.52,87.48,01-22-2020
118,FL- FORT LAUDERDALE,82,1752,1722,1782,75.44,88.56,01-22-2020
119,FL- FORT MYERS,82,596,586,606,75.44,88.56,01-22-2020
120,FL- GAINESVILLE,81,161,158,164,74.52,87.48,01-22-2020
122,FL- HUDSON,81,126,124,128,74.52,87.48,01-22-2020
123,FL- JACKSONVILLE,81,482,473,491,74.52,87.48,01-22-2020
124,FL- LAKELAND,81,131,129,133,74.52,87.48,01-22-2020
127,FL- MIAMI,83,2280,2241,2319,76.36,89.64,01-22-2020
129,FL- OCALA,81,154,152,156,74.52,87.48,01-22-2020
130,FL- ORLANDO,81,1238,1216,1260,74.52,87.48,01-22-2020
131,FL- ORMOND BEACH,81,147,145,149,74.52,87.48,01-22-2020
133,FL- PANAMA CITY,80,0,0,0,73.6,86.4,01-22-2020
134,FL- PENSACOLA,81,218,215,221,74.52,87.48,01-22-2020
137,FL- SARASOTA,81,172,169,175,74.52,87.48,01-22-2020
139,FL- ST PETERSBURG,81,153,151,155,74.52,87.48,01-22-2020
140,FL- TALLAHASSEE,80,133,131,135,73.6,86.4,01-22-2020
141,FL- TAMPA,81,568,558,578,74.52,87.48,01-22-2020
142,GA- ALBANY,86,504,496,512,79.12,92.88,01-22-2020
144,GA- ATLANTA,87,6105,6000,6210,80.04,93.96,01-22-2020
145,GA- AUGUSTA,81,196,193,199,74.52,87.48,01-22-2020
146,GA- COLUMBUS,80,84,83,85,73.6,86.4,01-22-2020
147,GA- MACON,80,147,145,149,73.6,86.4,01-22-2020
148,GA- ROME,86,329,324,334,79.12,92.88,01-22-2020
149,GA- SAVANNAH,81,175,172,178,74.52,87.48,01-22-2020
154,IL- AURORA,86,245,241,249,79.12,92.88,01-22-2020
155,IL- BLUE ISLAND,83,671,660,682,76.36,89.64,01-22-2020
156,IL- CHICAGO,83,2259,2220,2298,76.36,89.64,01-22-2020
158,IL- ELGIN,88,608,598,618,80.96,95.04,01-22-2020
161,IL- EVANSTON,85,896,881,911,78.2,91.8,01-22-2020
163,IL- HINSDALE,85,404,397,411,78.2,91.8,01-22-2020
164,IL- JOLIET,85,522,513,531,78.2,91.8,01-22-2020
166,IL- MELROSE PARK,85,1158,1138,1178,78.2,91.8,01-22-2020
170,IL- PEORIA,80,85,84,86,73.6,86.4,01-22-2020
171,IL- ROCKFORD,82,253,249,257,75.44,88.56,01-22-2020
172,IL- SPRINGFIELD,80,42,42,42,73.6,86.4,01-22-2020
173,IL- URBANA,80,36,36,36,73.6,86.4,01-22-2020
175,IL- BLOOMINGTON,82,42,42,42,75.44,88.56,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,73.6,86.4,01-22-2020
181,IN- GARY,80,7,7,7,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,21,21,21,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,73.6,86.4,01-22-2020
