region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.64,173,159,197,81.66,84.51,173 [159 - 197],82.64% [81.66% - 84.51%],223,140,381,04-28-2021,projected
2,AL- DOTHAN,83.31,35,32,41,82.18,86.63,35 [32 - 41],83.31% [82.18% - 86.63%],44,29,88,04-28-2021,projected
5,AL- HUNTSVILLE,84.95,70,65,80,82.71,89.1,70 [65 - 80],84.95% [82.71% - 89.1%],93,51,171,04-28-2021,projected
6,AL- MOBILE,101.84,468,433,519,92.64,113.01,468 [433 - 519],101.84% [92.64% - 113.01%],624,361,943,04-28-2021,projected
7,AL- MONTGOMERY,83.49,41,38,48,81.55,85.82,41 [38 - 48],83.49% [81.55% - 85.82%],54,24,90,04-28-2021,projected
9,AL- TUSCALOOSA,81.2,7,7,10,81.2,83.41,7 [7 - 10],81.2% [81.2% - 83.41%],12,12,34,04-28-2021,projected
11,AZ- MESA,91.67,176,163,203,86.87,101.26,176 [163 - 203],91.67% [86.87% - 101.26%],231,136,421,04-28-2021,projected
12,AZ- PHOENIX,86.53,382,355,444,83.79,92.48,382 [355 - 444],86.53% [83.79% - 92.48%],495,287,945,04-28-2021,projected
14,AZ- SUN CITY,85.06,33,30,38,83.09,88.89,33 [30 - 38],85.06% [83.09% - 88.89%],41,25,72,04-28-2021,projected
15,AZ- TUCSON,83.8,71,65,81,82.38,87.05,71 [65 - 81],83.8% [82.38% - 87.05%],96,60,178,04-28-2021,projected
16,AR- FORT SMITH,87.03,72,63,100,82.42,103.97,72 [63 - 100],87.03% [82.42% - 103.97%],90,31,307,04-28-2021,projected
18,AR- JONESBORO,81.77,14,14,18,81.77,85.2,14 [14 - 18],81.77% [81.77% - 85.2%],16,16,47,04-28-2021,projected
19,AR- LITTLE ROCK,82.18,94,85,117,81.02,85.01,94 [85 - 117],82.18% [81.02% - 85.01%],126,59,289,04-28-2021,projected
21,AR- SPRINGDALE,84.73,39,35,49,82.37,91.35,39 [35 - 49],84.73% [82.37% - 91.35%],50,25,120,04-28-2021,projected
22,AR- TEXARKANA,81.63,14,12,18,80.0,84.8,14 [12 - 18],81.63% [80.0% - 84.8%],16,0,47,04-28-2021,projected
23,CA- ORANGE CO.,80.46,17,15,20,80.27,80.78,17 [15 - 20],80.46% [80.27% - 80.78%],35,21,60,04-28-2021,projected
25,CA- BAKERSFIELD,80.36,7,6,9,80.03,80.77,7 [6 - 9],80.36% [80.03% - 80.77%],13,1,28,04-28-2021,projected
31,CA- CHICO,82.81,11,10,14,81.41,85.47,11 [10 - 14],82.81% [81.41% - 85.47%],18,9,35,04-28-2021,projected
33,CA- CONTRA COSTA CO.,82.25,25,23,29,81.2,83.34,25 [23 - 29],82.25% [81.2% - 83.34%],45,24,67,04-28-2021,projected
43,CA- FRESNO,80.66,7,6,9,80.35,81.62,7 [6 - 9],80.66% [80.35% - 81.62%],15,8,37,04-28-2021,projected
56,CA- LOS ANGELES,80.33,38,33,47,80.13,80.67,38 [33 - 47],80.33% [80.13% - 80.67%],81,32,167,04-28-2021,projected
58,CA- MODESTO,81.86,11,8,15,80.41,82.85,11 [8 - 15],81.86% [80.41% - 82.85%],32,7,49,04-28-2021,projected
62,CA- NAPA,81.72,7,6,7,80.86,81.89,7 [6 - 7],81.72% [80.86% - 81.89%],10,5,11,04-28-2021,projected
65,CA- ALAMEDA CO.,82.04,40,37,45,81.12,83.14,40 [37 - 45],82.04% [81.12% - 83.14%],69,38,106,04-28-2021,projected
