date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
04-04-2021,21,20,22
04-05-2021,21,20,22
04-06-2021,21,20,22
04-07-2021,21,20,22
04-08-2021,21,20,22
04-09-2021,21,20,23
04-10-2021,21,20,23
04-11-2021,21,20,23
04-12-2021,21,20,23
04-13-2021,21,19,23
04-14-2021,21,19,23
04-15-2021,21,19,24
04-16-2021,21,18,24
04-17-2021,21,18,25
04-18-2021,21,17,25
04-19-2021,20,17,25
04-20-2021,20,16,25
04-21-2021,20,16,25
04-22-2021,19,15,25
04-23-2021,19,15,25
04-24-2021,19,14,25
04-25-2021,19,14,25
04-26-2021,19,14,25
04-27-2021,18,13,25
04-28-2021,17,13,25
04-29-2021,17,12,24
04-30-2021,17,12,24
05-01-2021,17,11,24
05-02-2021,17,11,24
05-03-2021,15,10,23
05-04-2021,15,10,23
05-05-2021,15,10,23
05-06-2021,15,9,22
05-07-2021,14,9,22
05-08-2021,13,8,21
05-09-2021,13,8,21
05-10-2021,13,7,20
05-11-2021,12,7,20
05-12-2021,12,7,20
05-13-2021,12,7,19
05-14-2021,11,7,19
05-15-2021,10,6,18
05-16-2021,10,5,18
05-17-2021,10,5,17
05-18-2021,10,5,17
05-19-2021,9,5,16
05-20-2021,9,4,16
05-21-2021,8,4,15
05-22-2021,7,4,15
05-23-2021,7,4,13
05-24-2021,7,4,13
05-25-2021,7,3,13
05-26-2021,7,3,12
05-27-2021,6,3,11
05-28-2021,6,3,11
05-29-2021,5,2,10
05-30-2021,5,2,10
05-31-2021,5,2,10
06-01-2021,4,2,9
06-02-2021,4,2,9
06-03-2021,4,2,8
06-04-2021,4,2,8
06-05-2021,4,2,7
