date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,85.73,374,358,387,85.26,86.21,374 [358 - 387],85.73% [85.26% - 86.21%],1025,941,1112,projected
05-22-2021,84.58,264,249,280,83.96,85.15,264 [249 - 280],84.58% [83.96% - 85.15%],819,708,922,projected
05-29-2021,83.42,209,194,224,82.61,84.13,209 [194 - 224],83.42% [82.61% - 84.13%],612,468,740,projected
06-05-2021,82.55,185,169,200,81.7,83.41,185 [169 - 200],82.55% [81.7% - 83.41%],457,304,611,projected
06-12-2021,82.13,138,123,158,81.13,83.07,138 [123 - 158],82.13% [81.13% - 83.07%],382,203,550,projected
06-19-2021,81.72,109,95,129,80.69,82.86,109 [95 - 129],81.72% [80.69% - 82.86%],308,123,511,projected
06-26-2021,81.33,74,62,93,80.36,82.55,74 [62 - 93],81.33% [80.36% - 82.55%],238,65,456,projected
