date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,84.29,324,305,352,83.61,85.01,324 [305 - 352],84.29% [83.61% - 85.01%],768,646,897,projected
05-29-2021,83.57,314,295,368,82.54,84.91,314 [295 - 368],83.57% [82.54% - 84.91%],639,455,879,projected
06-05-2021,83.56,364,334,471,82.08,88.02,364 [334 - 471],83.56% [82.08% - 88.02%],637,372,1436,projected
06-12-2021,84.42,478,429,684,82.18,93.57,478 [429 - 684],84.42% [82.18% - 93.57%],791,390,2428,projected
06-19-2021,86.26,706,624,966,82.39,100.78,706 [624 - 966],86.26% [82.39% - 100.78%],1121,427,3719,projected
06-26-2021,89.21,1027,906,1424,82.84,109.84,1027 [906 - 1424],89.21% [82.84% - 109.84%],1649,509,5341,projected
07-03-2021,93.32,1479,1309,2049,83.84,123.99,1479 [1309 - 2049],93.32% [83.84% - 123.99%],2384,688,7873,projected
