date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,82.06,848,815,902,81.55,82.7,848 [815 - 902],82.06% [81.55% - 82.7%],368,278,483,projected
04-17-2021,82.01,819,776,907,81.46,82.93,819 [776 - 907],82.01% [81.46% - 82.93%],359,261,524,projected
04-24-2021,81.99,819,773,929,81.3,83.46,819 [773 - 929],81.99% [81.3% - 83.46%],356,233,620,projected
05-01-2021,81.92,792,739,924,81.13,83.8,792 [739 - 924],81.92% [81.13% - 83.8%],343,202,681,projected
05-08-2021,81.88,767,709,918,80.99,84.14,767 [709 - 918],81.88% [80.99% - 84.14%],337,177,741,projected
05-15-2021,81.78,712,653,883,80.86,84.31,712 [653 - 883],81.78% [80.86% - 84.31%],318,154,771,projected
05-22-2021,81.62,653,592,824,80.67,84.45,653 [592 - 824],81.62% [80.67% - 84.45%],290,120,796,projected
