date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,80.24,264,249,280,80.18,80.31,264 [249 - 280],80.24% [80.18% - 80.31%],43,33,56,projected
05-29-2021,80.18,209,194,224,80.12,80.25,209 [194 - 224],80.18% [80.12% - 80.25%],33,22,44,projected
06-05-2021,80.16,185,169,200,80.07,80.22,185 [169 - 200],80.16% [80.07% - 80.22%],28,13,39,projected
06-12-2021,80.12,138,123,158,80.04,80.21,138 [123 - 158],80.12% [80.04% - 80.21%],22,8,37,projected
06-19-2021,80.09,109,95,129,80.03,80.19,109 [95 - 129],80.09% [80.03% - 80.19%],17,5,34,projected
06-26-2021,80.08,74,62,93,80.01,80.16,74 [62 - 93],80.08% [80.01% - 80.16%],14,2,28,projected
07-03-2021,80.04,45,39,64,80.01,80.14,45 [39 - 64],80.04% [80.01% - 80.14%],8,2,25,projected
