date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,85.73,386,367,403,85.26,86.21,386 [367 - 403],85.73% [85.26% - 86.21%],1025,941,1111,projected
05-22-2021,84.7,324,305,352,83.98,85.46,324 [305 - 352],84.7% [83.98% - 85.46%],841,713,977,projected
05-29-2021,83.88,314,295,368,82.82,85.29,314 [295 - 368],83.88% [82.82% - 85.29%],695,504,947,projected
06-05-2021,83.83,364,334,471,82.24,88.45,364 [334 - 471],83.83% [82.24% - 88.45%],685,401,1512,projected
06-12-2021,84.69,478,429,684,82.34,94.16,478 [429 - 684],84.69% [82.34% - 94.16%],840,418,2534,projected
06-19-2021,86.6,706,624,966,82.56,101.77,706 [624 - 966],86.6% [82.56% - 101.77%],1181,458,3896,projected
06-26-2021,89.68,1027,906,1424,83.03,111.48,1027 [906 - 1424],89.68% [83.03% - 111.48%],1732,542,5634,projected
