region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,82.66,196,188,216,81.91,83.29,196 [188 - 216],82.66% [81.91% - 83.29%],225,161,278,04-28-2021,projected
2,AL- DOTHAN,83.24,39,37,42,82.64,83.99,39 [37 - 42],83.24% [82.64% - 83.99%],43,35,53,04-28-2021,projected
5,AL- HUNTSVILLE,84.89,82,76,89,83.24,87.5,82 [76 - 89],84.89% [83.24% - 87.5%],92,61,141,04-28-2021,projected
6,AL- MOBILE,99.67,495,472,523,93.9,105.69,495 [472 - 523],99.67% [93.9% - 105.69%],562,397,734,04-28-2021,projected
7,AL- MONTGOMERY,83.1,42,39,45,81.62,83.82,42 [39 - 45],83.1% [81.62% - 83.82%],48,25,59,04-28-2021,projected
9,AL- TUSCALOOSA,82.1,21,19,23,81.0,82.1,21 [19 - 23],82.1% [81.0% - 82.1%],21,10,21,04-28-2021,projected
11,AZ- MESA,90.76,189,180,203,87.73,95.66,189 [180 - 203],90.76% [87.73% - 95.66%],213,153,310,04-28-2021,projected
12,AZ- PHOENIX,86.17,413,393,449,84.32,89.19,413 [393 - 449],86.17% [84.32% - 89.19%],467,327,696,04-28-2021,projected
14,AZ- SUN CITY,84.57,33,31,36,83.33,86.67,33 [31 - 36],84.57% [83.33% - 86.67%],37,27,54,04-28-2021,projected
15,AZ- TUCSON,84.36,95,90,102,82.89,86.3,95 [90 - 102],84.36% [82.89% - 86.3%],110,73,159,04-28-2021,projected
16,AR- FORT SMITH,84.22,51,43,72,81.09,92.96,51 [43 - 72],84.22% [81.09% - 92.96%],54,14,166,04-28-2021,projected
18,AR- JONESBORO,81.77,16,14,22,81.55,86.08,16 [14 - 22],81.77% [81.55% - 86.08%],16,14,55,04-28-2021,projected
19,AR- LITTLE ROCK,83.0,155,144,176,81.75,84.99,155 [144 - 176],83.0% [81.75% - 84.99%],173,101,288,04-28-2021,projected
21,AR- SPRINGDALE,87.47,71,65,82,84.64,93.62,71 [65 - 82],87.47% [84.64% - 93.62%],79,49,144,04-28-2021,projected
22,AR- TEXARKANA,81.43,14,14,21,81.02,85.2,14 [14 - 21],81.43% [81.02% - 85.2%],14,10,51,04-28-2021,projected
23,CA- ORANGE CO.,80.82,52,48,55,80.6,81.07,52 [48 - 55],80.82% [80.6% - 81.07%],63,46,82,04-28-2021,projected
25,CA- BAKERSFIELD,80.83,22,20,24,80.47,81.22,22 [20 - 24],80.83% [80.47% - 81.22%],30,17,44,04-28-2021,projected
31,CA- CHICO,84.38,26,25,28,83.59,86.25,26 [25 - 28],84.38% [83.59% - 86.25%],28,23,40,04-28-2021,projected
33,CA- CONTRA COSTA CO.,83.39,56,53,59,82.55,84.24,56 [53 - 59],83.39% [82.55% - 84.24%],68,51,85,04-28-2021,projected
43,CA- FRESNO,81.53,27,24,31,80.96,82.41,27 [24 - 31],81.53% [80.96% - 82.41%],35,22,55,04-28-2021,projected
56,CA- LOS ANGELES,80.61,99,90,112,80.34,81.0,99 [90 - 112],80.61% [80.34% - 81.0%],151,85,248,04-28-2021,projected
58,CA- MODESTO,83.14,41,38,46,81.8,84.42,41 [38 - 46],83.14% [81.8% - 84.42%],54,31,76,04-28-2021,projected
62,CA- NAPA,82.58,13,12,14,81.37,83.44,13 [12 - 14],82.58% [81.37% - 83.44%],15,8,20,04-28-2021,projected
65,CA- ALAMEDA CO.,82.6,70,66,74,81.95,83.23,70 [66 - 74],82.6% [81.95% - 83.23%],88,66,109,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.47,1,0,2,80.28,80.85,1 [0 - 2],80.47% [80.28% - 80.85%],5,3,9,04-28-2021,projected
73,CA- REDDING,86.38,61,57,66,84.44,89.61,61 [57 - 66],86.38% [84.44% - 89.61%],69,48,104,04-28-2021,projected
77,CA- SACRAMENTO,84.37,188,175,203,82.57,86.46,188 [175 - 203],84.37% [82.57% - 86.46%],209,123,309,04-28-2021,projected
78,CA- SALINAS,81.01,7,6,7,81.01,81.01,7 [6 - 7],81.01% [81.01% - 81.01%],8,8,8,04-28-2021,projected
79,CA- SAN BERNARDINO,81.07,42,38,47,80.48,81.71,42 [38 - 47],81.07% [80.48% - 81.71%],62,28,99,04-28-2021,projected
80,CA- SAN DIEGO,81.91,98,91,106,81.22,82.49,98 [91 - 106],81.91% [81.22% - 82.49%],134,86,175,04-28-2021,projected
81,CA- SAN FRANCISCO,81.26,56,52,59,80.77,81.7,56 [52 - 59],81.26% [80.77% - 81.7%],64,39,86,04-28-2021,projected
82,CA- SAN JOSE,82.68,70,66,75,81.88,83.44,70 [66 - 75],82.68% [81.88% - 83.44%],81,57,104,04-28-2021,projected
83,CA- SAN LUIS OBISPO,83.29,14,13,15,82.63,85.04,14 [13 - 15],83.29% [82.63% - 85.04%],15,12,23,04-28-2021,projected
85,CA- SAN MATEO CO.,81.45,35,33,36,81.08,81.82,35 [33 - 36],81.45% [81.08% - 81.82%],39,29,49,04-28-2021,projected
86,CA- SANTA BARBARA,80.93,7,6,8,80.41,81.86,7 [6 - 8],80.93% [80.41% - 81.86%],9,4,18,04-28-2021,projected
87,CA- SANTA CRUZ,91.42,35,34,37,89.19,93.65,35 [34 - 37],91.42% [89.19% - 93.65%],41,33,49,04-28-2021,projected
89,CA- SANTA ROSA,80.43,7,7,8,80.43,80.86,7 [7 - 8],80.43% [80.43% - 80.86%],8,8,16,04-28-2021,projected
91,CA- STOCKTON,83.86,35,33,39,82.07,85.64,35 [33 - 39],83.86% [82.07% - 85.64%],41,22,60,04-28-2021,projected
96,CA- VENTURA,81.08,14,13,15,80.95,81.65,14 [13 - 15],81.08% [80.95% - 81.65%],17,15,26,04-28-2021,projected
101,CO- BOULDER,90.53,45,43,47,87.37,94.11,45 [43 - 47],90.53% [87.37% - 94.11%],50,35,67,04-28-2021,projected
102,CO- COLORADO SPRINGS,97.97,165,156,184,92.08,108.12,165 [156 - 184],97.97% [92.08% - 108.12%],186,125,291,04-28-2021,projected
103,CO- DENVER,89.15,382,364,413,86.62,92.77,382 [364 - 413],89.15% [86.62% - 92.77%],437,316,610,04-28-2021,projected
104,CO- FORT COLLINS,92.36,69,65,76,88.61,98.15,69 [65 - 76],92.36% [88.61% - 98.15%],79,55,116,04-28-2021,projected
105,CO- GRAND JUNCTION,84.17,28,27,31,83.54,85.93,28 [27 - 31],84.17% [83.54% - 85.93%],33,28,47,04-28-2021,projected
106,CO- GREELEY,87.34,49,47,54,85.41,89.65,49 [47 - 54],87.34% [85.41% - 89.65%],57,42,75,04-28-2021,projected
107,CO- PUEBLO,86.64,47,43,51,84.51,90.03,47 [43 - 51],86.64% [84.51% - 90.03%],53,36,80,04-28-2021,projected
109,CT- BRIDGEPORT,84.6,59,56,62,83.48,85.55,59 [56 - 62],84.6% [83.48% - 85.55%],78,59,94,04-28-2021,projected
110,CT- HARTFORD,84.27,119,113,125,83.5,85.5,119 [113 - 125],84.27% [83.5% - 85.5%],139,114,179,04-28-2021,projected
111,CT- NEW HAVEN,84.28,126,119,132,83.27,85.3,126 [119 - 132],84.28% [83.27% - 85.3%],165,126,204,04-28-2021,projected
112,DE- WILMINGTON,88.65,130,123,136,86.55,90.74,130 [123 - 136],88.65% [86.55% - 90.74%],161,122,200,04-28-2021,projected
113,DC- WASHINGTON,86.61,297,281,316,85.06,88.16,297 [281 - 316],86.61% [85.06% - 88.16%],363,278,448,04-28-2021,projected
115,FL- BRADENTON,91.57,70,67,74,88.32,94.95,70 [67 - 74],91.57% [88.32% - 94.95%],82,59,106,04-28-2021,projected
116,FL- CLEARWATER,85.5,79,74,84,83.54,87.57,79 [74 - 84],85.5% [83.54% - 87.57%],90,58,124,04-28-2021,projected
118,FL- FORT LAUDERDALE,86.68,496,471,522,85.18,88.18,496 [471 - 522],86.68% [85.18% - 88.18%],581,451,712,04-28-2021,projected
119,FL- FORT MYERS,87.68,257,244,270,85.54,89.85,257 [244 - 270],87.68% [85.54% - 89.85%],294,212,377,04-28-2021,projected
120,FL- GAINESVILLE,84.94,81,75,86,82.93,86.79,81 [75 - 86],84.94% [82.93% - 86.79%],91,54,125,04-28-2021,projected
122,FL- HUDSON,93.9,155,144,178,88.63,104.36,155 [144 - 178],93.9% [88.63% - 104.36%],174,108,305,04-28-2021,projected
123,FL- JACKSONVILLE,86.86,299,282,335,84.62,91.1,299 [282 - 335],86.86% [84.62% - 91.1%],337,227,545,04-28-2021,projected
124,FL- LAKELAND,92.55,117,110,124,88.71,96.76,117 [110 - 124],92.55% [88.71% - 96.76%],134,93,179,04-28-2021,projected
127,FL- MIAMI,86.45,537,497,585,83.91,88.98,537 [497 - 585],86.45% [83.91% - 88.98%],695,422,968,04-28-2021,projected
129,FL- OCALA,88.99,109,102,119,86.21,93.38,109 [102 - 119],88.99% [86.21% - 93.38%],123,85,183,04-28-2021,projected
130,FL- ORLANDO,91.26,1033,971,1120,87.34,96.4,1033 [971 - 1120],91.26% [87.34% - 96.4%],1167,760,1699,04-28-2021,projected
131,FL- ORMOND BEACH,85.86,86,81,92,84.05,88.1,86 [81 - 92],85.86% [84.05% - 88.1%],97,67,134,04-28-2021,projected
133,FL- PANAMA CITY,82.41,14,13,16,81.05,83.61,14 [13 - 16],82.41% [81.05% - 83.61%],16,7,24,04-28-2021,projected
134,FL- PENSACOLA,83.36,67,64,73,82.34,85.02,67 [64 - 73],83.36% [82.34% - 85.02%],79,55,118,04-28-2021,projected
137,FL- SARASOTA,86.92,87,82,92,84.15,89.41,87 [82 - 92],86.92% [84.15% - 89.41%],100,60,136,04-28-2021,projected
139,FL- ST PETERSBURG,84.57,65,61,69,82.94,86.26,65 [61 - 69],84.57% [82.94% - 86.26%],73,47,100,04-28-2021,projected
140,FL- TALLAHASSEE,83.97,97,89,105,82.04,86.12,97 [89 - 105],83.97% [82.04% - 86.12%],107,55,165,04-28-2021,projected
