HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,83.27,140,125,216,80.67,94.42,140 [125 - 216],83.27% [80.67% - 94.42%],05-12-2020
2,AL- DOTHAN,80.0,0,0,4,80.0,82.94,0 [0 - 4],80.0% [80.0% - 82.94%],05-12-2020
5,AL- HUNTSVILLE,82.84,28,26,41,80.8,91.12,28 [26 - 41],82.84% [80.8% - 91.12%],05-12-2020
6,AL- MOBILE,83.32,42,38,61,80.67,90.92,42 [38 - 61],83.32% [80.67% - 90.92%],05-12-2020
7,AL- MONTGOMERY,82.01,15,12,27,80.0,90.93,15 [12 - 27],82.01% [80.0% - 90.93%],05-12-2020
9,AL- TUSCALOOSA,82.91,14,13,23,80.0,92.93,14 [13 - 23],82.91% [80.0% - 92.93%],05-12-2020
11,AZ- MESA,101.91,231,207,299,86.77,140.4,231 [207 - 299],101.91% [86.77% - 140.4%],05-12-2020
12,AZ- PHOENIX,93.94,566,505,732,84.26,118.52,566 [505 - 732],93.94% [84.26% - 118.52%],05-12-2020
14,AZ- SUN CITY,89.18,36,32,48,82.84,105.31,36 [32 - 48],89.18% [82.84% - 105.31%],05-12-2020
15,AZ- TUCSON,91.0,147,130,198,83.01,113.24,147 [130 - 198],91.0% [83.01% - 113.24%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
19,AR- LITTLE ROCK,80.21,0,0,10,80.0,82.51,0 [0 - 10],80.21% [80.0% - 82.51%],05-12-2020
21,AR- SPRINGDALE,80.0,0,0,1,80.0,82.27,0 [0 - 1],80.0% [80.0% - 82.27%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,81.22,0 [0 - 0],80.0% [80.0% - 81.22%],05-12-2020
23,CA- ORANGE CO.,86.07,231,207,338,81.65,102.96,231 [207 - 338],86.07% [81.65% - 102.96%],05-12-2020
