date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-01-2020,24,23,24
11-02-2020,22,22,23
11-03-2020,24,23,24
11-04-2020,24,24,26
11-05-2020,26,25,29
11-06-2020,26,26,26
11-07-2020,25,25,25
11-08-2020,25,25,26
11-09-2020,28,26,30
11-10-2020,28,26,29
11-11-2020,25,24,29
11-12-2020,29,24,30
11-13-2020,30,26,30
11-14-2020,30,28,30
11-15-2020,30,29,30
11-16-2020,30,29,31
11-17-2020,29,29,31
11-18-2020,29,29,31
11-19-2020,30,29,32
11-20-2020,30,29,34
11-21-2020,30,28,34
11-22-2020,30,28,34
11-23-2020,30,28,35
11-24-2020,30,28,37
11-25-2020,31,28,38
11-26-2020,32,28,40
11-27-2020,31,24,41
11-28-2020,32,24,42
11-29-2020,31,23,42
11-30-2020,31,23,42
12-01-2020,31,22,43
12-02-2020,31,22,44
12-03-2020,31,22,44
12-04-2020,30,22,44
12-05-2020,29,20,41
12-06-2020,29,20,41
12-07-2020,30,19,42
12-08-2020,30,18,42
12-09-2020,29,18,43
12-10-2020,29,18,44
12-11-2020,29,18,44
12-12-2020,29,17,46
12-13-2020,29,17,46
12-14-2020,29,17,46
12-15-2020,29,16,46
12-16-2020,29,16,47
12-17-2020,29,16,48
12-18-2020,29,14,48
12-19-2020,29,14,48
12-20-2020,29,14,49
12-21-2020,30,14,50
12-22-2020,30,13,53
12-23-2020,30,12,53
12-24-2020,30,12,53
12-25-2020,30,12,53
12-26-2020,30,12,53
12-27-2020,30,12,54
12-28-2020,30,12,55
12-29-2020,30,12,56
12-30-2020,30,12,56
12-31-2020,30,12,58
01-01-2021,30,11,58
01-02-2021,30,11,58
