date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-11-2020,13,13,13
10-12-2020,13,13,13
10-13-2020,11,10,11
10-14-2020,10,9,12
10-15-2020,11,10,11
10-16-2020,9,8,10
10-17-2020,10,10,11
10-18-2020,10,9,10
10-19-2020,10,10,10
10-20-2020,11,11,11
10-21-2020,11,11,11
10-22-2020,10,10,11
10-23-2020,10,10,11
10-24-2020,10,10,11
10-25-2020,10,10,11
10-26-2020,10,10,11
10-27-2020,10,10,11
10-28-2020,10,8,12
10-29-2020,10,8,13
10-30-2020,10,8,13
10-31-2020,11,8,13
11-01-2020,11,8,13
11-02-2020,11,8,13
11-03-2020,11,8,13
11-04-2020,11,7,15
11-05-2020,11,5,15
11-06-2020,10,6,16
11-07-2020,10,6,17
11-08-2020,10,6,17
11-09-2020,11,6,18
11-10-2020,10,6,18
11-11-2020,11,6,18
11-12-2020,11,6,19
11-13-2020,11,6,18
11-14-2020,11,6,18
11-15-2020,12,6,20
11-16-2020,12,6,21
11-17-2020,12,6,22
11-18-2020,13,6,22
11-19-2020,13,6,24
11-20-2020,14,6,25
11-21-2020,14,7,26
11-22-2020,14,7,28
11-23-2020,14,7,29
11-24-2020,15,8,30
11-25-2020,15,7,31
11-26-2020,15,7,33
11-27-2020,15,7,33
11-28-2020,15,7,35
11-29-2020,15,6,36
11-30-2020,17,6,38
12-01-2020,17,6,39
12-02-2020,17,6,40
12-03-2020,18,6,41
12-04-2020,18,6,42
12-05-2020,17,6,43
12-06-2020,17,6,43
12-07-2020,17,6,45
12-08-2020,17,6,47
12-09-2020,18,6,47
12-10-2020,18,6,49
12-11-2020,18,6,50
12-12-2020,17,6,52
