date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,23,8,42
06-22-2020,23,9,43
06-23-2020,24,9,44
06-24-2020,25,9,45
06-25-2020,25,10,46
06-26-2020,26,10,47
06-27-2020,26,10,48
06-28-2020,27,11,50
06-29-2020,28,11,51
06-30-2020,28,11,52
07-01-2020,29,12,53
07-02-2020,30,12,54
07-03-2020,31,12,55
07-04-2020,31,13,56
07-05-2020,31,13,57
07-06-2020,31,14,57
07-07-2020,31,14,58
07-08-2020,32,15,58
07-09-2020,33,15,59
07-10-2020,34,15,59
07-11-2020,35,16,59
07-12-2020,36,16,59
07-13-2020,36,16,59
07-14-2020,36,16,59
07-15-2020,37,16,59
07-16-2020,37,17,59
07-17-2020,38,16,58
07-18-2020,38,16,58
07-19-2020,38,16,57
07-20-2020,38,16,57
07-21-2020,38,16,56
07-22-2020,38,16,55
07-23-2020,38,15,55
07-24-2020,38,15,54
07-25-2020,37,15,53
07-26-2020,37,15,52
07-27-2020,36,15,51
07-28-2020,35,15,50
07-29-2020,35,15,48
07-30-2020,33,14,47
07-31-2020,33,15,47
08-01-2020,32,15,46
08-02-2020,31,14,46
08-03-2020,31,14,45
08-04-2020,30,14,44
08-05-2020,29,14,44
08-06-2020,28,14,43
08-07-2020,27,14,43
08-08-2020,27,14,42
08-09-2020,26,14,41
08-10-2020,25,14,40
08-11-2020,25,14,39
08-12-2020,24,13,38
08-13-2020,23,13,37
08-14-2020,22,12,36
08-15-2020,21,12,35
