date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,9,9,9
09-28-2020,9,8,9
09-29-2020,10,10,10
09-30-2020,10,10,11
10-01-2020,10,9,10
10-02-2020,9,8,10
10-03-2020,9,9,10
10-04-2020,11,10,11
10-05-2020,10,10,10
10-06-2020,9,9,9
10-07-2020,12,12,12
10-08-2020,13,13,13
10-09-2020,13,12,13
10-10-2020,13,13,14
10-11-2020,14,13,14
10-12-2020,14,12,14
10-13-2020,14,12,14
10-14-2020,14,12,15
10-15-2020,14,11,15
10-16-2020,13,11,17
10-17-2020,13,11,19
10-18-2020,15,11,19
10-19-2020,16,11,19
10-20-2020,17,12,20
10-21-2020,17,13,21
10-22-2020,17,13,22
10-23-2020,17,13,21
10-24-2020,17,14,22
10-25-2020,18,14,22
10-26-2020,18,14,22
10-27-2020,18,14,24
10-28-2020,18,13,26
10-29-2020,18,13,27
10-30-2020,18,14,27
10-31-2020,18,13,31
11-01-2020,19,13,33
11-02-2020,19,13,34
11-03-2020,19,13,35
11-04-2020,20,13,36
11-05-2020,21,13,37
11-06-2020,20,13,39
11-07-2020,20,13,41
11-08-2020,21,13,42
11-09-2020,21,13,43
11-10-2020,21,13,45
11-11-2020,23,12,48
11-12-2020,23,13,48
11-13-2020,23,13,50
11-14-2020,24,13,52
11-15-2020,24,12,52
11-16-2020,25,11,53
11-17-2020,25,10,55
11-18-2020,26,10,56
11-19-2020,26,9,57
11-20-2020,25,9,58
11-21-2020,25,10,60
11-22-2020,25,10,61
11-23-2020,25,10,63
11-24-2020,25,10,63
11-25-2020,25,10,64
11-26-2020,25,10,66
11-27-2020,25,9,67
11-28-2020,25,9,67
