date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,82.21,2727,2643,2796,81.99,82.53,2727 [2643 - 2796],82.21% [81.99% - 82.53%],396,357,453,projected
01-16-2021,82.21,2696,2582,2838,81.72,82.67,2696 [2582 - 2838],82.21% [81.72% - 82.67%],396,307,477,projected
01-23-2021,82.03,2526,2401,2679,81.48,82.64,2526 [2401 - 2679],82.03% [81.48% - 82.64%],364,265,473,projected
01-30-2021,81.97,2419,2277,2614,81.29,82.84,2419 [2277 - 2614],81.97% [81.29% - 82.84%],352,230,509,projected
02-06-2021,81.85,2272,2118,2508,81.09,82.99,2272 [2118 - 2508],81.85% [81.09% - 82.99%],332,195,536,projected
02-13-2021,81.76,2149,1984,2404,80.9,83.06,2149 [1984 - 2404],81.76% [80.9% - 83.06%],315,161,547,projected
02-20-2021,81.64,1984,1810,2258,80.72,83.08,1984 [1810 - 2258],81.64% [80.72% - 83.08%],293,128,552,projected
