date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.07,264,249,280,80.8,81.26,264 [249 - 280],81.07% [80.8% - 81.26%],191,143,226,projected
05-29-2021,80.77,209,194,224,80.53,81.01,209 [194 - 224],80.77% [80.53% - 81.01%],137,95,180,projected
06-05-2021,80.62,185,169,200,80.34,80.89,185 [169 - 200],80.62% [80.34% - 80.89%],111,61,159,projected
06-12-2021,80.54,138,123,158,80.24,80.83,138 [123 - 158],80.54% [80.24% - 80.83%],97,43,149,projected
06-19-2021,80.4,109,95,129,80.12,80.76,109 [95 - 129],80.4% [80.12% - 80.76%],72,22,136,projected
06-26-2021,80.34,74,62,93,80.06,80.65,74 [62 - 93],80.34% [80.06% - 80.65%],60,10,116,projected
07-03-2021,80.2,45,39,64,80.05,80.56,45 [39 - 64],80.2% [80.05% - 80.56%],35,9,101,projected
