date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-13-2021,91.33,,,,,,,,2028,,,actual
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,87.48,,,,,,,,1339,,,actual
03-06-2021,81.82,681,664,698,81.72,81.93,681 [664 - 698],81.82% [81.72% - 81.93%],326,308,346,projected
03-13-2021,81.53,564,537,589,81.25,81.77,564 [537 - 589],81.53% [81.25% - 81.77%],273,223,316,projected
03-20-2021,81.22,438,412,475,80.84,81.61,438 [412 - 475],81.22% [80.84% - 81.61%],218,151,289,projected
03-27-2021,80.96,355,331,394,80.63,81.52,355 [331 - 394],80.96% [80.63% - 81.52%],171,113,272,projected
04-03-2021,80.79,282,255,318,80.41,81.34,282 [255 - 318],80.79% [80.41% - 81.34%],142,74,240,projected
04-10-2021,80.6,194,172,229,80.26,81.12,194 [172 - 229],80.6% [80.26% - 81.12%],108,46,200,projected
04-17-2021,80.37,131,117,163,80.17,80.89,131 [117 - 163],80.37% [80.17% - 80.89%],67,30,160,projected
