date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,82.98,1753,1709,1819,82.51,83.68,1753 [1709 - 1819],82.98% [82.51% - 83.68%],533,450,658,projected
01-02-2021,83.89,2224,2126,2338,82.83,85.12,2224 [2126 - 2338],83.89% [82.83% - 85.12%],696,507,917,projected
01-09-2021,84.76,2790,2645,2987,83.22,86.9,2790 [2645 - 2987],84.76% [83.22% - 86.9%],852,576,1235,projected
01-16-2021,85.7,3357,3153,3686,83.47,89.27,3357 [3153 - 3686],85.7% [83.47% - 89.27%],1020,621,1660,projected
01-23-2021,86.55,3928,3658,4413,83.6,91.84,3928 [3658 - 4413],86.55% [83.6% - 91.84%],1172,645,2119,projected
01-30-2021,87.15,4363,4039,5008,83.58,94.23,4363 [4039 - 5008],87.15% [83.58% - 94.23%],1280,641,2546,projected
02-06-2021,87.46,4629,4268,5391,83.48,95.88,4629 [4268 - 5391],87.46% [83.48% - 95.88%],1335,622,2842,projected
