date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,85.25,374,358,387,84.79,85.69,374 [358 - 387],85.25% [84.79% - 85.69%],940,858,1019,projected
05-22-2021,84.16,264,249,280,83.58,84.71,264 [249 - 280],84.16% [83.58% - 84.71%],745,641,843,projected
05-29-2021,83.1,209,194,224,82.34,83.78,209 [194 - 224],83.1% [82.34% - 83.78%],554,418,676,projected
06-05-2021,82.32,185,169,200,81.53,83.13,185 [169 - 200],82.32% [81.53% - 83.13%],416,273,560,projected
06-12-2021,81.96,138,123,158,81.02,82.83,138 [123 - 158],81.96% [81.02% - 82.83%],350,183,506,projected
06-19-2021,81.58,109,95,129,80.63,82.63,109 [95 - 129],81.58% [80.63% - 82.63%],282,112,470,projected
06-26-2021,81.21,74,62,93,80.32,82.34,74 [62 - 93],81.21% [80.32% - 82.34%],216,58,419,projected
