date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-17-2021,85.62,,,,,,,,232,,,actual
04-24-2021,85.5,,,,,,,,227,,,actual
05-01-2021,85.01,,,,,,,,207,,,actual
05-08-2021,83.29,108,102,126,82.69,84.38,108 [102 - 126],83.29% [82.69% - 84.38%],136,111,181,projected
05-15-2021,82.95,85,81,113,81.96,85.67,85 [81 - 113],82.95% [81.96% - 85.67%],122,81,234,projected
05-22-2021,82.37,77,72,117,81.62,87.27,77 [72 - 117],82.37% [81.62% - 87.27%],98,67,300,projected
05-29-2021,82.11,63,59,104,81.31,88.86,63 [59 - 104],82.11% [81.31% - 88.86%],87,54,366,projected
06-05-2021,81.7,53,48,95,80.99,89.61,53 [48 - 95],81.7% [80.99% - 89.61%],70,41,397,projected
06-12-2021,81.4,39,35,78,80.65,89.32,39 [35 - 78],81.4% [80.65% - 89.32%],58,27,385,projected
06-19-2021,81.04,32,28,61,80.39,87.58,32 [28 - 61],81.04% [80.39% - 87.58%],43,16,313,projected
