date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,90.17,2526,2473,2589,89.01,91.47,2526 [2473 - 2589],90.17% [89.01% - 91.47%],1820,1613,2053,projected
02-06-2021,90.9,2703,2594,2836,88.4,94.09,2703 [2594 - 2836],90.9% [88.4% - 94.09%],1950,1503,2521,projected
02-13-2021,91.98,2971,2813,3189,88.01,97.36,2971 [2813 - 3189],91.98% [88.01% - 97.36%],2144,1434,3107,projected
02-20-2021,92.85,3191,2993,3523,87.59,101.19,3191 [2993 - 3523],92.85% [87.59% - 101.19%],2299,1359,3793,projected
02-27-2021,93.36,3332,3094,3785,87.05,105.08,3332 [3094 - 3785],93.36% [87.05% - 105.08%],2392,1262,4489,projected
03-06-2021,93.51,3377,3115,3929,86.65,107.01,3377 [3115 - 3929],93.51% [86.65% - 107.01%],2418,1190,4834,projected
03-13-2021,93.42,3285,3008,3894,86.27,108.46,3285 [3008 - 3894],93.42% [86.27% - 108.46%],2402,1122,5094,projected
