HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,94,6391,6385,6391,01-22-2020
2,AL- DOTHAN,84,256,256,256,01-22-2020
5,AL- HUNTSVILLE,90,967,965,967,01-22-2020
6,AL- MOBILE,91,1618,1617,1618,01-22-2020
7,AL- MONTGOMERY,89,748,748,748,01-22-2020
9,AL- TUSCALOOSA,92,586,586,586,01-22-2020
11,AZ- MESA,115,3587,3583,3587,01-22-2020
12,AZ- PHOENIX,101,8264,8254,8265,01-22-2020
14,AZ- SUN CITY,94,605,605,605,01-22-2020
15,AZ- TUCSON,92,1550,1547,1550,01-22-2020
16,AR- FORT SMITH,81,69,69,69,01-22-2020
18,AR- JONESBORO,81,73,73,73,01-22-2020
19,AR- LITTLE ROCK,88,2385,2384,2386,01-22-2020
21,AR- SPRINGDALE,83,183,183,183,01-22-2020
22,AR- TEXARKANA,82,93,93,93,01-22-2020
23,CA- ORANGE CO.,103,9269,9260,9270,01-22-2020
25,CA- BAKERSFIELD,87,1356,1356,1356,01-22-2020
31,CA- CHICO,92,385,385,385,01-22-2020
33,CA- CONTRA COSTA CO.,159,8472,8466,8472,01-22-2020
43,CA- FRESNO,93,1529,1528,1529,01-22-2020
56,CA- LOS ANGELES,101,27734,27707,27736,01-22-2020
58,CA- MODESTO,118,3360,3354,3360,01-22-2020
62,CA- NAPA,120,1211,1211,1211,01-22-2020
65,CA- ALAMEDA CO.,152,13141,13128,13143,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,95,805,805,805,01-22-2020
73,CA- REDDING,98,1043,1042,1043,01-22-2020
77,CA- SACRAMENTO,125,11221,11210,11221,01-22-2020
78,CA- SALINAS,126,1893,1891,1893,01-22-2020
79,CA- SAN BERNARDINO,105,7532,7524,7532,01-22-2020
80,CA- SAN DIEGO,113,12186,12176,12187,01-22-2020
81,CA- SAN FRANCISCO,122,11681,11671,11682,01-22-2020
82,CA- SAN JOSE,177,16022,16008,16024,01-22-2020
83,CA- SAN LUIS OBISPO,115,835,835,835,01-22-2020
85,CA- SAN MATEO CO.,132,7617,7610,7617,01-22-2020
86,CA- SANTA BARBARA,102,1101,1100,1101,01-22-2020
87,CA- SANTA CRUZ,181,1923,1921,1923,01-22-2020
89,CA- SANTA ROSA,110,2992,2991,2992,01-22-2020
91,CA- STOCKTON,138,3213,3211,3213,01-22-2020
96,CA- VENTURA,108,2333,2333,2333,01-22-2020
101,CO- BOULDER,130,1263,1262,1263,01-22-2020
102,CO- COLORADO SPRINGS,120,2097,2094,2097,01-22-2020
103,CO- DENVER,129,12579,12570,12581,01-22-2020
104,CO- FORT COLLINS,109,984,983,984,01-22-2020
105,CO- GRAND JUNCTION,131,2253,2253,2253,01-22-2020
106,CO- GREELEY,111,1261,1259,1261,01-22-2020
107,CO- PUEBLO,85,226,226,226,01-22-2020
110,CT- HARTFORD,118,6322,6319,6322,01-22-2020
111,CT- NEW HAVEN,143,13292,13284,13292,01-22-2020
112,DE- WILMINGTON,106,2497,2497,2497,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,102,804,804,804,01-22-2020
116,FL- CLEARWATER,93,1098,1097,1099,01-22-2020
118,FL- FORT LAUDERDALE,102,9894,9885,9895,01-22-2020
