date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,83.32,830,808,863,82.82,84.06,830 [808 - 863],83.32% [82.82% - 84.06%],594,504,726,projected
04-10-2021,83.41,848,815,902,82.54,84.56,848 [815 - 902],83.41% [82.54% - 84.56%],611,455,816,projected
04-17-2021,83.38,819,776,907,82.47,84.77,819 [776 - 907],83.38% [82.47% - 84.77%],605,442,854,projected
04-24-2021,83.3,819,773,929,82.15,85.78,819 [773 - 929],83.3% [82.15% - 85.78%],590,384,1035,projected
05-01-2021,83.21,792,739,924,81.99,86.13,792 [739 - 924],83.21% [81.99% - 86.13%],575,357,1098,projected
05-08-2021,83.13,767,709,918,81.72,86.73,767 [709 - 918],83.13% [81.72% - 86.73%],560,308,1205,projected
05-15-2021,83.0,712,653,883,81.48,87.16,712 [653 - 883],83.0% [81.48% - 87.16%],537,264,1281,projected
