date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
11-14-2020,85.69,,,,,,,,1019,,,actual
11-21-2020,86.48,,,,,,,,1159,,,actual
11-28-2020,94.47,,,,,,,,2590,,,actual
12-05-2020,84.39,2616,2563,2691,83.82,85.13,2616 [2563 - 2691],84.39% [83.82% - 85.13%],786,683,919,projected
12-12-2020,84.8,2943,2822,3099,83.48,86.48,2943 [2822 - 3099],84.8% [83.48% - 86.48%],859,622,1159,projected
12-19-2020,84.88,3023,2871,3265,83.32,87.03,3023 [2871 - 3265],84.88% [83.32% - 87.03%],873,594,1258,projected
12-26-2020,84.99,3096,2905,3377,82.92,88.04,3096 [2905 - 3377],84.99% [82.92% - 88.04%],894,523,1439,projected
01-02-2021,85.08,3164,2939,3520,82.67,89.02,3164 [2939 - 3520],85.08% [82.67% - 89.02%],910,477,1614,projected
01-09-2021,85.21,3253,2997,3696,82.43,90.11,3253 [2997 - 3696],85.21% [82.43% - 90.11%],932,435,1810,projected
01-16-2021,85.27,3288,3010,3819,82.23,90.82,3288 [3010 - 3819],85.27% [82.23% - 90.82%],943,400,1936,projected
