date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-14-2020,44,1,107
06-15-2020,45,1,109
06-16-2020,46,1,111
06-17-2020,47,1,112
06-18-2020,48,1,114
06-19-2020,48,1,114
06-20-2020,50,1,116
06-21-2020,52,1,117
06-22-2020,52,1,118
06-23-2020,54,1,119
06-24-2020,55,1,121
06-25-2020,56,1,122
06-26-2020,57,1,122
06-27-2020,57,1,123
06-28-2020,58,1,123
06-29-2020,59,1,124
06-30-2020,59,1,124
07-01-2020,60,1,125
07-02-2020,61,1,125
07-03-2020,62,1,125
07-04-2020,65,1,124
07-05-2020,66,1,125
07-06-2020,67,1,125
07-07-2020,67,1,123
07-08-2020,67,1,122
07-09-2020,67,0,120
07-10-2020,69,0,121
07-11-2020,70,0,121
07-12-2020,70,0,119
07-13-2020,71,0,119
07-14-2020,72,0,117
07-15-2020,72,0,116
07-16-2020,73,0,115
07-17-2020,73,0,113
07-18-2020,73,0,111
07-19-2020,73,0,111
07-20-2020,73,0,111
07-21-2020,73,0,108
07-22-2020,73,0,106
07-23-2020,72,0,104
07-24-2020,72,0,103
07-25-2020,71,0,102
07-26-2020,71,0,100
07-27-2020,72,0,97
07-28-2020,72,0,97
07-29-2020,72,0,95
07-30-2020,72,0,95
07-31-2020,71,0,94
08-01-2020,71,0,94
08-02-2020,70,0,91
08-03-2020,70,0,90
08-04-2020,70,0,90
08-05-2020,68,0,89
08-06-2020,68,0,88
08-07-2020,66,0,87
08-08-2020,66,0,86
