date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,270,18,516
06-22-2020,274,18,517
06-23-2020,277,17,516
06-24-2020,280,17,515
06-25-2020,283,17,512
06-26-2020,286,17,510
06-27-2020,288,17,506
06-28-2020,292,17,503
06-29-2020,293,17,498
06-30-2020,297,16,492
07-01-2020,299,16,487
07-02-2020,301,16,482
07-03-2020,303,16,476
07-04-2020,306,16,469
07-05-2020,307,16,462
07-06-2020,309,16,453
07-07-2020,309,16,445
07-08-2020,309,15,437
07-09-2020,312,15,431
07-10-2020,312,15,424
07-11-2020,313,15,417
07-12-2020,313,15,410
07-13-2020,313,14,404
07-14-2020,313,14,398
07-15-2020,312,14,392
07-16-2020,312,14,383
07-17-2020,310,14,376
07-18-2020,310,14,371
07-19-2020,308,14,363
07-20-2020,305,14,357
07-21-2020,302,14,352
07-22-2020,299,14,345
07-23-2020,296,14,338
07-24-2020,291,14,334
07-25-2020,284,13,327
07-26-2020,278,13,322
07-27-2020,275,13,317
07-28-2020,272,13,313
07-29-2020,267,13,306
07-30-2020,264,13,301
07-31-2020,261,13,298
08-01-2020,257,13,294
08-02-2020,252,13,290
08-03-2020,247,13,286
08-04-2020,241,13,281
08-05-2020,238,13,277
08-06-2020,233,13,272
08-07-2020,229,13,267
08-08-2020,224,13,263
08-09-2020,220,13,257
08-10-2020,215,13,256
08-11-2020,213,13,253
08-12-2020,210,13,246
08-13-2020,206,13,241
08-14-2020,203,13,239
08-15-2020,201,12,236
