HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,81.84,149,132,194,80.44,85.12,149 [132 - 194],81.84% [80.44% - 85.12%],05-12-2020
2,AL- DOTHAN,80.0,0,0,2,80.0,81.2,0 [0 - 2],80.0% [80.0% - 81.2%],05-12-2020
5,AL- HUNTSVILLE,81.26,21,19,28,80.37,83.83,21 [19 - 28],81.26% [80.37% - 83.83%],05-12-2020
6,AL- MOBILE,81.66,42,39,52,80.7,83.78,42 [39 - 52],81.66% [80.7% - 83.78%],05-12-2020
7,AL- MONTGOMERY,81.25,18,17,23,80.45,83.49,18 [17 - 23],81.25% [80.45% - 83.49%],05-12-2020
9,AL- TUSCALOOSA,81.46,14,14,18,80.7,84.11,14 [14 - 18],81.46% [80.7% - 84.11%],05-12-2020
11,AZ- MESA,86.99,135,125,169,83.33,96.57,135 [125 - 169],86.99% [83.33% - 96.57%],05-12-2020
12,AZ- PHOENIX,84.49,336,308,419,82.13,90.71,336 [308 - 419],84.49% [82.13% - 90.71%],05-12-2020
14,AZ- SUN CITY,82.91,20,19,26,81.36,86.79,20 [19 - 26],82.91% [81.36% - 86.79%],05-12-2020
15,AZ- TUCSON,83.44,84,76,107,81.43,88.56,84 [76 - 107],83.44% [81.43% - 88.56%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.44,0 [0 - 0],80.0% [80.0% - 80.44%],05-12-2020
19,AR- LITTLE ROCK,81.04,55,48,72,80.1,82.43,55 [48 - 72],81.04% [80.1% - 82.43%],05-12-2020
21,AR- SPRINGDALE,80.74,3,2,4,80.0,81.14,3 [2 - 4],80.74% [80.0% - 81.14%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,80.61,0 [0 - 0],80.0% [80.0% - 80.61%],05-12-2020
23,CA- ORANGE CO.,83.07,234,212,296,81.11,88.26,234 [212 - 296],83.07% [81.11% - 88.26%],05-12-2020
25,CA- BAKERSFIELD,81.1,35,32,47,80.3,83.01,35 [32 - 47],81.1% [80.3% - 83.01%],05-12-2020
31,CA- CHICO,80.92,0,0,4,80.0,84.53,0 [0 - 4],80.92% [80.0% - 84.53%],05-12-2020
33,CA- CONTRA COSTA CO.,89.19,178,162,222,83.25,103.36,178 [162 - 222],89.19% [83.25% - 103.36%],05-12-2020
43,CA- FRESNO,81.92,42,38,54,80.53,85.43,42 [38 - 54],81.92% [80.53% - 85.43%],05-12-2020
56,CA- LOS ANGELES,82.78,688,623,872,80.99,87.5,688 [623 - 872],82.78% [80.99% - 87.5%],05-12-2020
58,CA- MODESTO,84.65,77,70,100,81.51,92.74,77 [70 - 100],84.65% [81.51% - 92.74%],05-12-2020
62,CA- NAPA,84.96,28,25,35,80.86,93.23,28 [25 - 35],84.96% [80.86% - 93.23%],05-12-2020
65,CA- ALAMEDA CO.,88.17,270,245,335,82.9,100.78,270 [245 - 335],88.17% [82.9% - 100.78%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,82.06,21,20,27,80.66,85.51,21 [20 - 27],82.06% [80.66% - 85.51%],05-12-2020
73,CA- REDDING,82.24,21,19,28,80.46,86.84,21 [19 - 28],82.24% [80.46% - 86.84%],05-12-2020
77,CA- SACRAMENTO,86.19,294,265,370,81.99,96.37,294 [265 - 370],86.19% [81.99% - 96.37%],05-12-2020
78,CA- SALINAS,85.24,35,32,47,81.89,94.63,35 [32 - 47],85.24% [81.89% - 94.63%],05-12-2020
79,CA- SAN BERNARDINO,83.49,199,180,254,81.23,89.46,199 [180 - 254],83.49% [81.23% - 89.46%],05-12-2020
