date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
06-21-2020,6543,2269,15294
06-22-2020,6709,2329,15539
06-23-2020,6859,2381,15751
06-24-2020,7032,2438,15955
06-25-2020,7178,2480,16139
06-26-2020,7331,2542,16310
06-27-2020,7489,2599,16474
06-28-2020,7636,2655,16621
06-29-2020,7780,2708,16737
06-30-2020,7929,2764,16837
07-01-2020,8055,2818,16941
07-02-2020,8187,2873,17004
07-03-2020,8310,2939,17068
07-04-2020,8422,2997,17121
07-05-2020,8553,3049,17155
07-06-2020,8660,3121,17179
07-07-2020,8746,3170,17176
07-08-2020,8846,3237,17170
07-09-2020,8935,3300,17147
07-10-2020,8997,3339,17093
07-11-2020,9065,3396,17039
07-12-2020,9103,3448,16989
07-13-2020,9159,3507,16933
07-14-2020,9191,3554,16870
07-15-2020,9240,3590,16790
07-16-2020,9245,3623,16691
07-17-2020,9270,3668,16596
07-18-2020,9252,3697,16490
07-19-2020,9259,3739,16394
07-20-2020,9243,3756,16259
07-21-2020,9227,3773,16112
07-22-2020,9210,3777,15954
07-23-2020,9173,3780,15795
07-24-2020,9126,3770,15629
07-25-2020,9072,3737,15462
07-26-2020,9000,3725,15277
07-27-2020,8923,3715,15098
07-28-2020,8849,3692,14943
07-29-2020,8765,3669,14758
07-30-2020,8698,3646,14606
07-31-2020,8597,3620,14451
08-01-2020,8505,3599,14293
08-02-2020,8392,3577,14118
08-03-2020,8297,3541,13946
08-04-2020,8177,3509,13772
08-05-2020,8050,3487,13610
08-06-2020,7934,3455,13452
08-07-2020,7822,3426,13285
08-08-2020,7691,3400,13119
08-09-2020,7554,3370,12951
08-10-2020,7420,3341,12771
08-11-2020,7285,3309,12592
08-12-2020,7148,3269,12420
08-13-2020,7018,3220,12230
08-14-2020,6884,3175,12069
08-15-2020,6748,3126,11894
