HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
184,IN- LAFAYETTE,96.41,118,106,160,85.8,128.72,118 [106 - 160],96.41% [85.8% - 128.72%],05-12-2020
185,IN- MUNCIE,96.11,63,55,90,85.01,134.18,63 [55 - 90],96.11% [85.01% - 134.18%],05-12-2020
186,IN- MUNSTER,126.33,531,486,608,100.97,168.91,531 [486 - 608],126.33% [100.97% - 168.91%],05-12-2020
187,IN- SOUTH BEND,99.93,300,272,376,87.91,129.84,300 [272 - 376],99.93% [87.91% - 129.84%],05-12-2020
188,IN- TERRE HAUTE,88.13,41,38,64,83.9,114.51,41 [38 - 64],88.13% [83.9% - 114.51%],05-12-2020
190,IA- CEDAR RAPIDS,105.61,281,255,315,89.86,126.15,281 [255 - 315],105.61% [89.86% - 126.15%],05-12-2020
191,IA- DAVENPORT,89.32,203,183,242,83.55,99.39,203 [183 - 242],89.32% [83.55% - 99.39%],05-12-2020
192,IA- DES MOINES,98.07,592,527,700,85.83,118.48,592 [527 - 700],98.07% [85.83% - 118.48%],05-12-2020
193,IA- DUBUQUE,95.09,80,73,92,86.24,108.62,80 [73 - 92],95.09% [86.24% - 108.62%],05-12-2020
194,IA- IOWA CITY,93.95,266,241,300,85.66,105.27,266 [241 - 300],93.95% [85.66% - 105.27%],05-12-2020
195,IA- MASON CITY,87.82,52,44,63,80.82,95.42,52 [44 - 63],87.82% [80.82% - 95.42%],05-12-2020
196,IA- SIOUX CITY,92.9,141,127,162,83.98,103.94,141 [127 - 162],92.9% [83.98% - 103.94%],05-12-2020
197,IA- WATERLOO,97.18,109,98,131,86.1,117.4,109 [98 - 131],97.18% [86.1% - 117.4%],05-12-2020
200,KS- TOPEKA,92.26,186,165,240,83.68,113.03,186 [165 - 240],92.26% [83.68% - 113.03%],05-12-2020
201,KS- WICHITA,85.52,270,238,374,81.86,97.88,270 [238 - 374],85.52% [81.86% - 97.88%],05-12-2020
203,KY- COVINGTON,94.7,157,138,189,85.63,113.15,157 [138 - 189],94.7% [85.63% - 113.15%],05-12-2020
204,KY- LEXINGTON,87.79,401,345,580,81.34,108.66,401 [345 - 580],87.79% [81.34% - 108.66%],05-12-2020
205,KY- LOUISVILLE,93.26,635,560,820,83.72,115.63,635 [560 - 820],93.26% [83.72% - 115.63%],05-12-2020
207,KY- OWENSBORO,84.86,17,12,30,80.0,100.55,17 [12 - 30],84.86% [80.0% - 100.55%],05-12-2020
208,KY- PADUCAH,83.91,61,52,84,80.18,91.9,61 [52 - 84],83.91% [80.18% - 91.9%],05-12-2020
209,LA- ALEXANDRIA,80.36,0,0,3,80.0,82.22,0 [0 - 3],80.36% [80.0% - 82.22%],05-12-2020
210,LA- BATON ROUGE,82.25,52,49,84,81.09,89.72,52 [49 - 84],82.25% [81.09% - 89.72%],05-12-2020
212,LA- HOUMA,82.16,11,10,20,81.14,89.99,11 [10 - 20],82.16% [81.14% - 89.99%],05-12-2020
213,LA- LAFAYETTE,80.33,3,2,14,80.05,83.38,3 [2 - 14],80.33% [80.05% - 83.38%],05-12-2020
214,LA- LAKE CHARLES,80.72,0,0,3,80.0,82.31,0 [0 - 3],80.72% [80.0% - 82.31%],05-12-2020
216,LA- METAIRIE,85.78,56,51,74,81.58,96.62,56 [51 - 74],85.78% [81.58% - 96.62%],05-12-2020
217,LA- MONROE,80.0,0,0,1,80.0,80.97,0 [0 - 1],80.0% [80.0% - 80.97%],05-12-2020
218,LA- NEW ORLEANS,83.31,78,71,103,81.15,90.19,78 [71 - 103],83.31% [81.15% - 90.19%],05-12-2020
219,LA- SHREVEPORT,80.66,16,14,27,80.18,83.14,16 [14 - 27],80.66% [80.18% - 83.14%],05-12-2020
220,LA- SLIDELL,91.71,56,53,68,85.56,105.4,56 [53 - 68],91.71% [85.56% - 105.4%],05-12-2020
221,ME- BANGOR,80.32,0,0,3,80.0,81.56,0 [0 - 3],80.32% [80.0% - 81.56%],05-12-2020
222,ME- PORTLAND,81.92,47,43,61,80.57,85.22,47 [43 - 61],81.92% [80.57% - 85.22%],05-12-2020
223,MD- BALTIMORE,113.44,2942,2667,3319,94.05,141.78,2942 [2667 - 3319],113.44% [94.05% - 141.78%],05-12-2020
225,MD- SALISBURY,105.21,233,212,271,90.25,129.41,233 [212 - 271],105.21% [90.25% - 129.41%],05-12-2020
226,MD- TAKOMA PARK,168.11,1131,1042,1270,124.76,237.11,1131 [1042 - 1270],168.11% [124.76% - 237.11%],05-12-2020
227,MA- BOSTON,91.07,1575,1412,1960,83.81,108.64,1575 [1412 - 1960],91.07% [83.81% - 108.64%],05-12-2020
230,MA- SPRINGFIELD,90.34,162,146,205,83.56,106.98,162 [146 - 205],90.34% [83.56% - 106.98%],05-12-2020
231,MA- WORCESTER,95.04,243,218,306,85.05,119.52,243 [218 - 306],95.04% [85.05% - 119.52%],05-12-2020
232,MI- ANN ARBOR,81.56,48,42,70,80.43,85.73,48 [42 - 70],81.56% [80.43% - 85.73%],05-12-2020
233,MI- DEARBORN,81.17,16,15,24,80.36,84.38,16 [15 - 24],81.17% [80.36% - 84.38%],05-12-2020
234,MI- DETROIT,81.37,60,54,89,80.39,85.17,60 [54 - 89],81.37% [80.39% - 85.17%],05-12-2020
235,MI- FLINT,81.07,8,7,16,80.38,84.6,8 [7 - 16],81.07% [80.38% - 84.6%],05-12-2020
236,MI- GRAND RAPIDS,80.46,6,5,12,80.09,81.86,6 [5 - 12],80.46% [80.09% - 81.86%],05-12-2020
238,MI- KALAMAZOO,80.29,2,1,7,80.0,81.96,2 [1 - 7],80.29% [80.0% - 81.96%],05-12-2020
239,MI- LANSING,80.41,0,0,7,80.0,82.8,0 [0 - 7],80.41% [80.0% - 82.8%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.15,0,0,1,80.0,81.49,0 [0 - 1],80.15% [80.0% - 81.49%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,81.42,14,13,22,80.42,85.32,14 [13 - 22],81.42% [80.42% - 85.32%],05-12-2020
245,MI- ROYAL OAK,81.07,24,22,37,80.34,84.01,24 [22 - 37],81.07% [80.34% - 84.01%],05-12-2020
246,MI- SAGINAW,80.17,0,0,4,80.0,81.53,0 [0 - 4],80.17% [80.0% - 81.53%],05-12-2020
248,MI- ST JOSEPH,82.15,3,3,5,81.32,84.97,3 [3 - 5],82.15% [81.32% - 84.97%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,81.18,0 [0 - 0],80.0% [80.0% - 81.18%],05-12-2020
250,MN- DULUTH,82.5,24,21,35,80.52,87.31,24 [21 - 35],82.5% [80.52% - 87.31%],05-12-2020
251,MN- MINNEAPOLIS,90.79,915,821,1168,83.96,109.01,915 [821 - 1168],90.79% [83.96% - 109.01%],05-12-2020
253,MN- ROCHESTER,85.65,144,130,179,82.0,94.24,144 [130 - 179],85.65% [82.0% - 94.24%],05-12-2020
254,MN- ST CLOUD,88.88,59,54,80,83.11,105.88,59 [54 - 80],88.88% [83.11% - 105.88%],05-12-2020
256,MN- ST PAUL,93.9,314,283,395,85.3,115.71,314 [283 - 395],93.9% [85.3% - 115.71%],05-12-2020
257,MS- GULFPORT,91.91,87,80,113,84.66,112.34,87 [80 - 113],91.91% [84.66% - 112.34%],05-12-2020
258,MS- HATTIESBURG,87.95,93,84,129,82.89,106.69,93 [84 - 129],87.95% [82.89% - 106.69%],05-12-2020
259,MS- JACKSON,87.53,333,288,459,81.18,104.64,333 [288 - 459],87.53% [81.18% - 104.64%],05-12-2020
260,MS- MERIDIAN,82.14,15,12,28,80.0,89.61,15 [12 - 28],82.14% [80.0% - 89.61%],05-12-2020
261,MS- OXFORD,86.01,35,30,52,80.0,103.04,35 [30 - 52],86.01% [80.0% - 103.04%],05-12-2020
262,MS- TUPELO,86.1,96,81,131,80.55,99.14,96 [81 - 131],86.1% [80.55% - 99.14%],05-12-2020
263,MO- CAPE GIRARDEAU,81.5,13,12,18,80.1,84.58,13 [12 - 18],81.5% [80.1% - 84.58%],05-12-2020
264,MO- COLUMBIA,82.65,46,40,75,80.38,92.15,46 [40 - 75],82.65% [80.38% - 92.15%],05-12-2020
267,MO- JOPLIN,82.68,23,18,36,80.52,91.22,23 [18 - 36],82.68% [80.52% - 91.22%],05-12-2020
268,MO- KANSAS CITY,90.65,840,759,1009,84.59,103.72,840 [759 - 1009],90.65% [84.59% - 103.72%],05-12-2020
270,MO- SPRINGFIELD,82.56,49,44,80,80.82,91.64,49 [44 - 80],82.56% [80.82% - 91.64%],05-12-2020
273,MO- ST LOUIS,84.75,576,524,720,82.03,91.66,576 [524 - 720],84.75% [82.03% - 91.66%],05-12-2020
274,MT- BILLINGS,81.05,21,19,29,80.32,83.17,21 [19 - 29],81.05% [80.32% - 83.17%],05-12-2020
275,MT- GREAT FALLS,80.38,0,0,1,80.0,80.75,0 [0 - 1],80.38% [80.0% - 80.75%],05-12-2020
276,MT- MISSOULA,81.07,10,9,13,80.43,82.85,10 [9 - 13],81.07% [80.43% - 82.85%],05-12-2020
277,NE- LINCOLN,109.6,540,489,611,91.54,135.31,540 [489 - 611],109.6% [91.54% - 135.31%],05-12-2020
278,NE- OMAHA,105.35,1383,1287,1474,93.3,116.09,1383 [1287 - 1474],105.35% [93.3% - 116.09%],05-12-2020
279,NV- LAS VEGAS,95.23,619,569,754,87.4,116.01,619 [569 - 754],95.23% [87.4% - 116.01%],05-12-2020
280,NV- RENO,87.75,146,132,193,83.07,102.75,146 [132 - 193],87.75% [83.07% - 102.75%],05-12-2020
281,NH- LEBANON,83.86,34,30,42,81.34,89.27,34 [30 - 42],83.86% [81.34% - 89.27%],05-12-2020
282,NH- MANCHESTER,84.04,76,70,95,81.67,90.03,76 [70 - 95],84.04% [81.67% - 90.03%],05-12-2020
283,NJ- CAMDEN,85.01,396,358,487,81.92,92.27,396 [358 - 487],85.01% [81.92% - 92.27%],05-12-2020
284,NJ- HACKENSACK,86.45,236,213,278,82.33,94.13,236 [213 - 278],86.45% [82.33% - 94.13%],05-12-2020
285,NJ- MORRISTOWN,89.25,174,158,213,83.32,102.46,174 [158 - 213],89.25% [83.32% - 102.46%],05-12-2020
288,NJ- NEW BRUNSWICK,86.09,165,150,203,82.28,95.26,165 [150 - 203],86.09% [82.28% - 95.26%],05-12-2020
289,NJ- NEWARK,85.28,255,231,307,81.91,92.47,255 [231 - 307],85.28% [81.91% - 92.47%],05-12-2020
291,NJ- PATERSON,85.35,61,56,75,81.95,93.33,61 [56 - 75],85.35% [81.95% - 93.33%],05-12-2020
292,NJ- RIDGEWOOD,92.99,100,91,118,84.55,108.54,100 [91 - 118],92.99% [84.55% - 108.54%],05-12-2020
293,NM- ALBUQUERQUE,101.48,719,641,879,86.97,130.79,719 [641 - 879],101.48% [86.97% - 130.79%],05-12-2020
295,NY- ALBANY,87.63,373,329,474,81.81,100.92,373 [329 - 474],87.63% [81.81% - 100.92%],05-12-2020
296,NY- BINGHAMTON,83.64,29,25,41,80.43,91.41,29 [25 - 41],83.64% [80.43% - 91.41%],05-12-2020
297,NY- BRONX,90.34,371,335,443,83.48,104.03,371 [335 - 443],90.34% [83.48% - 104.03%],05-12-2020
299,NY- BUFFALO,82.18,78,68,113,80.58,88.26,78 [68 - 113],82.18% [80.58% - 88.26%],05-12-2020
300,NY- ELMIRA,82.06,18,13,27,80.0,87.15,18 [13 - 27],82.06% [80.0% - 87.15%],05-12-2020
301,NY- EAST LONG ISLAND,90.56,1253,1127,1514,83.37,105.86,1253 [1127 - 1514],90.56% [83.37% - 105.86%],05-12-2020
304,NY- ROCHESTER,83.47,100,87,138,80.71,91.49,100 [87 - 138],83.47% [80.71% - 91.49%],05-12-2020
307,NY- SYRACUSE,82.09,55,48,81,80.35,87.33,55 [48 - 81],82.09% [80.35% - 87.33%],05-12-2020
308,NY- WHITE PLAINS,89.44,276,250,326,83.23,101.12,276 [250 - 326],89.44% [83.23% - 101.12%],05-12-2020
309,NC- ASHEVILLE,87.11,130,116,166,82.45,97.94,130 [116 - 166],87.11% [82.45% - 97.94%],05-12-2020
311,NC- CHARLOTTE,99.07,1101,997,1316,88.24,122.13,1101 [997 - 1316],99.07% [88.24% - 122.13%],05-12-2020
312,NC- DURHAM,93.46,617,553,760,85.0,112.99,617 [553 - 760],93.46% [85.0% - 112.99%],05-12-2020
313,NC- GREENSBORO,93.59,241,217,301,85.18,113.84,241 [217 - 301],93.59% [85.18% - 113.84%],05-12-2020
314,NC- GREENVILLE,89.02,222,196,288,82.67,104.23,222 [196 - 288],89.02% [82.67% - 104.23%],05-12-2020
315,NC- HICKORY,92.32,90,81,114,84.68,111.15,90 [81 - 114],92.32% [84.68% - 111.15%],05-12-2020
318,NC- RALEIGH,103.96,1056,946,1302,88.55,138.25,1056 [946 - 1302],103.96% [88.55% - 138.25%],05-12-2020
319,NC- WILMINGTON,92.28,145,131,183,84.77,110.98,145 [131 - 183],92.28% [84.77% - 110.98%],05-12-2020
320,NC- WINSTON-SALEM,90.68,389,348,488,83.88,107.02,389 [348 - 488],90.68% [83.88% - 107.02%],05-12-2020
321,ND- BISMARCK,84.21,33,30,43,81.43,92.05,33 [30 - 43],84.21% [81.43% - 92.05%],05-12-2020
322,ND- FARGO MOORHEAD -MN,81.77,32,28,46,80.39,85.67,32 [28 - 46],81.77% [80.39% - 85.67%],05-12-2020
323,ND- GRAND FORKS,80.9,2,1,5,80.0,83.58,2 [1 - 5],80.9% [80.0% - 83.58%],05-12-2020
324,ND- MINOT,82.0,10,10,16,81.0,87.14,10 [10 - 16],82.0% [81.0% - 87.14%],05-12-2020
325,OH- AKRON,93.01,312,279,391,84.41,113.02,312 [279 - 391],93.01% [84.41% - 113.02%],05-12-2020
326,OH- CANTON,91.48,240,214,304,83.55,109.65,240 [214 - 304],91.48% [83.55% - 109.65%],05-12-2020
327,OH- CINCINNATI,89.34,444,401,540,83.42,101.26,444 [401 - 540],89.34% [83.42% - 101.26%],05-12-2020
328,OH- CLEVELAND,90.32,981,878,1218,83.65,105.52,981 [878 - 1218],90.32% [83.65% - 105.52%],05-12-2020
329,OH- COLUMBUS,86.7,597,526,766,81.73,97.7,597 [526 - 766],86.7% [81.73% - 97.7%],05-12-2020
330,OH- DAYTON,86.52,208,186,267,81.84,96.77,208 [186 - 267],86.52% [81.84% - 96.77%],05-12-2020
331,OH- ELYRIA,96.92,120,108,149,85.93,121.93,120 [108 - 149],96.92% [85.93% - 121.93%],05-12-2020
332,OH- KETTERING,87.92,87,79,111,83.11,100.07,87 [79 - 111],87.92% [83.11% - 100.07%],05-12-2020
334,OH- TOLEDO,84.94,203,183,255,81.74,92.27,203 [183 - 255],84.94% [81.74% - 92.27%],05-12-2020
335,OH- YOUNGSTOWN,87.7,197,178,244,82.81,98.38,197 [178 - 244],87.7% [82.81% - 98.38%],05-12-2020
336,OK- LAWTON,85.61,39,35,50,81.96,95.43,39 [35 - 50],85.61% [81.96% - 95.43%],05-12-2020
339,OK- OKLAHOMA CITY,89.59,628,570,880,83.89,112.34,628 [570 - 880],89.59% [83.89% - 112.34%],05-12-2020
340,OK- TULSA,86.29,313,283,440,82.47,101.17,313 [283 - 440],86.29% [82.47% - 101.17%],05-12-2020
341,OR- BEND,84.21,13,12,19,80.99,92.84,13 [12 - 19],84.21% [80.99% - 92.84%],05-12-2020
342,OR- EUGENE,83.62,40,36,55,81.02,91.06,40 [36 - 55],83.62% [81.02% - 91.06%],05-12-2020
343,OR- MEDFORD,81.9,14,13,24,80.31,87.05,14 [13 - 24],81.9% [80.31% - 87.05%],05-12-2020
344,OR- PORTLAND,86.38,329,294,397,82.22,94.53,329 [294 - 397],86.38% [82.22% - 94.53%],05-12-2020
345,OR- SALEM,86.13,24,22,32,82.06,97.89,24 [22 - 32],86.13% [82.06% - 97.89%],05-12-2020
346,PA- ALLENTOWN,91.24,351,319,416,84.47,104.36,351 [319 - 416],91.24% [84.47% - 104.36%],05-12-2020
347,PA- ALTOONA,83.76,23,20,28,80.29,87.63,23 [20 - 28],83.76% [80.29% - 87.63%],05-12-2020
350,PA- DANVILLE,84.26,62,53,77,80.59,89.74,62 [53 - 77],84.26% [80.59% - 89.74%],05-12-2020
351,PA- ERIE,82.35,47,40,61,80.49,85.88,47 [40 - 61],82.35% [80.49% - 85.88%],05-12-2020
352,PA- HARRISBURG,90.03,227,203,266,83.49,100.73,227 [203 - 266],90.03% [83.49% - 100.73%],05-12-2020
354,PA- JOHNSTOWN,82.26,12,11,16,80.27,84.86,12 [11 - 16],82.26% [80.27% - 84.86%],05-12-2020
355,PA- LANCASTER,92.21,143,129,171,84.53,106.45,143 [129 - 171],92.21% [84.53% - 106.45%],05-12-2020
356,PA- PHILADELPHIA,87.73,1108,1006,1320,83.15,96.88,1108 [1006 - 1320],87.73% [83.15% - 96.88%],05-12-2020
357,PA- PITTSBURGH,83.07,354,312,433,80.87,87.21,354 [312 - 433],83.07% [80.87% - 87.21%],05-12-2020
358,PA- READING,90.46,145,129,175,83.3,103.53,145 [129 - 175],90.46% [83.3% - 103.53%],05-12-2020
359,PA- SAYRE,84.68,21,18,26,80.0,90.4,21 [18 - 26],84.68% [80.0% - 90.4%],05-12-2020
360,PA- SCRANTON,89.48,82,73,98,83.06,101.09,82 [73 - 98],89.48% [83.06% - 101.09%],05-12-2020
362,PA- WILKES-BARRE,88.68,52,47,66,82.44,100.31,52 [47 - 66],88.68% [82.44% - 100.31%],05-12-2020
363,PA- YORK,95.99,129,118,151,86.86,111.41,129 [118 - 151],95.99% [86.86% - 111.41%],05-12-2020
364,RI- PROVIDENCE,107.13,845,762,1008,91.08,139.45,845 [762 - 1008],107.13% [91.08% - 139.45%],05-12-2020
365,SC- CHARLESTON,88.73,256,233,316,83.49,100.76,256 [233 - 316],88.73% [83.49% - 100.76%],05-12-2020
366,SC- COLUMBIA,92.3,457,416,544,84.83,107.0,457 [416 - 544],92.3% [84.83% - 107.0%],05-12-2020
367,SC- FLORENCE,86.59,84,77,104,82.76,95.51,84 [77 - 104],86.59% [82.76% - 95.51%],05-12-2020
368,SC- GREENVILLE,88.73,205,187,252,83.6,100.48,205 [187 - 252],88.73% [83.6% - 100.48%],05-12-2020
369,SC- SPARTANBURG,87.94,79,73,96,83.2,97.44,79 [73 - 96],87.94% [83.2% - 97.44%],05-12-2020
370,SD- RAPID CITY,83.81,22,19,33,81.16,90.61,22 [19 - 33],83.81% [81.16% - 90.61%],05-12-2020
371,SD- SIOUX FALLS,91.49,314,280,413,83.14,113.2,314 [280 - 413],91.49% [83.14% - 113.2%],05-12-2020
373,TN- CHATTANOOGA,84.61,100,88,119,81.65,90.17,100 [88 - 119],84.61% [81.65% - 90.17%],05-12-2020
374,TN- JACKSON,81.95,23,20,31,80.22,85.48,23 [20 - 31],81.95% [80.22% - 85.48%],05-12-2020
375,TN- JOHNSON CITY,83.52,27,25,36,80.96,88.62,27 [25 - 36],83.52% [80.96% - 88.62%],05-12-2020
376,TN- KINGSPORT,82.43,45,38,61,80.2,87.4,45 [38 - 61],82.43% [80.2% - 87.4%],05-12-2020
377,TN- KNOXVILLE,82.37,95,84,127,80.53,86.95,95 [84 - 127],82.37% [80.53% - 86.95%],05-12-2020
379,TN- MEMPHIS,85.88,369,326,464,81.71,95.16,369 [326 - 464],85.88% [81.71% - 95.16%],05-12-2020
380,TN- NASHVILLE,89.64,821,733,1002,83.11,102.96,821 [733 - 1002],89.64% [83.11% - 102.96%],05-12-2020
382,TX- ABILENE,80.99,7,7,12,80.0,83.09,7 [7 - 12],80.99% [80.0% - 83.09%],05-12-2020
383,TX- AMARILLO,80.86,7,7,17,80.13,84.13,7 [7 - 17],80.86% [80.13% - 84.13%],05-12-2020
385,TX- AUSTIN,92.93,449,403,570,84.72,114.13,449 [403 - 570],92.93% [84.72% - 114.13%],05-12-2020
386,TX- BEAUMONT,83.03,39,35,53,81.09,89.12,39 [35 - 53],83.03% [81.09% - 89.12%],05-12-2020
388,TX- BRYAN,88.56,48,42,63,82.94,103.53,48 [42 - 63],88.56% [82.94% - 103.53%],05-12-2020
