date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,85.26,,,,,,,,941,,,actual
04-17-2021,87.44,1050,984,1161,84.74,91.9,1050 [984 - 1161],87.44% [84.74% - 91.9%],1332,848,2130,projected
04-24-2021,87.77,1089,1014,1256,84.39,94.6,1089 [1014 - 1256],87.77% [84.39% - 94.6%],1390,786,2614,projected
05-01-2021,88.22,1156,1066,1371,84.2,97.62,1156 [1066 - 1371],88.22% [84.2% - 97.62%],1472,751,3153,projected
05-08-2021,88.87,1253,1142,1529,83.99,100.88,1253 [1142 - 1529],88.87% [83.99% - 100.88%],1587,714,3737,projected
05-15-2021,89.59,1360,1226,1721,83.67,105.19,1360 [1226 - 1721],89.59% [83.67% - 105.19%],1717,657,4508,projected
05-22-2021,90.96,1557,1388,2035,83.54,111.44,1557 [1388 - 2035],90.96% [83.54% - 111.44%],1961,634,5628,projected
05-29-2021,92.15,1706,1519,2287,83.45,118.24,1706 [1519 - 2287],92.15% [83.45% - 118.24%],2175,617,6844,projected
