HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,85.61,468,431,582,82.44,94.19,468 [431 - 582],85.61% [82.44% - 94.19%],473,206,1198,10-20-2020
2,AL- DOTHAN,81.3,14,13,18,80.3,83.39,14 [13 - 18],81.3% [80.3% - 83.39%],17,4,45,10-20-2020
5,AL- HUNTSVILLE,87.73,140,130,165,83.99,96.01,140 [130 - 165],87.73% [83.99% - 96.01%],145,75,301,10-20-2020
6,AL- MOBILE,82.23,60,56,73,81.05,85.04,60 [56 - 73],82.23% [81.05% - 85.04%],63,30,144,10-20-2020
7,AL- MONTGOMERY,87.18,105,98,140,83.3,101.28,105 [98 - 140],87.18% [83.3% - 101.28%],111,51,329,10-20-2020
9,AL- TUSCALOOSA,84.63,42,38,51,81.3,90.42,42 [38 - 51],84.63% [81.3% - 90.42%],46,13,104,10-20-2020
11,AZ- MESA,95.67,308,284,366,87.88,113.38,308 [284 - 366],95.67% [87.88% - 113.38%],310,156,661,10-20-2020
12,AZ- PHOENIX,90.22,771,707,943,84.82,103.99,771 [707 - 943],90.22% [84.82% - 103.99%],774,365,1817,10-20-2020
14,AZ- SUN CITY,86.93,52,49,63,83.33,94.81,52 [49 - 63],86.93% [83.33% - 94.81%],56,27,120,10-20-2020
15,AZ- TUCSON,84.07,101,92,134,81.62,92.32,101 [92 - 134],84.07% [81.62% - 92.32%],102,41,311,10-20-2020
16,AR- FORT SMITH,84.5,54,51,65,82.58,89.68,54 [51 - 65],84.5% [82.58% - 89.68%],57,33,124,10-20-2020
18,AR- JONESBORO,89.01,77,70,95,82.77,101.68,77 [70 - 95],89.01% [82.77% - 101.68%],81,25,196,10-20-2020
19,AR- LITTLE ROCK,83.41,195,180,226,81.54,86.86,195 [180 - 226],83.41% [81.54% - 86.86%],196,89,396,10-20-2020
21,AR- SPRINGDALE,85.53,53,50,62,82.93,90.88,53 [50 - 62],85.53% [82.93% - 90.88%],58,31,115,10-20-2020
22,AR- TEXARKANA,86.61,63,58,77,82.65,96.02,63 [58 - 77],86.61% [82.65% - 96.02%],64,26,157,10-20-2020
23,CA- ORANGE CO.,81.12,82,77,92,80.55,82.0,82 [77 - 92],81.12% [80.55% - 82.0%],85,42,153,10-20-2020
25,CA- BAKERSFIELD,80.9,28,27,32,80.41,81.63,28 [27 - 32],80.9% [80.41% - 81.63%],32,15,59,10-20-2020
31,CA- CHICO,80.8,0,0,1,80.0,81.56,0 [0 - 1],80.8% [80.0% - 81.56%],5,0,10,10-20-2020
33,CA- CONTRA COSTA CO.,81.13,21,20,24,80.55,82.15,21 [20 - 24],81.13% [80.55% - 82.15%],22,11,43,10-20-2020
43,CA- FRESNO,81.31,28,27,32,80.7,82.67,28 [27 - 32],81.31% [80.7% - 82.67%],29,16,61,10-20-2020
56,CA- LOS ANGELES,82.22,548,512,610,81.21,83.82,548 [512 - 610],82.22% [81.21% - 83.82%],550,299,947,10-20-2020
58,CA- MODESTO,86.43,107,98,158,82.56,105.48,107 [98 - 158],86.43% [82.56% - 105.48%],110,44,438,10-20-2020
62,CA- NAPA,80.81,0,0,1,80.0,81.72,0 [0 - 1],80.81% [80.0% - 81.72%],4,0,10,10-20-2020
65,CA- ALAMEDA CO.,80.42,11,10,13,80.15,80.8,11 [10 - 13],80.42% [80.15% - 80.8%],14,5,27,10-20-2020
69,CA- PALM SPR/RANCHO MIR.,81.2,7,7,9,80.57,81.9,7 [7 - 9],81.2% [80.57% - 81.9%],12,6,20,10-20-2020
73,CA- REDDING,85.05,49,46,59,81.94,90.17,49 [46 - 59],85.05% [81.94% - 90.17%],54,21,110,10-20-2020
77,CA- SACRAMENTO,81.09,49,45,60,80.46,82.63,49 [45 - 60],81.09% [80.46% - 82.63%],52,22,126,10-20-2020
78,CA- SALINAS,81.96,14,14,16,81.26,83.91,14 [14 - 16],81.96% [81.26% - 83.91%],15,10,31,10-20-2020
79,CA- SAN BERNARDINO,82.94,165,155,183,81.63,84.98,165 [155 - 183],82.94% [81.63% - 84.98%],169,94,288,10-20-2020
80,CA- SAN DIEGO,82.59,178,167,201,81.36,84.66,178 [167 - 201],82.59% [81.36% - 84.66%],182,96,328,10-20-2020
81,CA- SAN FRANCISCO,80.52,21,20,24,80.2,80.91,21 [20 - 24],80.52% [80.2% - 80.91%],26,10,46,10-20-2020
82,CA- SAN JOSE,81.0,28,27,34,80.5,82.18,28 [27 - 34],81.0% [80.5% - 82.18%],30,15,66,10-20-2020
83,CA- SAN LUIS OBISPO,82.22,7,7,8,81.1,83.29,7 [7 - 8],82.22% [81.1% - 83.29%],10,5,15,10-20-2020
85,CA- SAN MATEO CO.,80.49,7,7,9,80.22,80.78,7 [7 - 9],80.49% [80.22% - 80.78%],13,6,21,10-20-2020
86,CA- SANTA BARBARA,80.64,0,0,1,80.41,81.24,0 [0 - 1],80.64% [80.41% - 81.24%],6,4,12,10-20-2020
