HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,89,4407,4315,4499,81.88,96.12,01-22-2020
2,AL- DOTHAN,81,64,63,65,74.52,87.48,01-22-2020
5,AL- HUNTSVILLE,87,711,695,727,80.04,93.96,01-22-2020
6,AL- MOBILE,88,1281,1254,1308,80.96,95.04,01-22-2020
7,AL- MONTGOMERY,86,561,549,573,79.12,92.88,01-22-2020
9,AL- TUSCALOOSA,86,385,377,393,79.12,92.88,01-22-2020
11,AZ- MESA,103,2702,2646,2758,94.76,111.24,01-22-2020
12,AZ- PHOENIX,94,6288,6156,6420,86.48,101.52,01-22-2020
14,AZ- SUN CITY,90,459,450,468,82.8,97.2,01-22-2020
15,AZ- TUCSON,88,1228,1202,1254,80.96,95.04,01-22-2020
16,AR- FORT SMITH,80,16,16,16,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,35,35,35,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,84,1494,1463,1525,77.28,90.72,01-22-2020
21,AR- SPRINGDALE,82,127,125,129,75.44,88.56,01-22-2020
22,AR- TEXARKANA,80,35,35,35,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,95,6827,6684,6970,87.4,102.6,01-22-2020
25,CA- BAKERSFIELD,85,1119,1096,1142,78.2,91.8,01-22-2020
31,CA- CHICO,89,312,305,319,81.88,96.12,01-22-2020
33,CA- CONTRA COSTA CO.,125,5416,5306,5526,115.0,135.0,01-22-2020
43,CA- FRESNO,89,1252,1226,1278,81.88,96.12,01-22-2020
56,CA- LOS ANGELES,94,20022,19603,20441,86.48,101.52,01-22-2020
58,CA- MODESTO,106,2582,2528,2636,97.52,114.48,01-22-2020
62,CA- NAPA,105,869,851,887,96.6,113.4,01-22-2020
65,CA- ALAMEDA CO.,121,8224,8057,8391,111.32,130.68,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,90,628,615,641,82.8,97.2,01-22-2020
73,CA- REDDING,91,704,690,718,83.72,98.28,01-22-2020
77,CA- SACRAMENTO,109,8023,7856,8190,100.28,117.72,01-22-2020
78,CA- SALINAS,110,1403,1374,1432,101.2,118.8,01-22-2020
79,CA- SAN BERNARDINO,98,5903,5778,6028,90.16,105.84,01-22-2020
80,CA- SAN DIEGO,101,8655,8475,8835,92.92,109.08,01-22-2020
81,CA- SAN FRANCISCO,104,7231,7084,7378,95.68,112.32,01-22-2020
82,CA- SAN JOSE,132,9439,9249,9629,121.44,142.56,01-22-2020
83,CA- SAN LUIS OBISPO,101,575,563,587,92.92,109.08,01-22-2020
85,CA- SAN MATEO CO.,108,4534,4443,4625,99.36,116.64,01-22-2020
86,CA- SANTA BARBARA,95,839,822,856,87.4,102.6,01-22-2020
87,CA- SANTA CRUZ,139,1257,1232,1282,127.88,150.12,01-22-2020
89,CA- SANTA ROSA,99,2075,2032,2118,91.08,106.92,01-22-2020
91,CA- STOCKTON,116,2274,2227,2321,106.72,125.28,01-22-2020
96,CA- VENTURA,99,1724,1688,1760,91.08,106.92,01-22-2020
101,CO- BOULDER,111,860,843,877,102.12,119.88,01-22-2020
102,CO- COLORADO SPRINGS,105,1526,1494,1558,96.6,113.4,01-22-2020
103,CO- DENVER,109,8233,8062,8404,100.28,117.72,01-22-2020
104,CO- FORT COLLINS,99,697,683,711,91.08,106.92,01-22-2020
105,CO- GRAND JUNCTION,107,1288,1263,1313,98.44,115.56,01-22-2020
106,CO- GREELEY,99,853,835,871,91.08,106.92,01-22-2020
107,CO- PUEBLO,84,178,175,181,77.28,90.72,01-22-2020
110,CT- HARTFORD,107,5037,4932,5142,98.44,115.56,01-22-2020
111,CT- NEW HAVEN,117,8466,8294,8638,107.64,126.36,01-22-2020
112,DE- WILMINGTON,98,1901,1861,1941,90.16,105.84,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,94,581,569,593,86.48,101.52,01-22-2020
116,FL- CLEARWATER,88,832,815,849,80.96,95.04,01-22-2020
118,FL- FORT LAUDERDALE,94,7240,7089,7391,86.48,101.52,01-22-2020
119,FL- FORT MYERS,91,2582,2528,2636,83.72,98.28,01-22-2020
120,FL- GAINESVILLE,88,819,802,836,80.96,95.04,01-22-2020
122,FL- HUDSON,89,676,662,690,81.88,96.12,01-22-2020
123,FL- JACKSONVILLE,88,2219,2172,2266,80.96,95.04,01-22-2020
124,FL- LAKELAND,90,627,614,640,82.8,97.2,01-22-2020
127,FL- MIAMI,94,8906,8720,9092,86.48,101.52,01-22-2020
129,FL- OCALA,89,753,738,768,81.88,96.12,01-22-2020
130,FL- ORLANDO,89,5721,5600,5842,81.88,96.12,01-22-2020
131,FL- ORMOND BEACH,86,617,605,629,79.12,92.88,01-22-2020
133,FL- PANAMA CITY,82,105,103,107,75.44,88.56,01-22-2020
134,FL- PENSACOLA,86,869,851,887,79.12,92.88,01-22-2020
137,FL- SARASOTA,89,741,726,756,81.88,96.12,01-22-2020
139,FL- ST PETERSBURG,87,677,663,691,80.04,93.96,01-22-2020
140,FL- TALLAHASSEE,86,910,889,931,79.12,92.88,01-22-2020
141,FL- TAMPA,90,2477,2425,2529,82.8,97.2,01-22-2020
142,GA- ALBANY,103,1500,1470,1530,94.76,111.24,01-22-2020
144,GA- ATLANTA,115,24012,23505,24519,105.8,124.2,01-22-2020
145,GA- AUGUSTA,85,736,721,751,78.2,91.8,01-22-2020
146,GA- COLUMBUS,90,711,696,726,82.8,97.2,01-22-2020
147,GA- MACON,88,954,931,977,80.96,95.04,01-22-2020
148,GA- ROME,109,1237,1212,1262,100.28,117.72,01-22-2020
149,GA- SAVANNAH,88,879,859,899,80.96,95.04,01-22-2020
154,IL- AURORA,112,992,972,1012,103.03999999999999,120.96000000000001,01-22-2020
155,IL- BLUE ISLAND,96,2377,2328,2426,88.32,103.68,01-22-2020
156,IL- CHICAGO,95,7949,7785,8113,87.4,102.6,01-22-2020
158,IL- ELGIN,117,2320,2272,2368,107.64,126.36,01-22-2020
161,IL- EVANSTON,102,3171,3106,3236,93.84,110.16,01-22-2020
163,IL- HINSDALE,103,1507,1476,1538,94.76,111.24,01-22-2020
164,IL- JOLIET,107,2074,2031,2117,98.44,115.56,01-22-2020
166,IL- MELROSE PARK,103,4179,4093,4265,94.76,111.24,01-22-2020
170,IL- PEORIA,84,455,445,465,77.28,90.72,01-22-2020
171,IL- ROCKFORD,96,1411,1381,1441,88.32,103.68,01-22-2020
172,IL- SPRINGFIELD,81,253,248,258,74.52,87.48,01-22-2020
173,IL- URBANA,83,193,189,197,76.36,89.64,01-22-2020
175,IL- BLOOMINGTON,94,223,219,227,86.48,101.52,01-22-2020
179,IN- EVANSVILLE,80,10,10,10,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,5,5,5,73.6,86.4,01-22-2020
181,IN- GARY,80,45,45,45,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,115,113,117,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,2,2,2,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,4,4,4,73.6,86.4,01-22-2020
186,IN- MUNSTER,83,225,221,229,76.36,89.64,01-22-2020
187,IN- SOUTH BEND,80,76,75,77,73.6,86.4,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,82,298,292,304,75.44,88.56,01-22-2020
192,IA- DES MOINES,84,844,826,862,77.28,90.72,01-22-2020
193,IA- DUBUQUE,87,210,206,214,80.04,93.96,01-22-2020
194,IA- IOWA CITY,85,657,644,670,78.2,91.8,01-22-2020
195,IA- MASON CITY,80,0,0,0,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,81,113,111,115,74.52,87.48,01-22-2020
197,IA- WATERLOO,83,120,118,122,76.36,89.64,01-22-2020
200,KS- TOPEKA,85,427,418,436,78.2,91.8,01-22-2020
201,KS- WICHITA,82,638,623,653,75.44,88.56,01-22-2020
203,KY- COVINGTON,97,1094,1072,1116,89.24,104.76,01-22-2020
204,KY- LEXINGTON,93,3865,3781,3949,85.56,100.44,01-22-2020
205,KY- LOUISVILLE,94,3835,3751,3919,86.48,101.52,01-22-2020
207,KY- OWENSBORO,89,250,245,255,81.88,96.12,01-22-2020
208,KY- PADUCAH,80,9,9,9,73.6,86.4,01-22-2020
209,LA- ALEXANDRIA,83,167,164,170,76.36,89.64,01-22-2020
210,LA- BATON ROUGE,99,2756,2697,2815,91.08,106.92,01-22-2020
212,LA- HOUMA,102,896,878,914,93.84,110.16,01-22-2020
213,LA- LAFAYETTE,86,769,753,785,79.12,92.88,01-22-2020
214,LA- LAKE CHARLES,83,149,146,152,76.36,89.64,01-22-2020
216,LA- METAIRIE,129,3020,2960,3080,118.68,139.32,01-22-2020
217,LA- MONROE,81,93,92,94,74.52,87.48,01-22-2020
218,LA- NEW ORLEANS,112,4852,4757,4947,103.03999999999999,120.96000000000001,01-22-2020
219,LA- SHREVEPORT,84,652,638,666,77.28,90.72,01-22-2020
221,ME- BANGOR,82,141,138,144,75.44,88.56,01-22-2020
222,ME- PORTLAND,90,1578,1545,1611,82.8,97.2,01-22-2020
223,MD- BALTIMORE,106,10059,9845,10273,97.52,114.48,01-22-2020
225,MD- SALISBURY,98,916,896,936,90.16,105.84,01-22-2020
226,MD- TAKOMA PARK,139,4432,4340,4524,127.88,150.12,01-22-2020
227,MA- BOSTON,105,16144,15811,16477,96.6,113.4,01-22-2020
230,MA- SPRINGFIELD,99,1777,1740,1814,91.08,106.92,01-22-2020
231,MA- WORCESTER,106,2516,2464,2568,97.52,114.48,01-22-2020
232,MI- ANN ARBOR,101,4135,4050,4220,92.92,109.08,01-22-2020
233,MI- DEARBORN,97,1700,1666,1734,89.24,104.76,01-22-2020
234,MI- DETROIT,100,5591,5476,5706,92.0,108.0,01-22-2020
235,MI- FLINT,96,1214,1189,1239,88.32,103.68,01-22-2020
238,MI- KALAMAZOO,85,408,399,417,78.2,91.8,01-22-2020
239,MI- LANSING,90,877,859,895,82.8,97.2,01-22-2020
240,MI- MARQUETTE,80,0,0,0,73.6,86.4,01-22-2020
242,MI- MUSKEGON,84,140,138,142,77.28,90.72,01-22-2020
243,MI- PETOSKEY,81,13,13,13,74.52,87.48,01-22-2020
244,MI- PONTIAC,101,1468,1438,1498,92.92,109.08,01-22-2020
245,MI- ROYAL OAK,95,2461,2411,2511,87.4,102.6,01-22-2020
246,MI- SAGINAW,84,470,460,480,77.28,90.72,01-22-2020
248,MI- ST JOSEPH,88,138,135,141,80.96,95.04,01-22-2020
249,MI- TRAVERSE CITY,82,66,65,67,75.44,88.56,01-22-2020
250,MN- DULUTH,80,49,48,50,73.6,86.4,01-22-2020
251,MN- MINNEAPOLIS,87,3456,3382,3530,80.04,93.96,01-22-2020
253,MN- ROCHESTER,83,492,481,503,76.36,89.64,01-22-2020
254,MN- ST CLOUD,85,225,221,229,78.2,91.8,01-22-2020
256,MN- ST PAUL,90,1371,1342,1400,82.8,97.2,01-22-2020
257,MS- GULFPORT,108,1258,1232,1284,99.36,116.64,01-22-2020
258,MS- HATTIESBURG,96,1133,1109,1157,88.32,103.68,01-22-2020
259,MS- JACKSON,94,3541,3462,3620,86.48,101.52,01-22-2020
261,MS- OXFORD,89,302,295,309,81.88,96.12,01-22-2020
262,MS- TUPELO,88,711,694,728,80.96,95.04,01-22-2020
263,MO- CAPE GIRARDEAU,80,1,1,1,73.6,86.4,01-22-2020
264,MO- COLUMBIA,82,267,261,273,75.44,88.56,01-22-2020
267,MO- JOPLIN,80,35,35,35,73.6,86.4,01-22-2020
268,MO- KANSAS CITY,89,4447,4353,4541,81.88,96.12,01-22-2020
270,MO- SPRINGFIELD,83,305,298,312,76.36,89.64,01-22-2020
273,MO- ST LOUIS,83,2369,2317,2421,76.36,89.64,01-22-2020
274,MT- BILLINGS,84,570,558,582,77.28,90.72,01-22-2020
275,MT- GREAT FALLS,81,58,57,59,74.52,87.48,01-22-2020
276,MT- MISSOULA,85,340,333,347,78.2,91.8,01-22-2020
277,NE- LINCOLN,93,1437,1407,1467,85.56,100.44,01-22-2020
278,NE- OMAHA,101,6968,6827,7109,92.92,109.08,01-22-2020
279,NV- LAS VEGAS,105,5965,5841,6089,96.6,113.4,01-22-2020
280,NV- RENO,93,1415,1385,1445,85.56,100.44,01-22-2020
281,NH- LEBANON,90,607,595,619,82.8,97.2,01-22-2020
282,NH- MANCHESTER,90,1200,1175,1225,82.8,97.2,01-22-2020
283,NJ- CAMDEN,106,12181,11930,12432,97.52,114.48,01-22-2020
284,NJ- HACKENSACK,132,11941,11706,12176,121.44,142.56,01-22-2020
285,NJ- MORRISTOWN,147,7710,7555,7865,135.24,158.76,01-22-2020
288,NJ- NEW BRUNSWICK,124,7249,7103,7395,114.08,133.92,01-22-2020
289,NJ- NEWARK,120,11917,11680,12154,110.4,129.6,01-22-2020
291,NJ- PATERSON,123,3067,3006,3128,113.16,132.84,01-22-2020
293,NM- ALBUQUERQUE,91,2175,2129,2221,83.72,98.28,01-22-2020
295,NY- ALBANY,143,18586,18211,18961,131.56,154.44,01-22-2020
296,NY- BINGHAMTON,105,1352,1324,1380,96.6,113.4,01-22-2020
297,NY- BRONX,184,23421,22966,23876,169.28,198.72,01-22-2020
299,NY- BUFFALO,99,3908,3826,3990,91.08,106.92,01-22-2020
300,NY- ELMIRA,95,938,918,958,87.4,102.6,01-22-2020
301,NY- EAST LONG ISLAND,197,78803,77267,80339,181.24,212.76,01-22-2020
304,NY- ROCHESTER,107,4544,4448,4640,98.44,115.56,01-22-2020
307,NY- SYRACUSE,96,2738,2681,2795,88.32,103.68,01-22-2020
308,NY- WHITE PLAINS,175,17604,17264,17944,161.0,189.0,01-22-2020
309,NC- ASHEVILLE,81,199,195,203,74.52,87.48,01-22-2020
311,NC- CHARLOTTE,90,3255,3185,3325,82.8,97.2,01-22-2020
312,NC- DURHAM,85,1389,1359,1419,78.2,91.8,01-22-2020
313,NC- GREENSBORO,86,614,601,627,79.12,92.88,01-22-2020
314,NC- GREENVILLE,82,386,378,394,75.44,88.56,01-22-2020
315,NC- HICKORY,85,210,206,214,78.2,91.8,01-22-2020
318,NC- RALEIGH,91,2785,2727,2843,83.72,98.28,01-22-2020
319,NC- WILMINGTON,84,303,297,309,77.28,90.72,01-22-2020
320,NC- WINSTON-SALEM,84,921,901,941,77.28,90.72,01-22-2020
321,ND- BISMARCK,86,296,290,302,79.12,92.88,01-22-2020
322,ND- FARGO MOORHEAD -MN,80,80,79,81,73.6,86.4,01-22-2020
323,ND- GRAND FORKS,80,2,2,2,73.6,86.4,01-22-2020
324,ND- MINOT,82,102,100,104,75.44,88.56,01-22-2020
325,OH- AKRON,100,2807,2748,2866,92.0,108.0,01-22-2020
326,OH- CANTON,96,1968,1926,2010,88.32,103.68,01-22-2020
327,OH- CINCINNATI,91,3099,3034,3164,83.72,98.28,01-22-2020
328,OH- CLEVELAND,98,9148,8957,9339,90.16,105.84,01-22-2020
329,OH- COLUMBUS,88,3820,3734,3906,80.96,95.04,01-22-2020
330,OH- DAYTON,87,1286,1257,1315,80.04,93.96,01-22-2020
331,OH- ELYRIA,107,1139,1115,1163,98.44,115.56,01-22-2020
332,OH- KETTERING,91,772,756,788,83.72,98.28,01-22-2020
334,OH- TOLEDO,90,2419,2366,2472,82.8,97.2,01-22-2020
335,OH- YOUNGSTOWN,91,1704,1668,1740,83.72,98.28,01-22-2020
336,OK- LAWTON,84,147,144,150,77.28,90.72,01-22-2020
339,OK- OKLAHOMA CITY,93,4761,4658,4864,85.56,100.44,01-22-2020
340,OK- TULSA,87,1928,1883,1973,80.04,93.96,01-22-2020
341,OR- BEND,92,264,259,269,84.64,99.36,01-22-2020
342,OR- EUGENE,90,736,721,751,82.8,97.2,01-22-2020
343,OR- MEDFORD,85,306,300,312,78.2,91.8,01-22-2020
344,OR- PORTLAND,93,4008,3923,4093,85.56,100.44,01-22-2020
345,OR- SALEM,99,489,479,499,91.08,106.92,01-22-2020
346,PA- ALLENTOWN,110,5523,5409,5637,101.2,118.8,01-22-2020
347,PA- ALTOONA,82,75,73,77,75.44,88.56,01-22-2020
350,PA- DANVILLE,85,388,379,397,78.2,91.8,01-22-2020
351,PA- ERIE,83,455,446,464,76.36,89.64,01-22-2020
352,PA- HARRISBURG,91,1495,1464,1526,83.72,98.28,01-22-2020
354,PA- JOHNSTOWN,82,76,74,78,75.44,88.56,01-22-2020
355,PA- LANCASTER,99,1263,1236,1290,91.08,106.92,01-22-2020
356,PA- PHILADELPHIA,101,15332,15011,15653,92.92,109.08,01-22-2020
357,PA- PITTSBURGH,280,71505,68704,74306,257.6,302.4,01-22-2020
358,PA- READING,98,1454,1424,1484,90.16,105.84,01-22-2020
359,PA- SAYRE,93,341,334,348,85.56,100.44,01-22-2020
360,PA- SCRANTON,101,1087,1064,1110,92.92,109.08,01-22-2020
362,PA- WILKES-BARRE,95,549,538,560,87.4,102.6,01-22-2020
363,PA- YORK,95,731,716,746,87.4,102.6,01-22-2020
365,SC- CHARLESTON,88,1359,1330,1388,80.96,95.04,01-22-2020
366,SC- COLUMBIA,93,2855,2795,2915,85.56,100.44,01-22-2020
