HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,85,2789,2733,2845,78.2,91.8,01-22-2020
2,AL- DOTHAN,80,6,6,6,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,83,373,365,381,76.36,89.64,01-22-2020
6,AL- MOBILE,84,765,750,780,77.28,90.72,01-22-2020
7,AL- MONTGOMERY,83,316,309,323,76.36,89.64,01-22-2020
9,AL- TUSCALOOSA,84,269,264,274,77.28,90.72,01-22-2020
11,AZ- MESA,94,1736,1702,1770,86.48,101.52,01-22-2020
12,AZ- PHOENIX,88,4020,3939,4101,80.96,95.04,01-22-2020
14,AZ- SUN CITY,86,292,287,297,79.12,92.88,01-22-2020
15,AZ- TUCSON,84,706,692,720,77.28,90.72,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,9,9,9,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,82,921,903,939,75.44,88.56,01-22-2020
21,AR- SPRINGDALE,81,105,104,106,74.52,87.48,01-22-2020
22,AR- TEXARKANA,80,1,1,1,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,89,4424,4336,4512,81.88,96.12,01-22-2020
25,CA- BAKERSFIELD,83,705,691,719,76.36,89.64,01-22-2020
31,CA- CHICO,84,147,144,150,77.28,90.72,01-22-2020
33,CA- CONTRA COSTA CO.,110,3775,3702,3848,101.2,118.8,01-22-2020
43,CA- FRESNO,85,783,768,798,78.2,91.8,01-22-2020
56,CA- LOS ANGELES,88,13050,12789,13311,80.96,95.04,01-22-2020
58,CA- MODESTO,96,1670,1637,1703,88.32,103.68,01-22-2020
62,CA- NAPA,96,577,566,588,88.32,103.68,01-22-2020
65,CA- ALAMEDA CO.,107,5771,5659,5883,98.44,115.56,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,86,396,388,404,79.12,92.88,01-22-2020
73,CA- REDDING,86,438,429,447,79.12,92.88,01-22-2020
77,CA- SACRAMENTO,98,5250,5146,5354,90.16,105.84,01-22-2020
78,CA- SALINAS,99,913,895,931,91.08,106.92,01-22-2020
79,CA- SAN BERNARDINO,90,3743,3668,3818,82.8,97.2,01-22-2020
80,CA- SAN DIEGO,93,5684,5571,5797,85.56,100.44,01-22-2020
81,CA- SAN FRANCISCO,96,5079,4981,5177,88.32,103.68,01-22-2020
82,CA- SAN JOSE,115,6777,6647,6907,105.8,124.2,01-22-2020
83,CA- SAN LUIS OBISPO,93,384,377,391,85.56,100.44,01-22-2020
85,CA- SAN MATEO CO.,99,3239,3177,3301,91.08,106.92,01-22-2020
86,CA- SANTA BARBARA,89,549,539,559,81.88,96.12,01-22-2020
87,CA- SANTA CRUZ,119,862,845,879,109.48,128.52,01-22-2020
89,CA- SANTA ROSA,92,1380,1353,1407,84.64,99.36,01-22-2020
91,CA- STOCKTON,103,1526,1496,1556,94.76,111.24,01-22-2020
96,CA- VENTURA,91,1117,1095,1139,83.72,98.28,01-22-2020
101,CO- BOULDER,99,573,562,584,91.08,106.92,01-22-2020
102,CO- COLORADO SPRINGS,95,927,908,946,87.4,102.6,01-22-2020
103,CO- DENVER,98,5417,5309,5525,90.16,105.84,01-22-2020
104,CO- FORT COLLINS,91,453,444,462,83.72,98.28,01-22-2020
105,CO- GRAND JUNCTION,99,948,930,966,91.08,106.92,01-22-2020
106,CO- GREELEY,91,544,533,555,83.72,98.28,01-22-2020
107,CO- PUEBLO,82,99,97,101,75.44,88.56,01-22-2020
110,CT- HARTFORD,96,3233,3168,3298,88.32,103.68,01-22-2020
111,CT- NEW HAVEN,105,5958,5843,6073,96.6,113.4,01-22-2020
112,DE- WILMINGTON,90,1201,1177,1225,82.8,97.2,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,88,382,375,389,80.96,95.04,01-22-2020
116,FL- CLEARWATER,85,533,523,543,78.2,91.8,01-22-2020
118,FL- FORT LAUDERDALE,89,4739,4645,4833,81.88,96.12,01-22-2020
119,FL- FORT MYERS,87,1662,1629,1695,80.04,93.96,01-22-2020
120,FL- GAINESVILLE,84,478,469,487,77.28,90.72,01-22-2020
122,FL- HUDSON,85,456,447,465,78.2,91.8,01-22-2020
123,FL- JACKSONVILLE,84,1372,1344,1400,77.28,90.72,01-22-2020
124,FL- LAKELAND,86,394,386,402,79.12,92.88,01-22-2020
127,FL- MIAMI,89,5871,5755,5987,81.88,96.12,01-22-2020
129,FL- OCALA,85,448,439,457,78.2,91.8,01-22-2020
130,FL- ORLANDO,85,3622,3549,3695,78.2,91.8,01-22-2020
131,FL- ORMOND BEACH,84,403,395,411,77.28,90.72,01-22-2020
133,FL- PANAMA CITY,81,79,78,80,74.52,87.48,01-22-2020
134,FL- PENSACOLA,84,609,598,620,77.28,90.72,01-22-2020
137,FL- SARASOTA,85,448,439,457,78.2,91.8,01-22-2020
139,FL- ST PETERSBURG,84,432,424,440,77.28,90.72,01-22-2020
140,FL- TALLAHASSEE,83,463,453,473,76.36,89.64,01-22-2020
141,FL- TAMPA,86,1589,1558,1620,79.12,92.88,01-22-2020
142,GA- ALBANY,96,1083,1063,1103,88.32,103.68,01-22-2020
144,GA- ATLANTA,101,15313,15004,15622,92.92,109.08,01-22-2020
145,GA- AUGUSTA,83,471,462,480,76.36,89.64,01-22-2020
146,GA- COLUMBUS,85,386,378,394,78.2,91.8,01-22-2020
147,GA- MACON,83,414,405,423,76.36,89.64,01-22-2020
148,GA- ROME,97,765,750,780,89.24,104.76,01-22-2020
149,GA- SAVANNAH,83,443,434,452,76.36,89.64,01-22-2020
154,IL- AURORA,100,646,634,658,92.0,108.0,01-22-2020
155,IL- BLUE ISLAND,90,1606,1575,1637,82.8,97.2,01-22-2020
156,IL- CHICAGO,90,5378,5273,5483,82.8,97.2,01-22-2020
158,IL- ELGIN,103,1566,1536,1596,94.76,111.24,01-22-2020
161,IL- EVANSTON,94,2145,2103,2187,86.48,101.52,01-22-2020
163,IL- HINSDALE,95,1008,989,1027,87.4,102.6,01-22-2020
164,IL- JOLIET,97,1387,1360,1414,89.24,104.76,01-22-2020
166,IL- MELROSE PARK,94,2816,2761,2871,86.48,101.52,01-22-2020
170,IL- PEORIA,82,279,274,284,75.44,88.56,01-22-2020
171,IL- ROCKFORD,89,828,811,845,81.88,96.12,01-22-2020
172,IL- SPRINGFIELD,80,124,122,126,73.6,86.4,01-22-2020
173,IL- URBANA,81,90,89,91,74.52,87.48,01-22-2020
175,IL- BLOOMINGTON,88,125,123,127,80.96,95.04,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,73.6,86.4,01-22-2020
181,IN- GARY,80,27,27,27,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,72,71,73,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,0,0,0,73.6,86.4,01-22-2020
186,IN- MUNSTER,82,149,146,152,75.44,88.56,01-22-2020
187,IN- SOUTH BEND,80,35,35,35,73.6,86.4,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,81,162,159,165,74.52,87.48,01-22-2020
192,IA- DES MOINES,82,480,470,490,75.44,88.56,01-22-2020
193,IA- DUBUQUE,84,143,141,145,77.28,90.72,01-22-2020
194,IA- IOWA CITY,83,387,379,395,76.36,89.64,01-22-2020
195,IA- MASON CITY,80,0,0,0,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,81,90,89,91,74.52,87.48,01-22-2020
197,IA- WATERLOO,82,91,90,92,75.44,88.56,01-22-2020
200,KS- TOPEKA,82,262,258,266,75.44,88.56,01-22-2020
201,KS- WICHITA,81,328,321,335,74.52,87.48,01-22-2020
203,KY- COVINGTON,90,738,724,752,82.8,97.2,01-22-2020
204,KY- LEXINGTON,87,2159,2114,2204,80.04,93.96,01-22-2020
205,KY- LOUISVILLE,87,2143,2097,2189,80.04,93.96,01-22-2020
207,KY- OWENSBORO,84,89,87,91,77.28,90.72,01-22-2020
208,KY- PADUCAH,80,0,0,0,73.6,86.4,01-22-2020
209,LA- ALEXANDRIA,81,90,89,91,74.52,87.48,01-22-2020
210,LA- BATON ROUGE,91,1666,1632,1700,83.72,98.28,01-22-2020
212,LA- HOUMA,93,562,551,573,85.56,100.44,01-22-2020
213,LA- LAFAYETTE,83,475,466,484,76.36,89.64,01-22-2020
214,LA- LAKE CHARLES,81,94,93,95,74.52,87.48,01-22-2020
216,LA- METAIRIE,115,2256,2214,2298,105.8,124.2,01-22-2020
217,LA- MONROE,81,54,53,55,74.52,87.48,01-22-2020
218,LA- NEW ORLEANS,104,3759,3689,3829,95.68,112.32,01-22-2020
219,LA- SHREVEPORT,82,348,341,355,75.44,88.56,01-22-2020
221,ME- BANGOR,81,66,65,67,74.52,87.48,01-22-2020
222,ME- PORTLAND,86,1032,1012,1052,79.12,92.88,01-22-2020
223,MD- BALTIMORE,95,6224,6097,6351,87.4,102.6,01-22-2020
225,MD- SALISBURY,89,510,500,520,81.88,96.12,01-22-2020
226,MD- TAKOMA PARK,117,2895,2838,2952,107.64,126.36,01-22-2020
227,MA- BOSTON,96,10936,10721,11151,88.32,103.68,01-22-2020
230,MA- SPRINGFIELD,91,1130,1108,1152,83.72,98.28,01-22-2020
231,MA- WORCESTER,96,1682,1649,1715,88.32,103.68,01-22-2020
232,MI- ANN ARBOR,94,2779,2724,2834,86.48,101.52,01-22-2020
233,MI- DEARBORN,91,1166,1144,1188,83.72,98.28,01-22-2020
234,MI- DETROIT,93,3804,3730,3878,85.56,100.44,01-22-2020
235,MI- FLINT,89,738,723,753,81.88,96.12,01-22-2020
238,MI- KALAMAZOO,82,207,203,211,75.44,88.56,01-22-2020
239,MI- LANSING,85,538,528,548,78.2,91.8,01-22-2020
240,MI- MARQUETTE,80,0,0,0,73.6,86.4,01-22-2020
242,MI- MUSKEGON,82,100,99,101,75.44,88.56,01-22-2020
243,MI- PETOSKEY,80,0,0,0,73.6,86.4,01-22-2020
244,MI- PONTIAC,93,1002,983,1021,85.56,100.44,01-22-2020
245,MI- ROYAL OAK,90,1679,1646,1712,82.8,97.2,01-22-2020
246,MI- SAGINAW,82,253,248,258,75.44,88.56,01-22-2020
248,MI- ST JOSEPH,84,78,77,79,77.28,90.72,01-22-2020
249,MI- TRAVERSE CITY,81,21,21,21,74.52,87.48,01-22-2020
250,MN- DULUTH,80,14,14,14,73.6,86.4,01-22-2020
251,MN- MINNEAPOLIS,84,2110,2068,2152,77.28,90.72,01-22-2020
253,MN- ROCHESTER,81,233,228,238,74.52,87.48,01-22-2020
254,MN- ST CLOUD,83,120,118,122,76.36,89.64,01-22-2020
256,MN- ST PAUL,86,849,832,866,79.12,92.88,01-22-2020
257,MS- GULFPORT,97,832,816,848,89.24,104.76,01-22-2020
258,MS- HATTIESBURG,90,756,742,770,82.8,97.2,01-22-2020
259,MS- JACKSON,87,1738,1699,1777,80.04,93.96,01-22-2020
261,MS- OXFORD,83,72,70,74,76.36,89.64,01-22-2020
262,MS- TUPELO,83,308,301,315,76.36,89.64,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,73.6,86.4,01-22-2020
264,MO- COLUMBIA,81,136,133,139,74.52,87.48,01-22-2020
267,MO- JOPLIN,80,1,1,1,73.6,86.4,01-22-2020
268,MO- KANSAS CITY,85,2877,2820,2934,78.2,91.8,01-22-2020
270,MO- SPRINGFIELD,81,145,142,148,74.52,87.48,01-22-2020
273,MO- ST LOUIS,81,1384,1356,1412,74.52,87.48,01-22-2020
274,MT- BILLINGS,82,330,324,336,75.44,88.56,01-22-2020
275,MT- GREAT FALLS,80,18,18,18,73.6,86.4,01-22-2020
276,MT- MISSOULA,83,196,192,200,76.36,89.64,01-22-2020
277,NE- LINCOLN,88,857,839,875,80.96,95.04,01-22-2020
278,NE- OMAHA,94,4916,4821,5011,86.48,101.52,01-22-2020
279,NV- LAS VEGAS,96,3962,3884,4040,88.32,103.68,01-22-2020
280,NV- RENO,88,959,941,977,80.96,95.04,01-22-2020
281,NH- LEBANON,86,390,383,397,79.12,92.88,01-22-2020
282,NH- MANCHESTER,86,787,772,802,79.12,92.88,01-22-2020
283,NJ- CAMDEN,96,8207,8045,8369,88.32,103.68,01-22-2020
284,NJ- HACKENSACK,118,9111,8940,9282,108.56,127.44,01-22-2020
285,NJ- MORRISTOWN,126,5504,5398,5610,115.92,136.08,01-22-2020
288,NJ- NEW BRUNSWICK,110,5162,5063,5261,101.2,118.8,01-22-2020
289,NJ- NEWARK,108,8746,8579,8913,99.36,116.64,01-22-2020
291,NJ- PATERSON,110,2245,2203,2287,101.2,118.8,01-22-2020
293,NM- ALBUQUERQUE,86,1292,1265,1319,79.12,92.88,01-22-2020
