HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,94,7116,6969,7263,86.48,101.52,01-22-2020
2,AL- DOTHAN,84,256,249,263,77.28,90.72,01-22-2020
5,AL- HUNTSVILLE,91,1249,1223,1275,83.72,98.28,01-22-2020
6,AL- MOBILE,93,2202,2156,2248,85.56,100.44,01-22-2020
7,AL- MONTGOMERY,90,907,888,926,82.8,97.2,01-22-2020
9,AL- TUSCALOOSA,91,646,632,660,83.72,98.28,01-22-2020
11,AZ- MESA,117,4289,4202,4376,107.64,126.36,01-22-2020
12,AZ- PHOENIX,102,10013,9808,10218,93.84,110.16,01-22-2020
14,AZ- SUN CITY,95,732,717,747,87.4,102.6,01-22-2020
15,AZ- TUCSON,93,2050,2008,2092,85.56,100.44,01-22-2020
16,AR- FORT SMITH,80,57,56,58,73.6,86.4,01-22-2020
18,AR- JONESBORO,81,70,69,71,74.52,87.48,01-22-2020
19,AR- LITTLE ROCK,87,2455,2405,2505,80.04,93.96,01-22-2020
21,AR- SPRINGDALE,83,224,219,229,76.36,89.64,01-22-2020
22,AR- TEXARKANA,81,94,92,96,74.52,87.48,01-22-2020
23,CA- ORANGE CO.,103,10730,10511,10949,94.76,111.24,01-22-2020
25,CA- BAKERSFIELD,88,1852,1814,1890,80.96,95.04,01-22-2020
31,CA- CHICO,95,579,567,591,87.4,102.6,01-22-2020
33,CA- CONTRA COSTA CO.,144,7858,7704,8012,132.48,155.52,01-22-2020
43,CA- FRESNO,95,2059,2016,2102,87.4,102.6,01-22-2020
56,CA- LOS ANGELES,101,31335,30696,31974,92.92,109.08,01-22-2020
58,CA- MODESTO,120,4111,4027,4195,110.4,129.6,01-22-2020
62,CA- NAPA,118,1330,1304,1356,108.56,127.44,01-22-2020
65,CA- ALAMEDA CO.,137,11825,11593,12057,126.03999999999999,147.96,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,96,1006,986,1026,88.32,103.68,01-22-2020
73,CA- REDDING,97,1116,1094,1138,89.24,104.76,01-22-2020
77,CA- SACRAMENTO,123,12386,12136,12636,113.16,132.84,01-22-2020
78,CA- SALINAS,126,2169,2126,2212,115.92,136.08,01-22-2020
79,CA- SAN BERNARDINO,108,9471,9277,9665,99.36,116.64,01-22-2020
80,CA- SAN DIEGO,112,13424,13152,13696,103.03999999999999,120.96000000000001,01-22-2020
81,CA- SAN FRANCISCO,113,10383,10180,10586,103.96,122.04,01-22-2020
82,CA- SAN JOSE,151,13325,13066,13584,138.92,163.08,01-22-2020
83,CA- SAN LUIS OBISPO,112,886,869,903,103.03999999999999,120.96000000000001,01-22-2020
85,CA- SAN MATEO CO.,118,6433,6308,6558,108.56,127.44,01-22-2020
86,CA- SANTA BARBARA,103,1330,1303,1357,94.76,111.24,01-22-2020
87,CA- SANTA CRUZ,165,1856,1820,1892,151.8,178.2,01-22-2020
89,CA- SANTA ROSA,107,3110,3048,3172,98.44,115.56,01-22-2020
91,CA- STOCKTON,134,3460,3391,3529,123.28,144.72,01-22-2020
96,CA- VENTURA,109,2705,2650,2760,100.28,117.72,01-22-2020
101,CO- BOULDER,126,1309,1283,1335,115.92,136.08,01-22-2020
102,CO- COLORADO SPRINGS,118,2375,2327,2423,108.56,127.44,01-22-2020
103,CO- DENVER,123,12385,12138,12632,113.16,132.84,01-22-2020
104,CO- FORT COLLINS,109,1112,1090,1134,100.28,117.72,01-22-2020
105,CO- GRAND JUNCTION,115,1768,1734,1802,105.8,124.2,01-22-2020
106,CO- GREELEY,109,1340,1313,1367,100.28,117.72,01-22-2020
107,CO- PUEBLO,86,310,304,316,79.12,92.88,01-22-2020
110,CT- HARTFORD,121,7888,7728,8048,111.32,130.68,01-22-2020
111,CT- NEW HAVEN,131,12099,11863,12335,120.52,141.48,01-22-2020
112,DE- WILMINGTON,107,3038,2976,3100,98.44,115.56,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,102,920,902,938,93.84,110.16,01-22-2020
116,FL- CLEARWATER,94,1341,1314,1368,86.48,101.52,01-22-2020
118,FL- FORT LAUDERDALE,101,11278,11049,11507,92.92,109.08,01-22-2020
119,FL- FORT MYERS,98,4067,3984,4150,90.16,105.84,01-22-2020
120,FL- GAINESVILLE,92,1351,1323,1379,84.64,99.36,01-22-2020
122,FL- HUDSON,94,1062,1041,1083,86.48,101.52,01-22-2020
123,FL- JACKSONVILLE,92,3617,3542,3692,84.64,99.36,01-22-2020
124,FL- LAKELAND,96,1015,994,1036,88.32,103.68,01-22-2020
127,FL- MIAMI,101,13773,13494,14052,92.92,109.08,01-22-2020
129,FL- OCALA,95,1234,1209,1259,87.4,102.6,01-22-2020
130,FL- ORLANDO,95,9215,9025,9405,87.4,102.6,01-22-2020
131,FL- ORMOND BEACH,90,991,971,1011,82.8,97.2,01-22-2020
133,FL- PANAMA CITY,84,171,168,174,77.28,90.72,01-22-2020
134,FL- PENSACOLA,90,1404,1375,1433,82.8,97.2,01-22-2020
137,FL- SARASOTA,94,1205,1181,1229,86.48,101.52,01-22-2020
139,FL- ST PETERSBURG,91,1089,1067,1111,83.72,98.28,01-22-2020
140,FL- TALLAHASSEE,91,1772,1734,1810,83.72,98.28,01-22-2020
141,FL- TAMPA,95,3953,3872,4034,87.4,102.6,01-22-2020
142,GA- ALBANY,112,2131,2090,2172,103.03999999999999,120.96000000000001,01-22-2020
144,GA- ATLANTA,133,37978,37205,38751,122.36,143.64,01-22-2020
145,GA- AUGUSTA,89,1267,1240,1294,81.88,96.12,01-22-2020
146,GA- COLUMBUS,96,1190,1166,1214,88.32,103.68,01-22-2020
147,GA- MACON,95,1941,1899,1983,87.4,102.6,01-22-2020
148,GA- ROME,122,1893,1856,1930,112.24,131.76,01-22-2020
149,GA- SAVANNAH,93,1625,1591,1659,85.56,100.44,01-22-2020
154,IL- AURORA,128,1526,1496,1556,117.76,138.24,01-22-2020
155,IL- BLUE ISLAND,103,3575,3504,3646,94.76,111.24,01-22-2020
156,IL- CHICAGO,103,11942,11703,12181,94.76,111.24,01-22-2020
158,IL- ELGIN,134,3529,3458,3600,123.28,144.72,01-22-2020
161,IL- EVANSTON,112,4767,4672,4862,103.03999999999999,120.96000000000001,01-22-2020
163,IL- HINSDALE,114,2291,2245,2337,104.88,123.12,01-22-2020
164,IL- JOLIET,120,3177,3113,3241,110.4,129.6,01-22-2020
166,IL- MELROSE PARK,114,6313,6187,6439,104.88,123.12,01-22-2020
170,IL- PEORIA,88,847,829,865,80.96,95.04,01-22-2020
171,IL- ROCKFORD,105,2282,2236,2328,96.6,113.4,01-22-2020
172,IL- SPRINGFIELD,84,569,556,582,77.28,90.72,01-22-2020
173,IL- URBANA,86,405,397,413,79.12,92.88,01-22-2020
175,IL- BLOOMINGTON,103,359,352,366,94.76,111.24,01-22-2020
179,IN- EVANSVILLE,81,140,137,143,74.52,87.48,01-22-2020
180,IN- FORT WAYNE,81,123,119,127,74.52,87.48,01-22-2020
181,IN- GARY,80,75,74,76,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,201,197,205,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,7,7,7,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,15,15,15,73.6,86.4,01-22-2020
186,IN- MUNSTER,84,340,334,346,77.28,90.72,01-22-2020
187,IN- SOUTH BEND,81,137,135,139,74.52,87.48,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,85,599,586,612,78.2,91.8,01-22-2020
192,IA- DES MOINES,88,1567,1533,1601,80.96,95.04,01-22-2020
193,IA- DUBUQUE,92,392,384,400,84.64,99.36,01-22-2020
194,IA- IOWA CITY,89,1057,1035,1079,81.88,96.12,01-22-2020
195,IA- MASON CITY,80,28,28,28,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,84,258,252,264,77.28,90.72,01-22-2020
197,IA- WATERLOO,88,261,255,267,80.96,95.04,01-22-2020
200,KS- TOPEKA,90,852,833,871,82.8,97.2,01-22-2020
201,KS- WICHITA,85,1397,1365,1429,78.2,91.8,01-22-2020
203,KY- COVINGTON,108,1811,1773,1849,99.36,116.64,01-22-2020
204,KY- LEXINGTON,102,6659,6519,6799,93.84,110.16,01-22-2020
205,KY- LOUISVILLE,103,6496,6361,6631,94.76,111.24,01-22-2020
207,KY- OWENSBORO,93,369,362,376,85.56,100.44,01-22-2020
208,KY- PADUCAH,84,269,261,277,77.28,90.72,01-22-2020
209,LA- ALEXANDRIA,86,334,327,341,79.12,92.88,01-22-2020
210,LA- BATON ROUGE,110,4439,4349,4529,101.2,118.8,01-22-2020
212,LA- HOUMA,112,1359,1332,1386,103.03999999999999,120.96000000000001,01-22-2020
213,LA- LAFAYETTE,89,1247,1222,1272,81.88,96.12,01-22-2020
214,LA- LAKE CHARLES,86,310,304,316,79.12,92.88,01-22-2020
216,LA- METAIRIE,144,4094,4016,4172,132.48,155.52,01-22-2020
217,LA- MONROE,82,146,143,149,75.44,88.56,01-22-2020
218,LA- NEW ORLEANS,121,6343,6224,6462,111.32,130.68,01-22-2020
219,LA- SHREVEPORT,87,1145,1121,1169,80.04,93.96,01-22-2020
221,ME- BANGOR,84,273,268,278,77.28,90.72,01-22-2020
222,ME- PORTLAND,95,2424,2376,2472,87.4,102.6,01-22-2020
223,MD- BALTIMORE,121,16197,15865,16529,111.32,130.68,01-22-2020
225,MD- SALISBURY,110,1632,1599,1665,101.2,118.8,01-22-2020
226,MD- TAKOMA PARK,171,6897,6757,7037,157.32,184.68,01-22-2020
227,MA- BOSTON,116,24261,23776,24746,106.72,125.28,01-22-2020
230,MA- SPRINGFIELD,110,2825,2768,2882,101.2,118.8,01-22-2020
231,MA- WORCESTER,119,3822,3746,3898,109.48,128.52,01-22-2020
232,MI- ANN ARBOR,111,6226,6101,6351,102.12,119.88,01-22-2020
233,MI- DEARBORN,105,2512,2463,2561,96.6,113.4,01-22-2020
234,MI- DETROIT,109,8336,8170,8502,100.28,117.72,01-22-2020
235,MI- FLINT,104,1945,1906,1984,95.68,112.32,01-22-2020
238,MI- KALAMAZOO,89,775,759,791,81.88,96.12,01-22-2020
239,MI- LANSING,96,1473,1443,1503,88.32,103.68,01-22-2020
240,MI- MARQUETTE,81,21,21,21,74.52,87.48,01-22-2020
242,MI- MUSKEGON,87,228,224,232,80.04,93.96,01-22-2020
243,MI- PETOSKEY,88,119,116,122,80.96,95.04,01-22-2020
244,MI- PONTIAC,110,2185,2142,2228,101.2,118.8,01-22-2020
245,MI- ROYAL OAK,103,3665,3592,3738,94.76,111.24,01-22-2020
246,MI- SAGINAW,87,854,836,872,80.04,93.96,01-22-2020
248,MI- ST JOSEPH,92,227,223,231,84.64,99.36,01-22-2020
249,MI- TRAVERSE CITY,84,118,116,120,77.28,90.72,01-22-2020
250,MN- DULUTH,81,103,101,105,74.52,87.48,01-22-2020
251,MN- MINNEAPOLIS,91,5761,5642,5880,83.72,98.28,01-22-2020
253,MN- ROCHESTER,85,851,834,868,78.2,91.8,01-22-2020
254,MN- ST CLOUD,89,375,368,382,81.88,96.12,01-22-2020
256,MN- ST PAUL,96,2166,2122,2210,88.32,103.68,01-22-2020
257,MS- GULFPORT,122,1942,1903,1981,112.24,131.76,01-22-2020
258,MS- HATTIESBURG,110,2048,2004,2092,101.2,118.8,01-22-2020
259,MS- JACKSON,104,6341,6209,6473,95.68,112.32,01-22-2020
261,MS- OXFORD,96,613,601,625,88.32,103.68,01-22-2020
262,MS- TUPELO,96,1495,1462,1528,88.32,103.68,01-22-2020
263,MO- CAPE GIRARDEAU,80,35,35,35,73.6,86.4,01-22-2020
264,MO- COLUMBIA,85,506,495,517,78.2,91.8,01-22-2020
267,MO- JOPLIN,82,103,101,105,75.44,88.56,01-22-2020
268,MO- KANSAS CITY,96,7314,7162,7466,88.32,103.68,01-22-2020
270,MO- SPRINGFIELD,86,642,628,656,79.12,92.88,01-22-2020
273,MO- ST LOUIS,86,4198,4109,4287,79.12,92.88,01-22-2020
274,MT- BILLINGS,87,991,971,1011,80.04,93.96,01-22-2020
275,MT- GREAT FALLS,82,104,102,106,75.44,88.56,01-22-2020
276,MT- MISSOULA,88,553,542,564,80.96,95.04,01-22-2020
277,NE- LINCOLN,101,2315,2268,2362,92.92,109.08,01-22-2020
278,NE- OMAHA,108,9737,9550,9924,99.36,116.64,01-22-2020
279,NV- LAS VEGAS,117,9160,8975,9345,107.64,126.36,01-22-2020
280,NV- RENO,100,2295,2248,2342,92.0,108.0,01-22-2020
281,NH- LEBANON,96,948,929,967,88.32,103.68,01-22-2020
282,NH- MANCHESTER,95,1837,1800,1874,87.4,102.6,01-22-2020
283,NJ- CAMDEN,117,18116,17756,18476,107.64,126.36,01-22-2020
284,NJ- HACKENSACK,145,15669,15374,15964,133.4,156.6,01-22-2020
285,NJ- MORRISTOWN,169,10692,10487,10897,155.48,182.52,01-22-2020
288,NJ- NEW BRUNSWICK,139,10145,9949,10341,127.88,150.12,01-22-2020
289,NJ- NEWARK,132,16166,15858,16474,121.44,142.56,01-22-2020
291,NJ- PATERSON,136,4160,4081,4239,125.12,146.88,01-22-2020
293,NM- ALBUQUERQUE,97,3517,3445,3589,89.24,104.76,01-22-2020
295,NY- ALBANY,166,26277,25764,26790,152.72,179.28,01-22-2020
296,NY- BINGHAMTON,119,2150,2106,2194,109.48,128.52,01-22-2020
297,NY- BRONX,206,29643,29094,30192,189.52,222.48,01-22-2020
299,NY- BUFFALO,109,6177,6050,6304,100.28,117.72,01-22-2020
300,NY- ELMIRA,105,1590,1557,1623,96.6,113.4,01-22-2020
301,NY- EAST LONG ISLAND,222,100519,98650,102388,204.24,239.76,01-22-2020
304,NY- ROCHESTER,121,7188,7042,7334,111.32,130.68,01-22-2020
307,NY- SYRACUSE,107,4451,4358,4544,98.44,115.56,01-22-2020
308,NY- WHITE PLAINS,195,22187,21776,22598,179.4,210.6,01-22-2020
309,NC- ASHEVILLE,84,397,388,406,77.28,90.72,01-22-2020
311,NC- CHARLOTTE,95,5343,5233,5453,87.4,102.6,01-22-2020
312,NC- DURHAM,89,2394,2343,2445,81.88,96.12,01-22-2020
313,NC- GREENSBORO,90,1034,1013,1055,82.8,97.2,01-22-2020
314,NC- GREENVILLE,85,710,695,725,78.2,91.8,01-22-2020
315,NC- HICKORY,88,379,372,386,80.96,95.04,01-22-2020
318,NC- RALEIGH,97,4402,4312,4492,89.24,104.76,01-22-2020
319,NC- WILMINGTON,88,578,566,590,80.96,95.04,01-22-2020
320,NC- WINSTON-SALEM,87,1650,1616,1684,80.04,93.96,01-22-2020
321,ND- BISMARCK,89,463,454,472,81.88,96.12,01-22-2020
322,ND- FARGO MOORHEAD -MN,81,176,172,180,74.52,87.48,01-22-2020
323,ND- GRAND FORKS,81,28,28,28,74.52,87.48,01-22-2020
324,ND- MINOT,84,171,168,174,77.28,90.72,01-22-2020
325,OH- AKRON,111,4444,4354,4534,102.12,119.88,01-22-2020
326,OH- CANTON,106,3290,3222,3358,97.52,114.48,01-22-2020
327,OH- CINCINNATI,99,5209,5100,5318,91.08,106.92,01-22-2020
328,OH- CLEVELAND,107,14193,13905,14481,98.44,115.56,01-22-2020
329,OH- COLUMBUS,280,125370,123221,127519,257.6,302.4,01-22-2020
330,OH- DAYTON,94,2538,2482,2594,86.48,101.52,01-22-2020
331,OH- ELYRIA,122,1803,1767,1839,112.24,131.76,01-22-2020
332,OH- KETTERING,98,1243,1218,1268,90.16,105.84,01-22-2020
334,OH- TOLEDO,98,4292,4202,4382,90.16,105.84,01-22-2020
335,OH- YOUNGSTOWN,97,2714,2659,2769,89.24,104.76,01-22-2020
336,OK- LAWTON,89,350,342,358,81.88,96.12,01-22-2020
339,OK- OKLAHOMA CITY,101,8150,7979,8321,92.92,109.08,01-22-2020
340,OK- TULSA,93,3801,3719,3883,85.56,100.44,01-22-2020
341,OR- BEND,99,449,440,458,91.08,106.92,01-22-2020
342,OR- EUGENE,96,1172,1149,1195,88.32,103.68,01-22-2020
343,OR- MEDFORD,89,514,504,524,81.88,96.12,01-22-2020
344,OR- PORTLAND,101,6450,6318,6582,92.92,109.08,01-22-2020
345,OR- SALEM,109,758,743,773,100.28,117.72,01-22-2020
346,PA- ALLENTOWN,124,8434,8265,8603,114.08,133.92,01-22-2020
347,PA- ALTOONA,87,246,241,251,80.04,93.96,01-22-2020
350,PA- DANVILLE,89,769,753,785,81.88,96.12,01-22-2020
