HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,83,1940,1905,1975,76.36,89.64,01-22-2020
2,AL- DOTHAN,80,0,0,0,73.6,86.4,01-22-2020
5,AL- HUNTSVILLE,81,251,247,255,74.52,87.48,01-22-2020
6,AL- MOBILE,82,464,456,472,75.44,88.56,01-22-2020
7,AL- MONTGOMERY,81,127,125,129,74.52,87.48,01-22-2020
9,AL- TUSCALOOSA,82,138,136,140,75.44,88.56,01-22-2020
11,AZ- MESA,89,1295,1273,1317,81.88,96.12,01-22-2020
12,AZ- PHOENIX,85,2925,2874,2976,78.2,91.8,01-22-2020
14,AZ- SUN CITY,83,218,215,221,76.36,89.64,01-22-2020
15,AZ- TUCSON,82,483,475,491,75.44,88.56,01-22-2020
16,AR- FORT SMITH,80,0,0,0,73.6,86.4,01-22-2020
18,AR- JONESBORO,80,0,0,0,73.6,86.4,01-22-2020
19,AR- LITTLE ROCK,81,700,688,712,74.52,87.48,01-22-2020
21,AR- SPRINGDALE,80,39,38,40,73.6,86.4,01-22-2020
22,AR- TEXARKANA,80,0,0,0,73.6,86.4,01-22-2020
23,CA- ORANGE CO.,86,3392,3333,3451,79.12,92.88,01-22-2020
25,CA- BAKERSFIELD,81,471,463,479,74.52,87.48,01-22-2020
31,CA- CHICO,81,77,76,78,74.52,87.48,01-22-2020
33,CA- CONTRA COSTA CO.,103,3237,3182,3292,94.76,111.24,01-22-2020
43,CA- FRESNO,83,588,578,598,76.36,89.64,01-22-2020
56,CA- LOS ANGELES,85,10183,10005,10361,78.2,91.8,01-22-2020
58,CA- MODESTO,90,1223,1201,1245,82.8,97.2,01-22-2020
62,CA- NAPA,91,483,475,491,83.72,98.28,01-22-2020
65,CA- ALAMEDA CO.,101,5034,4948,5120,92.92,109.08,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,289,284,294,77.28,90.72,01-22-2020
73,CA- REDDING,84,343,338,348,77.28,90.72,01-22-2020
77,CA- SACRAMENTO,92,4129,4057,4201,84.64,99.36,01-22-2020
78,CA- SALINAS,92,693,681,705,84.64,99.36,01-22-2020
79,CA- SAN BERNARDINO,86,2727,2679,2775,79.12,92.88,01-22-2020
80,CA- SAN DIEGO,89,4494,4416,4572,81.88,96.12,01-22-2020
81,CA- SAN FRANCISCO,92,4493,4416,4570,84.64,99.36,01-22-2020
82,CA- SAN JOSE,109,6222,6115,6329,100.28,117.72,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,324,334,82.8,97.2,01-22-2020
85,CA- SAN MATEO CO.,95,2948,2898,2998,87.4,102.6,01-22-2020
86,CA- SANTA BARBARA,86,393,386,400,79.12,92.88,01-22-2020
87,CA- SANTA CRUZ,108,727,715,739,99.36,116.64,01-22-2020
89,CA- SANTA ROSA,88,1126,1107,1145,80.96,95.04,01-22-2020
91,CA- STOCKTON,96,1217,1196,1238,88.32,103.68,01-22-2020
96,CA- VENTURA,87,851,836,866,80.04,93.96,01-22-2020
101,CO- BOULDER,94,481,473,489,86.48,101.52,01-22-2020
102,CO- COLORADO SPRINGS,89,689,677,701,81.88,96.12,01-22-2020
103,CO- DENVER,93,4587,4509,4665,85.56,100.44,01-22-2020
104,CO- FORT COLLINS,87,338,332,344,80.04,93.96,01-22-2020
105,CO- GRAND JUNCTION,96,892,877,907,88.32,103.68,01-22-2020
106,CO- GREELEY,87,416,409,423,80.04,93.96,01-22-2020
107,CO- PUEBLO,81,77,76,78,74.52,87.48,01-22-2020
110,CT- HARTFORD,90,2306,2265,2347,82.8,97.2,01-22-2020
111,CT- NEW HAVEN,99,5183,5094,5272,91.08,106.92,01-22-2020
112,DE- WILMINGTON,87,965,949,981,80.04,93.96,01-22-2020
113,DC- WASHINGTON,280,76846,75529,78163,257.6,302.4,01-22-2020
115,FL- BRADENTON,86,313,308,318,79.12,92.88,01-22-2020
116,FL- CLEARWATER,83,398,391,405,76.36,89.64,01-22-2020
118,FL- FORT LAUDERDALE,86,3611,3548,3674,79.12,92.88,01-22-2020
119,FL- FORT MYERS,84,1222,1201,1243,77.28,90.72,01-22-2020
120,FL- GAINESVILLE,82,344,338,350,75.44,88.56,01-22-2020
122,FL- HUDSON,83,282,277,287,76.36,89.64,01-22-2020
123,FL- JACKSONVILLE,83,1016,998,1034,76.36,89.64,01-22-2020
124,FL- LAKELAND,83,280,275,285,76.36,89.64,01-22-2020
127,FL- MIAMI,86,4657,4576,4738,79.12,92.88,01-22-2020
129,FL- OCALA,83,315,310,320,76.36,89.64,01-22-2020
130,FL- ORLANDO,83,2609,2563,2655,76.36,89.64,01-22-2020
131,FL- ORMOND BEACH,82,302,297,307,75.44,88.56,01-22-2020
133,FL- PANAMA CITY,80,3,3,3,73.6,86.4,01-22-2020
134,FL- PENSACOLA,82,445,438,452,75.44,88.56,01-22-2020
137,FL- SARASOTA,83,351,345,357,76.36,89.64,01-22-2020
139,FL- ST PETERSBURG,83,322,317,327,76.36,89.64,01-22-2020
140,FL- TALLAHASSEE,81,273,269,277,74.52,87.48,01-22-2020
141,FL- TAMPA,84,1177,1157,1197,77.28,90.72,01-22-2020
142,GA- ALBANY,93,1008,991,1025,85.56,100.44,01-22-2020
144,GA- ATLANTA,94,12316,12104,12528,86.48,101.52,01-22-2020
145,GA- AUGUSTA,82,399,393,405,75.44,88.56,01-22-2020
146,GA- COLUMBUS,82,170,167,173,75.44,88.56,01-22-2020
147,GA- MACON,81,294,289,299,74.52,87.48,01-22-2020
148,GA- ROME,92,654,643,665,84.64,99.36,01-22-2020
149,GA- SAVANNAH,82,357,351,363,75.44,88.56,01-22-2020
154,IL- AURORA,94,507,499,515,86.48,101.52,01-22-2020
155,IL- BLUE ISLAND,87,1353,1330,1376,80.04,93.96,01-22-2020
156,IL- CHICAGO,87,4537,4459,4615,80.04,93.96,01-22-2020
158,IL- ELGIN,96,1258,1236,1280,88.32,103.68,01-22-2020
161,IL- EVANSTON,90,1806,1775,1837,82.8,97.2,01-22-2020
163,IL- HINSDALE,90,831,817,845,82.8,97.2,01-22-2020
164,IL- JOLIET,91,1076,1058,1094,83.72,98.28,01-22-2020
166,IL- MELROSE PARK,90,2344,2304,2384,82.8,97.2,01-22-2020
170,IL- PEORIA,81,204,201,207,74.52,87.48,01-22-2020
171,IL- ROCKFORD,85,532,523,541,78.2,91.8,01-22-2020
172,IL- SPRINGFIELD,80,84,83,85,73.6,86.4,01-22-2020
173,IL- URBANA,81,78,77,79,74.52,87.48,01-22-2020
175,IL- BLOOMINGTON,84,84,83,85,77.28,90.72,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,73.6,86.4,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,73.6,86.4,01-22-2020
181,IN- GARY,80,21,21,21,73.6,86.4,01-22-2020
183,IN- INDIANAPOLIS,80,51,51,51,73.6,86.4,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,73.6,86.4,01-22-2020
185,IN- MUNCIE,80,0,0,0,73.6,86.4,01-22-2020
186,IN- MUNSTER,81,126,124,128,74.52,87.48,01-22-2020
187,IN- SOUTH BEND,80,21,21,21,73.6,86.4,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,73.6,86.4,01-22-2020
191,IA- DAVENPORT,80,63,62,64,73.6,86.4,01-22-2020
192,IA- DES MOINES,81,299,294,304,74.52,87.48,01-22-2020
193,IA- DUBUQUE,83,117,115,119,76.36,89.64,01-22-2020
194,IA- IOWA CITY,82,301,296,306,75.44,88.56,01-22-2020
195,IA- MASON CITY,80,0,0,0,73.6,86.4,01-22-2020
196,IA- SIOUX CITY,80,10,10,10,73.6,86.4,01-22-2020
197,IA- WATERLOO,82,85,84,86,75.44,88.56,01-22-2020
200,KS- TOPEKA,81,133,130,136,74.52,87.48,01-22-2020
201,KS- WICHITA,80,245,241,249,73.6,86.4,01-22-2020
203,KY- COVINGTON,87,500,491,509,80.04,93.96,01-22-2020
204,KY- LEXINGTON,84,1734,1705,1763,77.28,90.72,01-22-2020
205,KY- LOUISVILLE,84,1308,1285,1331,77.28,90.72,01-22-2020
207,KY- OWENSBORO,80,0,0,0,73.6,86.4,01-22-2020
208,KY- PADUCAH,80,0,0,0,73.6,86.4,01-22-2020
209,LA- ALEXANDRIA,80,48,47,49,73.6,86.4,01-22-2020
210,LA- BATON ROUGE,86,1146,1126,1166,79.12,92.88,01-22-2020
212,LA- HOUMA,88,440,433,447,80.96,95.04,01-22-2020
213,LA- LAFAYETTE,81,147,144,150,74.52,87.48,01-22-2020
214,LA- LAKE CHARLES,81,84,83,85,74.52,87.48,01-22-2020
216,LA- METAIRIE,110,2152,2115,2189,101.2,118.8,01-22-2020
217,LA- MONROE,80,0,0,0,73.6,86.4,01-22-2020
218,LA- NEW ORLEANS,103,3887,3819,3955,94.76,111.24,01-22-2020
219,LA- SHREVEPORT,81,259,255,263,74.52,87.48,01-22-2020
221,ME- BANGOR,80,48,48,48,73.6,86.4,01-22-2020
222,ME- PORTLAND,84,818,804,832,77.28,90.72,01-22-2020
223,MD- BALTIMORE,89,4488,4409,4567,81.88,96.12,01-22-2020
225,MD- SALISBURY,86,403,397,409,79.12,92.88,01-22-2020
226,MD- TAKOMA PARK,106,2345,2305,2385,97.52,114.48,01-22-2020
227,MA- BOSTON,92,9179,9021,9337,84.64,99.36,01-22-2020
230,MA- SPRINGFIELD,87,839,825,853,80.04,93.96,01-22-2020
231,MA- WORCESTER,91,1344,1321,1367,83.72,98.28,01-22-2020
232,MI- ANN ARBOR,89,2226,2188,2264,81.88,96.12,01-22-2020
233,MI- DEARBORN,88,1011,994,1028,80.96,95.04,01-22-2020
234,MI- DETROIT,89,3236,3181,3291,81.88,96.12,01-22-2020
235,MI- FLINT,86,539,530,548,79.12,92.88,01-22-2020
238,MI- KALAMAZOO,81,89,88,90,74.52,87.48,01-22-2020
239,MI- LANSING,83,358,352,364,76.36,89.64,01-22-2020
240,MI- MARQUETTE,80,0,0,0,73.6,86.4,01-22-2020
242,MI- MUSKEGON,80,19,19,19,73.6,86.4,01-22-2020
243,MI- PETOSKEY,80,0,0,0,73.6,86.4,01-22-2020
244,MI- PONTIAC,90,852,838,866,82.8,97.2,01-22-2020
245,MI- ROYAL OAK,87,1427,1403,1451,80.04,93.96,01-22-2020
246,MI- SAGINAW,80,90,89,91,73.6,86.4,01-22-2020
248,MI- ST JOSEPH,82,63,62,64,75.44,88.56,01-22-2020
249,MI- TRAVERSE CITY,80,0,0,0,73.6,86.4,01-22-2020
250,MN- DULUTH,80,0,0,0,73.6,86.4,01-22-2020
251,MN- MINNEAPOLIS,82,1573,1545,1601,75.44,88.56,01-22-2020
253,MN- ROCHESTER,80,147,145,149,73.6,86.4,01-22-2020
254,MN- ST CLOUD,81,91,90,92,74.52,87.48,01-22-2020
256,MN- ST PAUL,83,616,606,626,76.36,89.64,01-22-2020
257,MS- GULFPORT,92,652,641,663,84.64,99.36,01-22-2020
258,MS- HATTIESBURG,86,534,525,543,79.12,92.88,01-22-2020
259,MS- JACKSON,83,1099,1081,1117,76.36,89.64,01-22-2020
261,MS- OXFORD,80,0,0,0,73.6,86.4,01-22-2020
262,MS- TUPELO,81,204,201,207,74.52,87.48,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,73.6,86.4,01-22-2020
264,MO- COLUMBIA,80,84,83,85,73.6,86.4,01-22-2020
267,MO- JOPLIN,80,0,0,0,73.6,86.4,01-22-2020
268,MO- KANSAS CITY,84,2342,2302,2382,77.28,90.72,01-22-2020
270,MO- SPRINGFIELD,80,84,83,85,73.6,86.4,01-22-2020
273,MO- ST LOUIS,81,1030,1012,1048,74.52,87.48,01-22-2020
274,MT- BILLINGS,81,273,269,277,74.52,87.48,01-22-2020
275,MT- GREAT FALLS,80,0,0,0,73.6,86.4,01-22-2020
276,MT- MISSOULA,81,134,132,136,74.52,87.48,01-22-2020
277,NE- LINCOLN,84,596,586,606,77.28,90.72,01-22-2020
278,NE- OMAHA,92,4544,4466,4622,84.64,99.36,01-22-2020
279,NV- LAS VEGAS,91,3098,3044,3152,83.72,98.28,01-22-2020
280,NV- RENO,85,702,690,714,78.2,91.8,01-22-2020
281,NH- LEBANON,84,315,310,320,77.28,90.72,01-22-2020
282,NH- MANCHESTER,84,632,621,643,77.28,90.72,01-22-2020
283,NJ- CAMDEN,91,6488,6375,6601,83.72,98.28,01-22-2020
284,NJ- HACKENSACK,115,9121,8962,9280,105.8,124.2,01-22-2020
285,NJ- MORRISTOWN,115,4795,4713,4877,105.8,124.2,01-22-2020
288,NJ- NEW BRUNSWICK,103,4471,4394,4548,94.76,111.24,01-22-2020
289,NJ- NEWARK,103,8039,7901,8177,94.76,111.24,01-22-2020
291,NJ- PATERSON,104,2040,2005,2075,95.68,112.32,01-22-2020
293,NM- ALBUQUERQUE,84,907,891,923,77.28,90.72,01-22-2020
295,NY- ALBANY,113,11369,11173,11565,103.96,122.04,01-22-2020
296,NY- BINGHAMTON,90,623,612,634,82.8,97.2,01-22-2020
297,NY- BRONX,159,19505,19161,19849,146.28,171.72,01-22-2020
299,NY- BUFFALO,87,1731,1701,1761,80.04,93.96,01-22-2020
300,NY- ELMIRA,86,445,437,453,79.12,92.88,01-22-2020
301,NY- EAST LONG ISLAND,164,63355,62242,64468,150.88,177.12,01-22-2020
304,NY- ROCHESTER,90,2081,2045,2117,82.8,97.2,01-22-2020
307,NY- SYRACUSE,87,1279,1255,1303,80.04,93.96,01-22-2020
308,NY- WHITE PLAINS,159,15751,15468,16034,146.28,171.72,01-22-2020
309,NC- ASHEVILLE,80,66,65,67,73.6,86.4,01-22-2020
311,NC- CHARLOTTE,83,1419,1395,1443,76.36,89.64,01-22-2020
312,NC- DURHAM,81,495,487,503,74.52,87.48,01-22-2020
313,NC- GREENSBORO,82,263,259,267,75.44,88.56,01-22-2020
