date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,97.25,1724,1688,1785,96.19,98.67,1724 [1688 - 1785],97.25% [96.19% - 98.67%],3087,2897,3342,projected
01-16-2021,99.44,1991,1903,2096,96.16,103.86,1991 [1903 - 2096],99.44% [96.16% - 103.86%],3480,2892,4270,projected
01-23-2021,103.01,2386,2270,2555,96.97,111.28,2386 [2270 - 2555],103.01% [96.97% - 111.28%],4118,3038,5599,projected
01-30-2021,106.67,2709,2555,2965,97.96,119.9,2709 [2555 - 2965],106.67% [97.96% - 119.9%],4773,3215,7141,projected
02-06-2021,109.78,2987,2793,3344,98.07,129.49,2987 [2793 - 3344],109.78% [98.07% - 129.49%],5330,3235,8857,projected
02-13-2021,112.02,3153,2936,3603,97.81,138.73,3153 [2936 - 3603],112.02% [97.81% - 138.73%],5731,3187,10511,projected
02-20-2021,113.15,3222,2978,3751,96.97,146.4,3222 [2978 - 3751],113.15% [96.97% - 146.4%],5933,3038,11884,projected
