date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.01,374,358,387,82.73,83.29,374 [358 - 387],83.01% [82.73% - 83.29%],538,489,589,projected
05-22-2021,82.34,264,249,280,81.9,82.67,264 [249 - 280],82.34% [81.9% - 82.67%],418,340,477,projected
05-29-2021,81.66,209,194,224,81.19,82.16,209 [194 - 224],81.66% [81.19% - 82.16%],297,213,386,projected
06-05-2021,81.32,185,169,200,80.82,81.83,185 [169 - 200],81.32% [80.82% - 81.83%],237,146,327,projected
06-12-2021,81.15,138,123,158,80.52,81.72,138 [123 - 158],81.15% [80.52% - 81.72%],206,93,308,projected
06-19-2021,80.85,109,95,129,80.3,81.56,109 [95 - 129],80.85% [80.3% - 81.56%],153,53,280,projected
06-26-2021,80.69,74,62,93,80.16,81.37,74 [62 - 93],80.69% [80.16% - 81.37%],124,28,245,projected
