date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-05-2020,96.5,,,,,,,,2953,,,actual
12-12-2020,89.83,,,,,,,,1760,,,actual
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,87.13,1753,1709,1819,86.23,88.34,1753 [1709 - 1819],87.13% [86.23% - 88.34%],1277,1115,1492,projected
01-02-2021,89.21,2224,2126,2338,86.79,92.01,2224 [2126 - 2338],89.21% [86.79% - 92.01%],1649,1216,2150,projected
01-09-2021,91.44,2790,2645,2987,87.87,96.22,2790 [2645 - 2987],91.44% [87.87% - 96.22%],2048,1409,2903,projected
01-16-2021,93.73,3357,3153,3686,88.56,101.88,3357 [3153 - 3686],93.73% [88.56% - 101.88%],2458,1532,3916,projected
01-23-2021,95.98,3928,3658,4413,88.96,108.2,3928 [3658 - 4413],95.98% [88.96% - 108.2%],2860,1603,5047,projected
01-30-2021,97.6,4363,4039,5008,89.0,114.33,4363 [4039 - 5008],97.6% [89.0% - 114.33%],3150,1610,6145,projected
02-06-2021,98.56,4629,4268,5391,88.81,118.97,4629 [4268 - 5391],98.56% [88.81% - 118.97%],3321,1576,6974,projected
